@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	prawyaya-apekRa-sanwawiH	-	-	prawyaya-apekRa-sanwawi{puM;1;eka}/prawyaya-apekRa-sanwawi{swrI;1;eka}	prawyaya-apekRa-sanwawi{puM;1;eka}	viSeRaNam,3	kAraNa_sApekRa_saMwAna_vAle	-	-	-	-	-
2	saH	2	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,3	vaha	-	-	-	rAjA_xaSaraWa_jinakI_saMwAna_uwpanna_hone_lie_kisI_prawyakRa_kAraNa_kI_apekRA_kara_rahI_hE	-
3	nqpaH	3	nqpaH	nqpa{puM;1;eka}	nqpa{puM;1;eka}	karwA,10	rAjA	-	-	-	-	@person
4	manWAw	-	-	manWa{puM;5;eka}	manWa{puM;5;eka}	hewuH,10	manWana_se	-	-	-	-	-
5	prAk	4	prAfmanWAxanaBivyakwarawnowpawwirivArNavaH	prAk{avya}	prAk{avya}	kAlAXikaraNam,6	pUrva	-	-	-	-	-
6	an-aBivyakwa-rawna-uwpawwiH	-	-	an-aBivyakwa-rawna-uwpawwi{puM;1;eka}	an-aBivyakwa-rawna-uwpawwi{puM;1;eka}	viSeRaNam,7	rawna_kI_uwpawwi_aBivyakwa_nahIM_howI	-	-	-	-	-
7	arNavaH	-	-	arNava{puM;1;eka}	arNava{puM;1;eka}	upamAnam,3	(usa)_samuxra	-	-	-	-	-
8	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,7	ke_samAna	-	-	-	-	-
9	ciraM	-	-	ciram{avya}/cira{napuM;1;eka}/cira{napuM;2;eka}	ciram{avya}	kriyAviSeRaNam,10	xIrGakAla_waka_bETe	-	-	-	-	-
10	awiRTaw	1	awiRTawprawyayApekRasaMwawiH	RWA1{karwari;laf;pra;eka;parasmEpaxI;RWA;:BvAxiH}	RWA1{karwari;laf;pra;eka;parasmEpaxI;RWA;:BvAxiH}	aBihiwa_karwA,3	rahe	-	-	-	-	-
