@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	vasvOka-sArAM	1	vasvOkasArAmaBiBUya	vasvOka-sArA{swrI;2;eka}	vasvOka-sArA{swrI;2;eka}	karma,2	vasvOka-sArA_ko	-	-	-	-	-
2	aBi-BUya	-	-	as2{avya;lyap;asaz;:axAxiH}/BU1{avya;lyap;BU;:BvAxiH}	aBi_as2{avya;lyap;asaz;:axAxiH}	pUrvakAlaH,14	prakarRa	-	-	-	-	-
3	sA	2	sAhaM	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	viSeRaNam,4	vaha	-	-	-	-	-
4	ahaM	-	-	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,14	mEM	-	-	-	-	-
5	sOrAjya-baxXa-uwsavayA	3	sOrAjyabaxXowsavayA	sOrAjya-baxXa-uwsavA{swrI;3;eka}	sOrAjya-baxXa-uwsavA{swrI;3;eka}	viSeRaNam,6	AnaMxa-uwsava se	-	-	-	-	-
6	viBUwyA	4	viBUwyA	viBUwi{swrI;3;eka}	viBUwi{swrI;3;eka}	hewuH,2	Xana_se	-	-	-	-	-
7	samagra-SakwO	5	samagraSakwO	samagra-Sakwi{puM;7;bahu}/Sakwi{swrI;7;bahu}	samagra-Sakwi{puM;7;bahu}	viSeRaNam,8	sIpa_kA_KoloM_meM	-	-	-	-	-
8	wvayi	6	wvayi	yuRmax{sarvanAma;7;eka}	yuRmax{sarvanAma;7;eka}	karwA,10	wumameM	-	-	-	-	-
9	sUrya-vaMSye	7	sUryavaMSye	rAjan{puM;7;eka}	rAjan{puM;7;eka}	viSeRaNam,8	rAjA_meM	-	-	-	-	-
10	sawi	8	sawi	saw{puM;7;bahu}/saw{puM;7;bahu(as2;Sawq_lat;asaz;:axAxiH)}/saw{napuM;7;bahu(as2;Sawq_lat;asaz;:axAxiH)}	saw{puM;7;eka}(as2;Sawq_lat;asaz;:axAxiH)}	BAvalakRaNasapwamI_samAnakAlaH,13	sajjanoM_meM	-	-	-	-	-
11	karuNAM	10	karuNAmavasWAm	karuNA{swrI;2;eka}	karuNA{swrI;2;eka}	viSeRaNam,12	xayA-avasWA_ko	-	-	-	-	-
12	avasWAM	-	-	avasWA{swrI;2;eka}	avasWA{swrI;2;eka}	karma,13	-	-	-	-	-	-
13	prapannA	9	prapannA	prapannA{swrI;1;eka(pax1;kwa;paxaz;:xivAxiH)}	prapannA{swrI;1;eka(pax1;kwa;paxaz;:xivAxiH)}	karwqsamAnAXikaraNam,14	SaraNa_gayI_huI	-	-	-	-	-
14	(asmi)	-	(-)	as2{karwari;lat;u;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;u;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,4	hUz	-	-	+asmi	-	-
