@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aWa	-	aWa	aWa{avya}	aWa{avya}	sambanXaH,14	Ora	-	-	-	-	-
2	pArWivaH	-	pArWivaH	pArWiva{puM;1;eka}	pArWiva{puM;1;eka}	karwA,14	pArWiva_ne	-	-	-	-	-
3	laliwaM	-	laliwaM	laliwa{puM;2;eka}/laliwa{napuM;1;eka}/laliwa{napuM;2;eka}	laliwa{napuM;2;eka}	viSeRaNam,4	krIdApriya	-	-	-	-	-
4	vivAha-kOwukaM	-	vivAha-kOwukaM	vah1{GaF;vahaz;:BvAxiH-kOwuka;napuM;1;eka}/kOwuka{napuM;2;eka}/kOwuka{puM;2;eka}	kOwuka{napuM;2;eka}	karma,5	kuwUhala	-	-	-	-	-
5	biBrawaH	-	biBrawaH	biBraw{puM;2;bahu(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}/biBraw{puM;5;eka(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}/biBraw{puM;6;eka(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}/biBraw{napuM;5;eka(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}/biBraw{napuM;6;eka(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}	biBraw{napuM;6;eka(Bq2;Sawq_lat;duBqF;:juhowyAxiH)}	viSeRaNam,7	pIle	-	-	-	-	-
6	eva	-	eva	eva{avya}	eva{avya}	sambanXaH,5	hI	-	-	-	-	-
7	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;napuM;6;eka}	RaRTIsambanXaH,8	usakA	-	-	-	-	-
8	aparAm	-	aparAm	aparA{swrI;2;eka}/aparA{sarvanAma;swrI;2;eka}	aparA{sarvanAma;swrI;2;eka}	viSeRaNam,9	aparA_ko	-	-	-	-	-
9	inxumawIm	-	inxumawIm	inxu{mawup;swrI;2;eka}	inxu{mawup;swrI;2;eka}	upamAnam,10	inxu_ko	-	-	-	-	-
10	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,11	jEse	-	-	-	-	-
11	vasuXAm	-	vasuXAm	vasuXA{swrI;2;eka}	vasuXA{swrI;2;eka}	karma,14	vasuXA_ko	-	-	-	-	-
12	api	-	api	api{avya}	api{avya}	sambanXaH,11	BI	-	-	-	-	-
13	haswa-gAminIm	-	haswa-gAminIm	haswa-gAminI{swrI;2;eka}	haswa-gAminI{swrI;2;eka}	karmasamAnAXikaraNam,14	hAWa-gAminI	-	-	-	-	-
14	akarow	-	akarow	kq3{karwari;laf;pra;eka;parasmEpaxI;dukqF;:wanAxiH}	kq3{karwari;laf;pra;eka;parasmEpaxI;dukqF;:wanAxiH}	aBihiwa_karwA,2;sakarmaka	kiyA	-	-	-	-	-
