@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wawaH	1	wawaH	wawaH{avya}	wawaH{avya}	aXikaraNam,6	usake	-	-	-	-	-
2	param	2	param	param{avya}/para{puM;2;eka}/para{napuM;1;eka}/para{napuM;2;eka}/para{sarvanAma;puM;2;eka}/para{sarvanAma;napuM;1;eka}/para{sarvanAma;napuM;2;eka}	param{avya}	sanxarBa_binxuH,1	bAxa	-	-	-	-	-
3	wena	3	wena	wax{sarvanAma;puM;3;eka}/wax{sarvanAma;napuM;3;eka}/wan1{karwari;lit;ma;bahu;parasmEpaxI;wanuz;:wanAxiH}	wax{sarvanAma;puM;3;eka}	karwA,6	usase	-	-	-	wax	-
4	maKAya	4	maKAya	maKa{puM;4;eka}/maKa{napuM;4;eka}	maKa{puM;4;eka}	prayojanam,6	yajFa ke liye	-	-	-	-	-
5	punaH	7	punaH	punaH{avya}	punaH{avya}	kriyAviSeRaNam,6	Pira se	-	-	-	-	-
6	uwsqRtam	-	-	uwsqRta{puM;2 ;ka{kqxanwa}({kqw_XAwu sqj1} kwa{XAwuH sqjaz} xivAxiH)}/uwsqRta{napuM;1;eka{kqxanwa}({kqw_XAwu sqj1} kwa{XAwuH sqjaz} xivAxiH)}/uwsqRta{napuM;2;eka{kqxanwa}({kqw_XAwu sqj1} kwa{XAwuH sqjaz} xivAxiH)}/uwsqRta{puM;2;eka{kqxanwa}({kqw_XAwu sqj2} kwa{XAwuH sqjaz} wuxAxiH)}/uwsqRta{napuM;1;eka{kqxanwa}({kqw_XAwu sqj2} kwa{XAwuH sqjaz} wuxAxiH)}/uwsqRta{napuM;2;eka{kqxanwa}({kqw_XAwu sqj2} kwa{XAwuH sqjaz} wuxAxiH)}	uwsqRta{puM;2;eka{kqxanwa}({kqw_XAwu sqj1} kwa{XAwuH sqjaz} xivAxiH)}	viSeRaNam,9	Code gaye	-	-	-	-	-
7	anargalam	-	-	anargala{puM;2;eka}/anargala{napuM;1;eka}/anargala{napuM;2;eka}	anargala{puM;2;eka}	viSeRaNam,9	bebAXA	-	-	-	-	-
8	yajvanA	5	yajvanA	yajvan{puM;3;eka}	yajvan{puM;3;eka}	viSeRaNam,3	niyamAnusAra	-	-	-	-	-
9	wurafgam	6	wurafgamuwsqRtamanargalaM	wurafga{puM;2;eka}	wurafga{puM;2;eka}	karma,16	GodZe ko	-	-	-	-	wurafg
10	XanuH-BqwAm	8	XanurBqwAmagrawa	XanurBqw{puM;6;bahu}	XanurBqw{puM;6;bahu}	RaRTIsambanXaH,11	XanurXArI/XanurBqwoM_kA	-	-	-	-	-
11	rakRiNAm	10	rakRiNAM	rakRin{puM;6;bahu}/rakRin{napuM;6;bahu}	rakRin{puM;6;bahu}	RaRTIsambanXaH,12	rakRako se/cOkIxAroM_ke	-	-	-	-	-
12	agrawaH	-	-	agrawaH{avya}	agrawaH{avya}	aXikaraNam,16	sAmane hI/Age	-	-	-	-	-
13	eva	9	eva	eva{avya}	eva{avya}	sambanXaH,12	hI	-	-	-	-	-
14	SakraH	12	SakraH	Sakra{puM;1;eka}	Sakra{puM;1;eka}	karwA,16	inxra	-	-	-	-	-
15	gUDa-vigrahaH	14	gUDavigrahaH	gUDa-vigraha{puM;1;eka}/vigraha{puM;8;eka}	gUDa-vigraha{puM;1;eka}	viSeRaNam,14	axqSya rUpa se	-	-	-	-	-
16	jahAra	11	jahAra	hq{karwari lit u eka parasmEpaxI{XAwuH hqF} BvAxiH}/hq{karwari lit pra eka parasmEpaxI{XAwuH hqF} BvAxiH}/hq{karwari lit u eka parasmEpaxI{XAwuH hq} juhowyAxiH}/hq{karwari lit pra eka parasmEpaxI{XAwuH hq} juhowyAxiH}	hq{karwari lit u eka parasmEpaxI{XAwuH hqF} BvAxiH}	aBihiwa_karwA,14;sakarmakaH	 curAle gayA	-	-	-	-	-
17	kila	13	kila	kila{avya}/kila{puM;8;eka}/kil{karwari;lot;ma;eka}parasmEpaxI{XAwuH kilaz} wuxAxiH}	kila{avya}	sambanXaH,16	samBAvyaH	-	-	-	-	-
