@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aWa	-	aWa	aWa{avya}	aWa{avya}	sambanXaH,10	Ora	-	-	-	-	-
2	sawwvaviplavAw	-	sawwvaviplavAw	sawwvaviplava{puM;5;eka}	sawwvaviplava{puM;5;eka}	apAxAnam,10	cewanA_kI_hAni_se	-	-	-	-	-
3	prawiyojayiwavya-vallakI-samavasWAm	-	prawiyojayiwavya-vallakI-samavasWAm	prawiyojayiwavya-vallakI-samavasWA{swrI;2;eka}	prawiyojayiwavya-vallakI-samavasWA{swrI;2;eka}	viSeRaNam,4	prawiyojayiwavya-vINA-niSciwa_avasWA	-	-	-	-	-
4	afganAm	-	afganAm	afganA{swrI;2;eka}	afganA{swrI;2;eka}	muKyakarma,10	afganA_ko	-	-	-	-	-
5	niwAnwa-vawsalaH	-	niwAnwa-vawsalaH	wam1{kwa;wamuz;:xivAxiH-vawsala;puM;1;eka}	ni_wam1{kwa;wamuz;:xivAxiH-vawsala;puM;1;eka}	viSeRaNam,6	-	-	-	-	-	-
6	saH	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,10	vaha	-	-	-	-	-
7	parigqhya	-	parigqhya	grah1{avya;lyap;grahaz;:kryAxiH}/gqh1{avya;lyap;gqhUz;:BvAxiH}	pari_gqh1{avya;lyap;gqhUz;:BvAxiH}	pUrvakAlaH,10	pari_gqh1_kara	-	-	-	-	-
8	uciwam	-	uciwam	uciwa{puM;2;eka(uc1;kwa;ucaz;:xivAxiH)}/uciwa{napuM;1;eka(uc1;kwa;ucaz;:xivAxiH)}/uciwa{napuM;2;eka(uc1;kwa;ucaz;:xivAxiH)}	uciwa{puM;2;eka(uc1;kwa;ucaz;:xivAxiH)}	viSeRaNam,9	vilode_hue	-	-	-	-	-
9	afkaM	-	afkaM	afka{puM;2;eka}	afka{puM;2;eka}	gONakarma,10	aMka_ko	-	-	-	-	-
10	ninAya	-	ninAya	NI1{karwari;lit;u;eka;parasmEpaxI;NIF;:BvAxiH}/NI1{karwari;lit;pra;eka;parasmEpaxI;NIF;:BvAxiH}	NI1{karwari;lit;pra;eka;parasmEpaxI;NIF;:BvAxiH}	aBihiwa_karwA,6;sakarmaka	le_gayA	-	-	-	-	-
