@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	SreNI-banXAw	1	SreNIbanXAxviwanvaxBiraswamBAM	SreNI-banXa{puM;5;eka}/banXa{napuM;5;eka}	SreNI-banXa{puM;5;eka}	hewuH,2	xala-banXa_se	-	-	-	-	-
2	a-swamBam	-	-	a-swamBa{puM;2;eka}/a-swamBa{puM;2;eka(RwaB1;GaF;RwaBiz;:BvAxiH)}	a-swamBa{puM;2;eka(a-RwaB1;GaF;RwaBiz;:BvAxiH)}	viSeRaNam,3	a-xabAnA	-	-	-	-	-
3	woraNa-srajam	2	woraNasrajam	wur1{lyut;wuraz;:juhowyAxiH-sraj;swrI;2;eka}	woraNa-sraj{swrI;2;eka}	karma,4	-	-	-	-	-	-
4	viwanvaxBiH	-	-	viwanvaw{napuM;3;bahu(wan1;Sawq_lat;wanuz;:wanAxiH)}/viwanvaw{puM;3;bahu(wan1;Sawq_lat;wanuz;:wanAxiH)}	viwanvaw{puM;3;bahu(wan1;Sawq_lat;wanuz;:wanAxiH)}	hewuH,10	vi_wan1we_hue	-	-	-	-	-
5	kala-nirhrAxEH	4	kalanirhrAxEH	kala-nirhrAxa{puM;3;bahu}/nirhrAxa{napuM;3;bahu}	kala-nirhrAxa{puM;3;bahu}	viSeRaNam,6	maXura_Ora_aspaRta-nirhrAxa	-	-	-	-	-
6	sArasEH	3	sArasEH	sArasa{puM;3;bahu}/sArasa{napuM;3;bahu}	sArasa{puM;3;bahu}	hewuH,4	haMsoM_se	-	-	-	-	-
7	kvaciw	5	kvacixunnamiwAnanO	kvaciw{avya}	kvaciw{avya}	kriyAviSeRaNam,4	kahIM	-	-	-	-	-
8	unmiwa-AnanO	-	-	mA1{kwa;mA;:axAxiH}/mi1{kwa;dumiF;:svAxiH-Anana;puM;8;xvi}/Anana{puM;1;xvi}/Anana{puM;2;xvi}	unmiwa-Anana{Anana{puM;1;xvi}	viSeRaNam,9	-	-	-	-	-	-
9	(wO)	-	(-)	wax{sarvanAma;puM;1;xvi}/wax{sarvanAma;puM;2;xvi}	wax{sarvanAma;puM;1;xvi}	karwA,10	ve	-	-	-	suxakRiNAxilIpO	-
10	(jagmawuH)	-	(-)	gam1{karwari;lit;pra;xvi;parasmEpaxI;gamLz;:BvAxiH}	gam1{karwari;lit;pra;xvi;parasmEpaxI;gamLz;:BvAxiH}	aBihiwa_karwA,9;sakarmaka	gaye	-	-	-	-	-
