@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	rAjFA	3	rAjFA	rAjan{puM;3;eka}	rAjan{puM;3;eka}	karwA,3	rAjA_se	-	-	-	-	-
2	iwi	1	iwi	iwi{avya}	iwi{avya}	vAkyakarma,3	EsA	-	-	-	-	-
3	prawiSruwe	2	prawiSruwe	prawiSruw{swrI;4;eka}/prawiSruwA{swrI;1;xvi}/prawiSruwA{swrI;2;xvi}	prawiSruwa{puM;7;eka{kqxanwa}({kqw_XAwu Sru1} kwa{XAwuH Sru} BvAxiH)}	varwamAnasamAnakAlaH,11	prawiSruw_ko	-	-	-	-	-
4	muniH	4	jAnakImASramAnmuniH	muni{puM;1;eka}	muni{puM;1;eka}	karwA,11	muni	-	-	-	-	-
5	ASramAw	-	-	ASrama{puM;5;eka}/ASrama{napuM;5;eka}	ASrama{puM;5;eka}	apAxAnam,11	ASrama_se	-	-	-	-	-
6	jAnakIm	-	-	jAnakI{swrI;2;eka}	jAnakI{swrI;2;eka}	karma,11	jAnakI_ko	-	-	-	-	-
7	SiRyEH	5	SiRyErAnAyayAmAsa	SiRya{puM;3;bahu}	SiRya{puM;3;bahu}	karaNam,6	SiRyoM_se	-	-	-	-	-
8	sva-sixXim	6	svasixXim	svasixXim}	svasixXi{swrI;2;eka)	upamAnam,10	-	-	-	-	-	-
9	niyamEH	7	niyamEriva	niyama{puM;3;bahu}	niyama{puM;3;bahu}	karaNam,8	niyamoM_se	-	-	-	-	-
10	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,11	jEse	-	-	-	-	-
11	AnAyayAmAsa	-	-	AnAyayAmAsa}	AnAyayAmAsa{Nijanwa;karwari;lit;pra;eka;parasmEpaxI{XAwuH anaz} axAxiH}	aBihiwa_karwA,4;sakarmaka	-	-	-	-	-	-
