@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	avekRiwa-prajaH	-	avekRiwa-prajaH	avekRiwa-pra-ja{puM;1;eka}/praja{puM;1;eka}	avekRiwa-praja{puM;1;eka}	viSeRaNam,12	avekRiwa-svAmI	-	-	-	-	-
2	su-prajAH	-	su-prajAH	su-pra-ja{puM;1;bahu}/pra-ja{puM;8;bahu}/praja{puM;8;bahu}/praja{puM;1;bahu}/prajA{swrI;8;bahu}/prajA{swrI;1;bahu}/prajA{swrI;2;bahu}	su-prajA{puM;1;bahu}	viSeRaNam,12	su-prajA	-	-	-	-	-
3	kaxAciw	-	kaxAciw	kaxAciw{avya}	kaxAciw{avya}	kAlAXikaraNam,13	kaBI	-	-	-	-	-
4	xevyA	-	xevyA	xevI{swrI;3;eka}/xevyA{swrI;1;eka(xiv3;yaw;xivuz;:curAxiH)}/xevyA{swrI;1;eka(xev1;Nyaw;xevqz;:BvAxiH)}	xevI{swrI;3;eka}	sahArWaH,13	xevI_kA	-	-	-	-	-
5	saha	-	saha	saha{avya}	saha{avya}	sahArWa_xyowakaH,4	sAWa	-	-	-	-	-
6	nagara-upavane	-	nagara-upavane	nagara-upavana{napuM;1;xvi}/upavana{napuM;2;xvi}/upavana{napuM;8;xvi}/upavana{napuM;7;eka}/upavana{puM;7;eka}/upavanA{swrI;8;eka}/upavanA{swrI;8;xvi}/upavanA{swrI;1;xvi}/upavanA{swrI;2;xvi}	nagara-upavana{puM;7;eka}	viSeRaNam,7	nagara-upavana_meM	-	-	-	-	-
7	nanxane	-	nanxane	nanxanA{swrI;1;xvi}/nanxanA{swrI;2;xvi}/nanxana{puM;7;eka}/nanxana{napuM;1;xvi(nax1;lyut;tunaxiz;:BvAxiH)}/nanxana{napuM;2;xvi(nax1;lyut;tunaxiz;:BvAxiH)}/nanxana{napuM;7;eka(nax1;lyut;tunaxiz;:BvAxiH)}	nanxana{napuM;7;eka(nax1;lyut;tunaxiz;:BvAxiH)}	aXikaraNam,13	aspaRta_Sabxa_karane~meM	-	-	-	-	-
8	SacI-saKaH	-	SacI-saKaH	SacI-saKa{puM;1;eka}	SacI-saKa{puM;1;eka}	karwA,10	SacI_-saKa	-	-	-	-	-
9	maruwAM	-	maruwAM	maruw{puM;6;bahu}	maruw{puM;6;bahu}	RaRTIsambanXaH,10	havAoM_kA	-	-	-	-	-
10	pAlayiwA	-	pAlayiwA	pal1{karwari;lut;pra;eka;parasmEpaxI;palaz;:BvAxiH}/pAl1{karwari;lut;pra;eka;parasmEpaxI;pAlaz;:curAxiH}/pAl1{karmaNi;lut;pra;eka;AwmanepaxI;pAlaz;:curAxiH}/pA2{Nijanwa;karwari;lut;pra;eka;parasmEpaxI;pA;:axAxiH}/pA2{Nijanwa;karwari;lut;pra;eka;AwmanepaxI;pA;:axAxiH}/pal1{Nijanwa;karwari;lut;pra;eka;parasmEpaxI;palaz;:BvAxiH}/pal1{Nijanwa;karwari;lut;pra;eka;AwmanepaxI;palaz;:BvAxiH}/pAlayiwq{puM;1;eka(pAl1;wqc;pAlaz;:curAxiH)}	pAlayiwq{puM;1;eka(pAl1;wqc;pAlaz;:curAxiH)}	upamAnam,11	-	-	-	-	-	-
11	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,12	jEse	-	-	-	-	-
12	saH	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,13	usane	-	-	-	-	-
13	vijahAra	-	vijahAra	vi_hq1{karwari;lit;pra;eka;parasmEpaxI;hqF;:BvAxiH}/vi_hq1{karwari;lit;u;eka;parasmEpaxI;hqF;:BvAxiH}	vi_hq1{karwari;lit;pra;eka;parasmEpaxI;hqF;:BvAxiH}	aBihiwa_karwA,12	vi_hq1_pp_skyA	-	-	-	-	-
