@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	1	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,7	usa	-	-	-	XilipaZs son	-
2	jAwa-karmaNi	2	jAwakarmaNyaKile 	jAwa-karman{napuM;7;eka}	jAwa-karman{napuM;7;eka}	karwA,6	jan-karma_meM	-	-	-	-	-
3	aKile	-	-	aKila{puM;7;eka}/aKila{napuM;2;xvi}/aKila{napuM;1;xvi}/aKila{napuM;7;eka}/aKila{swrI;2;xvi}/aKila{swrI;1;xvi}	aKila{napuM;7;eka}	viSeRaNam,2	sampUrNa	-	-	-	-	-
4	wapasvinA	3	wapasvinA	wapasvin{puM;3;eka}/wapasvin{napuM;3;eka}	wapasvin{puM;3;eka}	viSeRaNam,5	wapasvI	-	-	-	-	-
5	puroXasA	5	puroXasA	puroXas{puM;3;eka}	puroXas{puM;3;eka}	karaNam,6	puroXas_se	-	-	-	-	-
6	kqwe	6	kqwe	kqwa{swrI;2;xvi(kq3;kwa;dukqF;:wanAxiH)}/kqwa{swrI;1;xvi(kq3;kwa;dukqF;:wanAxiH)}/kqwa{napuM;2;xvi(kq3;kwa;dukqF;:wanAxiH)}/kqwa{napuM;1;xvi(kq3;kwa;dukqF;:wanAxiH)}/kqwa{napuM;7;eka(kq3;kwa;dukqF;:wanAxiH)}/kqwa{puM;7;eka(kq3;kwa;dukqF;:wanAxiH)}	kqwa{napuM;7;eka(kq3;kwa;dukqF;:wanAxiH)}	BAvalakRaNasapwamI_pUrvakAlaH,11	nirmiwa_meM	-	-	-	-	-
7	xilIpa-sUnuH	7	xilIpasUnurmaNirAkaroxBavaH 	xilIpa-sUnu{puM;1;eka}/sUnu{swrI;1;eka}	xilIpa-sUnu{puM;1;eka}	karwA,11	xilIpa-puwra_ne	-	-	-	-	-
8	maNiH	-	-	maNi{puM;1;eka}	maNi{puM;1;eka}	upamAnam,7	maNi	-	-	-	-	-
9	iva	9	ivAXikaM 	iva{avya}	iva{avya}	upamAnaxyowakaH,8	jEse	-	-	-	-	-
10	aXikam	-	-	aXika{puM;2;eka}/aXika{napuM;2;eka}/aXika{napuM;1;eka}	aXika{puM;2;eka}	karma,11	aXika	-	-	-	-	-
11	baBO	10	baBO	BA1{karwari;lit;pra;eka;parasmEpaxI;BA;:axAxiH}/BA1{karwari;lit;u;eka;parasmEpaxI;BA;:axAxiH}	BA1{karwari;lit;pra;eka;parasmEpaxI;BA;:axAxiH}	aBihiwa_karwA,7	X_BA1_pp_skyA	-	-	-	-	-
12	Akara-uxBavaH	-	-	Akara-uxBava{puM;1;eka}	Akara-uxBava{puM;1;eka}	viSeRaNam,8	Akara-uwpanna	-	-	-	-	-
13	wapaH-vanAw	4	wapovanAxewya 	wapaH-vana{napuM;5;eka}	wapaH-vana{napuM;5;eka}	apAxAnam,14	wapaH-vana_se	-	-	-	-	-
14	ewya	-	-	Af_i1{avya;lyap;iN;:axAxiH}	Af_i1{avya;lyap;iN;:axAxiH}	pUrvakAlaH,6	A_kara	-	-	-	-	-
15	prayukwa-saMskAraH	8	prayukwasaMskAra 	prayukwa-saMskAra{puM;1;eka}	prayukwa-saMskAra{puM;1;eka}	viSeRaNam,8	jod@ZA-saMskAra	-	-	-	-	-
