@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	yaH	1	yaH	yax{sarvanAma;puM;1;eka}	yax{sarvanAma;puM;1;eka}	viSeRaNam,8	jo	-	-	-	-	-
2	kaScana	2	kaScana	kaH-ca-na{avya}/na{puM;8;eka}/na{napuM;8;eka}	kaH-ca-na{puM;1;eka}	viSeRaNam,8	koI	-	-	-	-	-
3	raGUNAm	3	raGUNAm	raGu{puM;6;bahu}	raGu{puM;6;bahu}	RaRTIsambanXaH,7	raGuoM_kA	-	-	-	-	-
4	hi	4	hi	hi{avya}	hi{avya}	sambanXaH,7	hi	-	-	-	-	-
5	param	5	param	param{avya}/para{puM;2;eka}/para{napuM;1;eka}/para{napuM;2;eka}/para{sarvanAma;puM;2;eka}/para{sarvanAma;napuM;1;eka}/para{sarvanAma;napuM;2;eka}	para{sarvanAma;napuM;1;eka}	karma,11	param	-	-	-	-	-
6	ekaH	6	ekaH	eka{saMKyeyam;puM;2;eka}/eka{saMKyeyam;napuM;1;eka}/eka{saMKyeyam;napuM;2;eka}	eka{saMKyeyam;puM;1;eka}	viSeRaNam,8	eka	-	-	-	-	-
7	paranwapaH	7	paranwapaH	paranwapa{puM;1;eka}	paranwapa{puM;1;eka}	karwA,12	Sawru ko wapAne vAlA	-	-	-	-	-
8	 apavAxaH	8	 apavAxaH	apavAxa{puM;8;eka}	apavAxa{puM;1;eka}	karwA,13	sAmAnya niyama ko bAXiwa karane vAlA	-	-	-	-	-
9	iva	9	iviwsargaM	iva{avya}	iva{avya}	upamAnaxyowakaH,11	jEse	-	-	-	-	-
10	uwsargam	-	-	uwsarga{puM;2;eka(sqj2;GaF;sqjaz;:wuxAxiH)}	uwsarga{puM;2;eka(sqj2;GaF;sqjaz;:wuxAxiH)}	karma,13	eka viSeRa niyama	-	-	-	-	-
11	vyAvarwwayiwum	10	vyAvarwayiwumISvaraH	vi_Af_vqw1{karwari;lat;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}	vi_Af_vqw1{karwari;lat;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}	pUrvakAlaH,12	GeranA	-	-	-	-	-
12	ISvaraH	-	-	ISvara{puM;1;eka}	ISvara{puM;1;eka}	aBihiwa_karwA,7	ISvara	-	-	-	-	-
13	(vyAvarwwayiwum)	-	(-)	vi_Af_vqw1{karwari;lat;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}	vi_Af_vqw1{karwari;lat;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}	upamAnam,9	GeranA	-	-	-	-	-
