@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	rakRiwuH	-	rakRiwurvisarjayexyaM 	rakRiwq{puM;5;eka(rakR1;wqc;rakRaz;:BvAxiH)}/rakRiwq{puM;6;eka(rakR1;wqc;rakRaz;:BvAxiH)}/rakRiwq{napuM;5;eka(rakR1;wqc;rakRaz;:BvAxiH)}/rakRiwq{napuM;6;eka(rakR1;wqc;rakRaz;:BvAxiH)}	rakRiwq{napuM;6;eka(rakR1;wqc;rakRaz;:BvAxiH)}	viSeRaNam,2	bacAne_vAle	-	-	-	-	-
2	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;napuM;6;eka}	RaRTIsambanXaH,3	usakA	-	-	-	-	-
3	saMyawaH	-	saMyawaswasya	saMya{avya;wasil}/saMyaw{swrI;1;bahu}/saMyaw{swrI;2;bahu}/saMyaw{swrI;5;eka}/saMyaw{swrI;6;eka}/saMyaw{swrI;8;bahu}/saMyawa{puM;1;eka(yaw1;GaF;yawIz;:BvAxiH)}	saMyawa{puM;1;eka(yaw1;GaF;yawIz;:BvAxiH)}	karwA,5	rokA_huA	-	-	-	-	-
4	na	-	na	na{avya}	na{avya}	prawiReXaH,5	nahIM	-	-	-	-	-
5	baBUva	-	baBUva	BU1{karwari;lit;u;eka;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;ma;bahu;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,3;sakarmaka	huA	-	-	-	-	-
6	yam	-	yaM	yax{sarvanAma;puM;2;eka}	yax{sarvanAma;puM;2;eka}	karma,10	jo	-	-	-	niwya_sambanXaH,11	-
7	suwa-janma-harRiwaH	-	rakRiwurvisarjayexyaM 	suwa-janma-harRiwa{puM;1;eka{kqxanwa}({kqw_XAwu hqR1} kwa{XAwuH hqRaz} xivAxiH)}	suwa-janma-harRiwa{puM;1;eka{kqxanwa}({kqw_XAwu hqR1} kwa{XAwuH hqRaz} xivAxiH)}	karwA,8	-	-	-	-	-	-
8	(san)	-	(-)	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	varwamAnasamAnakAlaH,10	sajjana	-	-	-	-	-
9	(saH)	-	(-)	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,10	vaha	-	-	-	-	-
10	vi-sarjayew	-	rakRiwurvisarjayexyaM 	vi-sqj1{Nijanwa;karwari;viXilif;pra;eka;parasmEpaxI;sqjaz;:xivAxiH}/sarj1{Nijanwa;karwari;viXilif;pra;eka;parasmEpaxI;sarjaz;:BvAxiH}	vi-sarj1{Nijanwa;karwari;viXilif;pra;eka;parasmEpaxI;sarjaz;:BvAxiH}	aBihiwa_karwA,9;sakarmaka	upArjana_karAye	-	-	-	-	-
11	(wam)	-	(-)	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	karma,1	-	-	-	-	niwya_sambanXaH,6	-
