@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	sA	1	sA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	viSeRaNam,5	usa	-	-	-	-	-
2	pOrAn	2	pOrAnpOrakAnwasya	pOra{puM;2;bahu}	pOra{puM;2;bahu}	karma,7	pOreM	-	-	-	-	-
3	pOra-kAnwasya	-	-	pOra-kAnwa{napuM;6;eka(pOra-kam1;kwa;kamuz;:BvAxiH)}/pOra-kAnwa{puM;6;eka(kam1;kwa;kamuz;:BvAxiH)}	pOra-kAnwa{puM;6;eka(pOra-kam1;kwa;kamuz;:BvAxiH)}	viSeRaNam,4	pOra-pawi	-	-	-	-	-
4	rAmasya	3	rAmasyAByuxayaSruwiH	rAma{puM;6;eka}/rAma{napuM;6;eka}	rAma{puM;6;eka}	RaRTIsambanXaH,5	rAma_kI	-	-	-	-	-
5	aByuxaya-SruwiH	-	-	aByuxaya-Sruwi{swrI;1;eka}	aByuxaya-Sruwi{swrI;1;eka}	karwA,7	unnawi-Sruwi_ne	-	-	-	-	-
6	prawi-ekam	4	prawyekam	prawyeka-hrAxa-ya{swrI;2;eka}	prawyekam{avya}	viSeRaNam,2	prawyeka-Sora-ya_ko	-	-	-	-	-
7	 hlAxayAFcakre	5	 hlAxayAFcakre	kq3{karwari;lit;pra;eka;AwmanepaxI;dukqF;:wanAxiH}/kq3{karwari;lit;u;eka;AwmanepaxI;dukqF;:wanAxiH}	kq3{karwari;lit;pra;eka;AwmanepaxI;dukqF;:wanAxiH}	aBihiwa_karwA,5;sakarmaka	X_kq3_ap_skyA	-	-	-	-	-
8	kulyA	6	kulyevoxyAnapAxapAn	kulyA{swrI;1;eka}/kulya{swrI;1;eka}	kulyA{swrI;1;eka}	karwA,11	sAXvI_swrI	-	-	-	-	-
9	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,7	jEse	-	-	-	-	-
10	uxyAna-pAxapAn	-	-	uxyAna-pAxapa{puM;2;bahu}/pAxapa{puM;2;bahu}	uxyAna-pAxapa{puM;2;bahu}	karma,11	uxyAna-ped@ZoM_ko	-	-	-	-	-
11	( hlAxayAFcakre)	-	(-)	-	kq3{karwari;lit;pra;eka;AwmanepaxI;dukqF;:wanAxiH}	upamAnam,9	-	-	-	-	-	-
