@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	2	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,2	vaha	-	-	-	-	-
2	varaH	3	varaH	vara{puM;1;eka}	vara{puM;1;eka}	karwA,10	SreRTa	-	-	-	-	-
3	vaXvA	4	vaXvA	vaXu{swrI;3;eka}/vaXU{swrI;3;eka}	vaXU{swrI;3;eka}	sahArWaH,10	bahU_kA	-	-	-	-	-
4	saha	5	saha	saha{avya}	saha{avya}	sahArWa_xyowakaH,3	sAWa	-	-	-	-	-
5	wAvaw	1	wAvawprakIrNABinavopacAraminxrAyuXaxyowiwaworaNAfkam	wAvaw{avya}/wAvaw{napuM;1;eka}/wAvaw{napuM;2;eka}/wAvaw{napuM;8;eka}	wAvaw{avya}	kAlAXikaraNam,10	waba_waka	-	-	-	-	-
6	prakIrNA-aBinava-upacAram	-	-	prakIrNA-aBinava-upacAra{puM;2;eka}/upacAra{napuM;1;eka}/upacAra{napuM;2;eka}	prakIrNA-aBinava-upacAra{napuM;2;eka}	viSeRaNam,9	aswa_vyaswa-nayA-upacAra	-	-	-	-	-
7	inxrAyuXa-xyowiwa-woraNa-afkam	-	-	inxrAyuXa-xyowiwa-woraNA-afka{puM;2;eka}/afka{napuM;1;eka}/afka{napuM;2;eka}	inxrAyuXa-xyowiwa-woraNa-afka{napuM;2;eka}	viSeRaNam,9	inxrAyuXa-xyowiwa-woraNA-aMka_ko	-	-	-	-	-
8	Xvaja-CAya-nivAriwa-uRNam	8	XvajacCAyanivAriwoRNam	Xvaja-CAya-nivAriwa-uRNa{puM;2;eka}/uRNa{napuM;1;eka}/uRNa{napuM;2;eka}	Xvaja-CAya-nivAriwa-uRNa{napuM;2;eka}	viSeRaNam,9	Xvaja-CAya-nivAriwa-garama	-	-	-	-	-
9	rAja-mArgam	6	rAjamArgam	rAja-mArga{puM;2;eka}/mArga{napuM;1;eka}/mArga{napuM;2;eka}	rAja-mArga{napuM;2;eka}	karma,10	rAjA-mArga	-	-	-	-	-
10	prApa	7	prApa	pra_Ap1{karwari;lit;ma;bahu;parasmEpaxI;ApLz;:svAxiH}/pra_Ap1{karwari;lit;pra;eka;parasmEpaxI;ApLz;:svAxiH}/pra_Ap1{karwari;lit;u;eka;parasmEpaxI;ApLz;:svAxiH}	pra_Ap1{karwari;lit;pra;eka;parasmEpaxI;ApLz;:svAxiH}	aBihiwa_karwA,2;sakarmaka	prApwa_huA	-	-	-	-	-
