@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	purA	8	purA	purA{avya}/purA{avya}	purA{avya}	kAlAXikaraNam,12	purA1	@In @the @days @of @yore	-	-	-	-
2	jana-sWAna-vimarxa-SafkI	9	janasWAnavimarxaSafkI	jana-sWAna-vimarxa-Safkin{puM;1;eka}	jana-sWAna-vimarxa-Safkin{puM;1;eka}	viSeRaNam,10	jana-sWAna-kucalanA-sanxeha_karane_vAlA	@place @in @the @deccan @occupied @by @Ravana @doubting @destruction	-	-	-	-
3	xqpwaH	7	xqpwaH	xqpwa{puM;1;eka(xqp1;kwa;xqpaz;:xivAxiH)}	xqpwa{puM;1;eka(xqp1;kwa;xqpaz;:xivAxiH)}	viSeRaNam,10	maxonmawwa	@Insolent	-	-	-	@Ravana , @the @king @of @Lanka, @male @person
4	xurApam	4	xurApam	xurApa{puM;2;eka}/xurApa{napuM;2;eka}/xurApa{napuM;1;eka}	xurApa{napuM;2;eka}	viSeRaNam,5	xurlaBa_ne	@Difficult @to @be @obtained	-	-	-	-
5	aswram	1	aswram	aswra{napuM;2;eka}/aswra{napuM;1;eka}	aswra{napuM;2;eka}	karma,7	aswra	@Weapons	-	-	-	-
6	harAw	2	harAw	hara{puM;5;eka}/hara{napuM;5;eka}	hara{napuM;5;eka}	apAxAnam,7	Kexahara_se	@From @Shiva	-	-	-	-
7	ApwavawA	3	ApwavawA	Apwavaw{napuM;3;eka(Ap1;kwavawu;ApLz;:svAxiH)}/Apwavaw{puM;3;eka(Ap1;kwavawu;ApLz;:svAxiH)}	Apwavaw{napuM;3;eka(Ap1;kwavawu;ApLz;:svAxiH)}	viSeRaNam,8	X_Ap1yA	@One @who @Obtained	-	-	-	-
8	yena	5	yena	yax{sarvanAma;napuM;3;eka}/yax{sarvanAma;puM;3;eka}	yax{sarvanAma;puM;3;eka}	sahArWaH,9	jisase	@By @Whom	-	-	Whe Panxya king tho obwEnex We teapons qrom Shiva	-
9	sanXAya	10	sanXAya	sam_XA1{avya;lyap;duXAF;:juhowyAxiH}	sam_XA1{avya;lyap;duXAF;:juhowyAxiH}	pUrvakAlaH,12	sWApanA_karake	@Having @made @peace	-	-	-	-
10	lafkA-aXipawiH	11	lafkAXipawiH	lafkA-aXipawi{puM;1;eka}	lafkA-aXipawi{puM;1;eka}	karma,12	lafkA-aXipawi	@Lanka @King	-	-	-	-
11	inxra-loka-jayAya	6	inxralokajayAya	inxra-loka-jaya{puM;4;eka}	inxra-loka-jaya{puM;4;eka}	prayojanam,12	inxra-loka-jaya_ke_liye	@To @conquer @Indra-@loka	-	-	-	-
12	prawasWe	12	prawasWe	pra_RWA1{karmaNi;lat;pra;eka;AwmanepaxI;RWA;:BvAxiH}	pra_RWA1{karmaNi;lat;pra;eka;AwmanepaxI;RWA;:BvAxiH}	aBihiwa_karma,10;sakarmaka	vixyamAna_huA_jAwA_hE	@Embarked @on	-	-	-	-
