@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	-	-	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,14	vaha	-	-	-	kuSa_rAjA	@person
2	kuSA-vawIm	1	kuSAvawIM	kuSA-vawI{swrI;2;eka}	kuSA-vawI{swrI;2;eka}	karma,4	kuSAvawI_nagarI_ko	-	-	-	-	-
3	Srowriya-sAw	2	SrowriyasAwsa	Srowriya-sAw{avya}/sa{napuM;5;eka}/sAw{napuM;1;eka}/sAw{napuM;2;eka}/sAw{napuM;8;eka}/	Srowriya-sAw{avya}	karmasamAnAXikaraNam,4	brAhmaNoM_ke_AXIna	-	-	-	-	-
4	kqwvA	3	kqwvA	kq2{avya;kwvA;kqF;:svAxiH}/kq3{avya;kwvA;dukqF;:wanAxiH}/kq1{avya;kwvA;kqF;:BvAxiH}	kq3{avya;kwvA;dukqF;:wanAxiH}	pUrvakAlaH,14	kara_ke 	-	-	-	-	-
5	yAwrA-anukUle	4	yAwrAnukUlehani	yAwrA-anukUla{puM;7;eka}/anukUla{napuM;8;xvi}/anukUla{napuM;1;xvi}/anukUla{napuM;2;xvi}/anukUla{napuM;7;eka}/anukUlA{swrI;8;eka}/anukUlA{swrI;8;xvi}/anukUlA{swrI;1;xvi}/anukUlA{swrI;2;xvi}	yAwrA-anukUla{puM;7;eka}	viSeRaNam,6	yAwrA-anukUla_meM	-	-	-	-	-
6	ahani	-	-	ahan{napuM;7;eka}	ahan{napuM;7;eka}	aXikaraNam,14	xina_meM	-	-	-	-	-
7	sa-avaroXaH	5	sAvaroXaH	sa-avaroXa{puM;1;eka(sa-ruX1;GaF;ruXizr;:ruXAxiH)}	sa-avaroXa{puM;1;eka(sa-ruX1;GaF;ruXizr;:ruXAxiH)}	viSeRaNam,13	rAniyoM_ke-sahiwa	-	-	-	-	-
8	anuxruwaH	6	anuxruwo	anuxruwa{puM;1;eka(xru1;kwa;xru;:BvAxiH)}	anuxruwa{puM;1;eka(xru1;kwa;xru;:BvAxiH)}	kriyAviSeRaNam,14	NWyA_huA	-	-	-	-	-
9	vAyuH	7	vAyurivABravqnxEH	vAyu{puM;1;eka}/vA1{karwari;viXilif;pra;bahu;parasmEpaxI;vA;:axAxiH}	vAyu{puM;1;eka}	karma,15	havA	-	-	-	-	-
10	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,8	jEse	-	-	-	-	-
11	aBra-vqnxEH	-	-	aBra-vqnxa{puM;3;bahu}/vqnxa{napuM;3;bahu}	aBra-vqnxa{vqnxanapuM;3;bahu}	saha_karwA,15	aBra-vqnxoM_se	-	-	-	-	-
12	sEnyEH	8	sEnyErayoXyABimuKaH	sEnya{puM;3;bahu}	sEnya{puM;3;bahu}	karwA,8	sEnikoM_se	-	-	-	-	-
13	ayoXyA-aBimuKaH	-	-	ayoXyA-aBimuKa{puM;1;eka}	ayoXyA-aBimuKa{puM;1;eka}	karma,14	ayoXyA-aBimuKa	-	-	-	-	-
14	prawasWe	9	prawasWe	pra_RWA1{karmaNi;lit;pra;eka;AwmanepaxI;RWA;:BvAxiH}/pra_RWA1{karmaNi;lit;u;eka;AwmanepaxI;RWA;:BvAxiH}	pra_RWA1{karmaNi;lit;pra;eka;AwmanepaxI;RWA;:BvAxiH}	aBihiwa_karwA,1;sakarmaka	prasWAna_kiyA_gayA	-	-	-	-	-
15	(anuxruwaH)	-	(-)	anuxruwa{puM;1;eka(xru1;kwa;xru;:BvAxiH)}	anuxruwa{puM;1;eka(xru1;kwa;xru;:BvAxiH)}	upamAnam,10	NWyA_huA	-	-	-	-	-
