@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	prasAxa-aBimuKe	1	prasAxABimuKe	prasAxa-aBimuKa{puM;7;eka}/aBimuKa{napuM;8;xvi}/aBimuKa{napuM;1;xvi}/aBimuKa{napuM;2;xvi}/aBimuKa{napuM;7;eka}/aBimuKA{swrI;8;eka}/aBimuKA{swrI;8;xvi}/aBimuKA{swrI;1;xvi}/aBimuKA{swrI;2;xvi}	prasAxa-aBimuKa{pu;7;eka}	viSeRaNam,2	prasAxa-kisI_kI_ora_muKa_kie_hue	-	-	-	-	-
2	wasmin	2	wasmiMScapalApi	wax{sarvanAma;napuM;7;eka}/wax{sarvanAma;puM;7;eka}	wax{sarvanAma;puM;7;eka}	aXikaraNam,10	usameM	-	-	-	awiWiH	-
3	capalA	-	-	capalA{swrI;1;eka}	capalA{swrI;1;eka}	viSeRaNam,9	lakRmI	-	-	-	-	-
4	api	-	-	api{avya}	api{avya}	sambanXaH,3	BI	-	-	-	-	-
5	svaBAvawaH	3	svaBAvawaH	svaBAva{avya;wasil}	svaBAva{avya;wasil}	hewuH,3	svaBAva_se	-	-	-	-	-
6	nikaRe	4	nikaRe	nikaRA{swrI;1;xvi}/nikaRA{swrI;2;xvi}/nikaRA{swrI;8;eka}/nikaRA{swrI;8;xvi}/nikaRa{puM;7;eka}	nikaRa{puM;7;eka}	aXikaraNam,7	kasOtI_meM	-	-	-	-	-
7	hema-reKA	5	hemareKeva	hema-reKA{swrI;1;eka}	hema-reKA{swrI;1;eka}	upamAnam,8	sonA-reKA	-	-	-	-	-
8	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,1	jEse	-	-	-	-	-
9	SrIH	6	SrIrAsIxanapAyinI	SrI{swrI;1;eka}/SrI{swrI;8;eka}	SrI{swrI;1;eka}	karwA,10	SrI	-	-	-	-	lakRmIH
10	AsIw	-	-	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,9	WI	-	-	-	-	-
11	anapAyinI	-	-	anapAyin{napuM;1;xvi}/anapAyin{napuM;2;xvi}/anapAyinI{swrI;1;eka}/anapAyin{napuM;8;xvi}	anapAyinI{swrI;1;eka}	viSeRaNam,9	-	-	-	-	-	-
