@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	bANa-Binna-hqxayA	1	bANaBinnahqxayA	bANa-Binna-hqxayA{swrI;1;eka}	bANa-Binna-hqxayA{swrI;1;eka}	viSeRaNam,3	bANa-Binna-hqxayA	-	-	-	-	-
2	nipewuRI	2	nipewuRI	nipewuRI{swrI;1;eka}	nipewuRI{swrI;1;eka}	viSeRaNam,3	ni-girI_huI	-	-	-	-	-
3	sA	3	sA	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	prayojakakarwA,7	vaha	-	-	-	-	-
4	kevalAm	6	kevalAm	kevalA{swrI;2;eka}	kevalA{swrI;2;eka}	wIvrawAxarSI,5	kevalA_ko	-	-	-	-	-
5	sva-kAnana-BuvaM	4	svakAnanaBuvaM	sva-kAnana-BU{swrI;2;eka}/BU{puM;2;eka}/Buva{napuM;1;eka}/Buva{napuM;2;eka}	sva-kAnana-BU{swrI;2;eka}	prayojyakarwA,7	apanA-kAnana-BU_ko	-	-	-	-	-
6	na	5	na	na{avya}	na{avya}	prawiReXaH,7	nahIM	-	-	-	-	-
7	(vyakampayaw)	-	(-)	vi_kap1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;kapiz;:BvAxiH}	vi_kap1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;kapiz;:BvAxiH}	prawiyogI,8	-	-	-	-	-	-
8	(kinwu)	-	(-)	kinwu{avya}	kinwu{avya}	anuyogI,12	kinwu	-	-	-	-	-
9	viRtapa-wraya-parAjaya-sWirAM	7	viRtapawrayaparAjayasWirAM	viRtapa-wraya-ji1{GaF;ji;:BvAxiH-sWirA;swrI;2;eka}	viRtapa-wraya-para_Af_ji1{GaF;ji;:BvAxiH-sWirA;swrI;2;eka}	viSeRaNam,10	-	-	-	-	-	-
10	rAvaNa-Sriyam	8	rAvaNaSriyamapi	rAvaNa-SrI{swrI;2;eka}	rAvaNa-SrI{swrI;2;eka}	prayojyakarwA,12	rAvaNa-SrI_ko	-	-	-	-	-
11	api	-	-	api{avya}	api{avya}	sambanXaH,10	BI	-	-	-	-	-
12	vyakampayaw	9	vyakampayaw	vi_kap1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;kapiz;:BvAxiH}	vi_kap1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;kapiz;:BvAxiH}	aBihiwa_karwA,10	-	-	-	-	-	-
