@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aBirAmeNa	3	iwyaBirAmeNa	aBirAma{puM;3;eka}/{napuM;3;eka}	aBirAma{puM;3;eka}	viSeRaNam,2	parama manohara 	@most @charming	-	-	-	-
2	vapuRA	4	vapuRA	vapus{napuM;3;eka}	vapus{napuM;3;eka}	hewuH,3	SarIra_se	@by  @appearance	-	-	-	-
3	coxiwaH	6	coxiwaH	coxiwa{puM;1;eka(cux1;kwa;cuxaz;:curAxiH)}	coxiwa{puM;1;eka(cux1;kwa;cuxaz;:curAxiH)}	viSeRaNam,4	preraNA_kI_huI	@inspired	-	-	-	-
4	guruH	8	guruScakre	guru{puM;1;eka}	guru{puM;1;eka}	karwA,10	guru	@Guru	-	-	-	-
5	wasya	5	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax sarvanAma;puM;6;eka}	RaRTIsambanXaH,9	usakA	@his	-	-	-	-
6	jagaw-praWama-mafgalam	10	-	jagaw-praWama-mafgala{napuM;1;eka}/{napuM;2;eka}	jagaw-praWama-mafgala{napuM;2;eka}	viSeRaNam,9	jagaw	@world	-	-	-	-
7	rAmaH	1	rAma	rA1{karwari;lot;u;bahu;parasmEpaxI;rA;:axAxiH}/rAma{puM;8;eka}/rAma{puM;1;eka}	rAma{puM;1;eka}	aBiXA,9	rAma 	@Ram	-	-	-	-
8	iwi	-	-	iwi{avya}	iwi{avya}	aBiXAxyowakaH,9	yahI	@this	-	-	-	-
9	nAmaXeyam	7	nAmaXeyam	nAmaXeya{napuM;1;eka}/nAmaXeya{napuM;2;eka}	nAmaXeya{napuM;2;eka}	karma,10	nAma	@name	-	-	-	-
10	cakre	-	cakre	cakra{napuM;1;xvi}/cakra{napuM;2;xvi}/kq1{karwari;lit;pra;eka;AwmanepaxI;kqF;:BvAxiH}/kq1{karwari;lit;u;eka;AwmanepaxI;kqF;:BvAxiH}/kq2{karwari;lit;pra;eka;AwmanepaxI;kqF;:svAxiH}/kq2{karwari;lit;u;eka;AwmanepaxI;kqF;:svAxiH}/kq3{karwari;lit;pra;eka;AwmanepaxI;dukqF;:wanAxiH}/kq3{karwari;lit;u;eka;AwmanepaxI;dukqF;:wanAxiH}/kQ2{karwari;lit;pra;eka;AwmanepaxI;kQF;:kryAxiH}/kQ2{karwari;lit;u;eka;AwmanepaxI;kQF;:kryAxiH}/cakra{napuM;8;xvi}/cakra{puM;7;eka}/cakra{napuM;7;eka}	kq1karwari;lit;pra;eka;AwmanepaxI;kqF;:BvAxiH}	aBihiwa_karwA,4;sakarmaka	kiyA	@did	-	-	-	-
