@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,2	-	-	-	-	-	-
2	pawnI	-	pawnI	pawnI{swrI;1;eka}	pawnI{swrI;1;eka}	karwA,7	-	-	-	-	-	-
3	pORyAM	-	pORyAM	pORI{swrI;7;eka}	pORI{swrI;7;eka}	aBexaH,4	-	-	-	-	-	-
4	wiWO	-	wiWO	wiWa{puM;1;xvi}/wiWa{puM;2;xvi}/wiWa{puM;8;xvi}/wiWi{puM;7;eka}	wiWi{puM;7;eka}	aXikaraNam,7	-	-	-	-	-	-
5	praBA-nirjiwa-puRparAgaM	-	praBAnirjiwapuRparAgaM	praBA-nirjiwa-puRparAga{puM;2;eka}	praBA-nirjiwa-puRparAga{puM;2;eka}	viSeRaNam,6	-	-	-	-	-	-
6	puRyam	-	puRyam	puRya{puM;2;eka}	puRya{puM;2;eka}	karma,7	-	-	-	-	-	-
7	asUwa	-	asUwa	RU1{karwari;laf;pra;eka;AwmanepaxI;RUf;:axAxiH}	RU1{karwari;laf;pra;eka;AwmanepaxI;RUf;:axAxiH}	prawiyogI,12	-	-	-	-	-	-
8	xviwIye	-	xviwIye	xviwIya{napuM;1;xvi}/xviwIya{napuM;2;xvi}/xviwIya{napuM;1;xvi}/xviwIya{napuM;2;xvi}/xviwIya{napuM;8;xvi}/xviwIyA{swrI;1;xvi}/xviwIyA{swrI;2;xvi}/xviwIyA{swrI;1;xvi}/xviwIyA{swrI;2;xvi}/xviwIyA{swrI;8;eka}/xviwIyA{swrI;8;xvi}/xviwIya{napuM;8;xvi}/xviwIyA{swrI;8;eka}/xviwIyA{swrI;8;xvi}/xviwIya{puM;7;eka}/xviwIya{napuM;7;eka}/xviwIya{puM;7;eka}/xviwIya{napuM;7;eka}	xviwIya{puM;7;eka}	aBexaH,9	-	-	-	-	-	-
9	puRye	-	puRye	puR1{BAve;lat;u;eka;AwmanepaxI;puRaz;:BvAxiH}/puR2{karmaNi;lat;u;eka;AwmanepaxI;puRaz;:xivAxiH}/puR3{karmaNi;lat;u;eka;AwmanepaxI;puRaz;:kryAxiH}/puRya{puM;7;eka}	puRya{puM;7;eka}	upamAnam,10	-	-	-	-	-	-
10	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,11	-	-	-	-	-	-
11	wasmin	-	wasmin	wax{sarvanAma;napuM;7;eka}/wax{sarvanAma;puM;7;eka}	wax{sarvanAma;puM;7;eka}	aXikaraNam,12	-	-	-	-	-	-
12	uxiwe	-	uxiwe	uxiwa{puM;7;eka(vax1;kwa;vaxaz;:BvAxiH)}/uxiwa{napuM;1;xvi(vax1;kwa;vaxaz;:BvAxiH)}/uxiwa{napuM;2;xvi(vax1;kwa;vaxaz;:BvAxiH)}/uxiwa{napuM;7;eka(vax1;kwa;vaxaz;:BvAxiH)}/uxiwA{swrI;1;xvi(vax1;kwa;vaxaz;:BvAxiH)}/uxiwA{swrI;2;xvi(vax1;kwa;vaxaz;:BvAxiH)}/uxiwa{puM;7;eka(i1;kwa;iN;:axAxiH)}/uxiwa{napuM;1;xvi(i1;kwa;iN;:axAxiH)}/uxiwa{napuM;2;xvi(i1;kwa;iN;:axAxiH)}/uxiwa{napuM;7;eka(i1;kwa;iN;:axAxiH)}/uxiwA{swrI;1;xvi(i1;kwa;iN;:axAxiH)}/uxiwA{swrI;2;xvi(i1;kwa;iN;:axAxiH)}	uxiwa{puM;7;eka(vax1;kwa;vaxaz;:BvAxiH)}	BAvalakRaNasapwamI_samAnakAlaH,16	-	-	-	-	-	-
13	janAH	-	janAH	jana{puM;1;bahu}/jana{puM;8;bahu}	jana{puM;1;bahu}	karwA,16	-	-	-	-	-	-
14	samagrAM	-	samagrAM	samagrA{swrI;2;eka}	samagrA{swrI;2;eka}	viSeRaNam,15	-	-	-	-	-	-
15	puRtiM	-	puRtiM	puRti{swrI;2;eka}	puRti{swrI;2;eka}	karma,16	-	-	-	-	-	-
16	apuRyan	-	apuRyan	puR2{karwari;laf;pra;bahu;parasmEpaxI;puRaz;:xivAxiH}	puR2{karwari;laf;pra;bahu;parasmEpaxI;puRaz;:xivAxiH}	aBihiwa_karwA,13	-	-	-	-	-	-
