@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wawra	-	-	wawra{avya}	wawra{avya}	xeSAXikaraNam,10	vahAz	-	-	-	-	-
2	raciwA-ApAna-BUmayaH	3	raciwApAnaBUmayaH	raca1{kwa;raca;:curAxiH-pA1;lyut;pA;:BvAxiH-BUmi;swrI;1;bahu}/BUmi{swrI;8;bahu}/BUmi{puM;8;bahu}/BUmi{puM;1;bahu}	BUmi{puM;1;bahu}	viSeRaNam,3	BUmi	-	-	-	-	-
3	yoXAH	5	yoXAH	yoXa{puM;1;bahu}/yoXa{puM;8;bahu}	yoXa{puM;1;bahu}	karwA,10	yoxXA	-	-	-	-	-
4	nArikela-AsavaM	4	nArikelAsavaM	nArikela-Asava{puM;2;eka}/Asava{napuM;1;eka}/Asava{napuM;2;eka}	nArikela-Asava{napuM;2;eka}	sup_samucciwaH,6	nArikela-Asava	-	-	-	-	-
5	SAwravaM	6	SAwravaM	SAwrava{puM;2;eka}/SAwrava{napuM;1;eka}/SAwrava{napuM;2;eka}	SAwrava{napuM;2;eka}	viSeRaNam,6	SawrusaMbaMXI_ko	-	-	-	-	-
6	yaSaH	-	-	yaSas{napuM;1;eka}/yaSas{napuM;2;eka}/yaSas{napuM;8;eka}	yaSas{napuM;2;eka}	karma,10	yaSa_ko	-	-	-	-	-
7	ca	7	ca	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,6	Ora	-	-	-	-	-
8	wAmbUlInAm	1	wAmbUlInAm	wAmbUlI{swrI;6;bahu}	wAmbUlI{swrI;6;bahu}	RaRTIsambanXaH,9	wAmbUliyoM_ke	-	-	-	-	-
9	xalEH	2	xalEswawra	xala{puM;3;bahu}/xala{napuM;3;bahu}	xala{napuM;3;bahu}	karaNam,10	xaloM_se	-	-	-	-	-
10	papuH	8	papuryaSaH	pA1{karwari;lit;pra;bahu;parasmEpaxI;pA;:BvAxiH}/pA2{karwari;lit;pra;bahu;parasmEpaxI;pA;:axAxiH}/pE1{karwari;lit;pra;bahu;parasmEpaxI;pE;:BvAxiH}	pA1{karwari;lit;pra;bahu;parasmEpaxI;pA;:BvAxiH}	aBihiwa_karwA,3;sakarmaka	piye	-	-	-	-	-
