@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	awaH	-	awaH	awaH{avya}	awaH{avya}	sambanXaH,9	-	-	-	-	-	-
2	piwA	-	piwA	piwq{puM;1;eka}	piwq{puM;1;eka}	karwA,9	piwA_ne	-	-	-	-	-
3	brahmaNaH	-	brahmaNa eva	brahman{napuM;6;eka}/brahman{napuM;5;eka}/brahman{puM;2;bahu}/brahman{puM;6;eka}/brahman{puM;5;eka}	brahman{puM;6;eka}	RaRTIsambanXaH,5	paramAwmA_ke	-	-	-	-	-
4	eva	-	-	eva{avya}	eva{avya}	sambanXaH,3	hI	-	-	-	-	-
5	nAmnA	-	nAmnA	nAman{napuM;3;eka}	nAman{napuM;3;eka}	hewuH,9	nAma_se	-	-	-	-	-
6	wam	-	wamAwmajanmAnamajam	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	viSeRaNam,7	usa	-	-	-	-	-
7	Awma-janmAnam	-	-	Awman-janman{puM;2;eka}	Awman-janman{puM;2;eka}	karma,9	AwmA-janman_ko	-	-	-	-	-
8	ajam	-	-	aja{puM;2;eka}/aja{puM;2;eka}/aja{napuM;2;eka}/aja{napuM;1;eka}	aja{napuM;2;eka}	karmasamAnAXikaraNam,9	aja_ko	-	-	-	-	-
9	cakAra	-	cakAra	kq3{karwari;lit;pra;eka;parasmEpaxI;dukqF;:wanAxiH}/kq3{karwari;lit;u;eka;parasmEpaxI;dukqF;:wanAxiH}/kQ1{karwari;lit;pra;eka;parasmEpaxI;kQ;:wuxAxiH}/kQ1{karwari;lit;u;eka;parasmEpaxI;kQ;:wuxAxiH}	kq3{karwari;lit;pra;eka;parasmEpaxI;dukqF;:wanAxiH}	aBihiwa_karwA,2;sakarmaka	X_kq3_pp_skyA	-	-	-	-	-
