@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	Axyasya	-	-	Axya{puM;6;eka}/Axya{napuM;6;eka}	Axya{puM;6;eka}	viSeRaNam,2	praWama	-	-	-	-	-
2	puMsaH	5	puMsaswenApi	pums{puM;2;bahu}/pums{puM;5;eka}/pums{puM;6;eka}/puMsas{puM;8;eka}	pums{puM;6;eka}	karwA,3	pums_ke	-	-	-	-	-
3	anu-praveSAw	4	anupraveSAxAxyasya	anu-praveSa{puM;5;eka(anu-pra-viS1;GaF;viSaz;:wuxAxiH)}	anu-praveSa{puM;5;eka(anu-pra-viS1;GaF;viSaz;:wuxAxiH)}	hewuH,11	anu-BIwara_jAne_se	-	-	-	-	-
4	wena	-	-	wax{sarvanAma;puM;3;eka}/wax{sarvanAma;napuM;3;eka}	wax{sarvanAma;puM;3;eka}	karwA,6	wena-BI	-	-	-	-	-
5	api	-	-	api{avya}	api{avya}	sambanXaH,4	-	-	-	-	-	-
6	xuH-vaham	6	xurvaham	xuH-vaha{puM;2;eka(xuH-vah1;GaF;vahaz;:BvAxiH)}/vaha{puM;2;eka}/vaha{napuM;1;eka}/vaha{napuM;2;eka}	xuH-vaha{puM;2;eka}	viSeRaNam,8	xuH-vahana_karane_vAlA	-	-	-	-	-
7	hema-pAwra-gawam	1	hemapAwragawaM	hema-pAwra-gawa{puM;2;eka(hema-pAwra-gam1;kwa;gamLz;:BvAxiH)}/hema-pAwra-gawa{napuM;1;eka(gam1;kwa;gamLz;:BvAxiH)}/hema-pAwra-gawa{napuM;2;eka(gam1;kwa;gamLz;:BvAxiH)}	hema-pAwra-gawa{napuM;1;eka(hema-pAwra-gam1;kwa;gamLz;:BvAxiH)}	viSeRaNam,8	sonA-pAwra-gayA_huA	-	-	-	-	-
8	payaH-carum	3	payaScarum	payaH-caru{puM;2;eka}	payaH-caru{puM;2;eka}	karwA,11	payaH-caru	-	-	-	-	-
9	xorByAm	2	xorByAmAxaXAnaH	xos{puM;3;xvi}/xos{puM;4;xvi}/xos{puM;5;xvi}	xos{puM;3;xvi}	karaNam,10	BujA_se	-	-	-	-	-
10	AxaXAnaH	-	-	AxaXAna{puM;1;eka{kqxanwa}(kqw_XAwu;XA1}Sawq_lat{XAwu;duXAF}BvAxiH	AxaXa-Ana{puM;1;eka}	karwqsamAnAXikaraNam,11	AxaXa-	-	-	-	-	-
11	(baBUva)	-	(baBUva)	BU1{karwari;lit;u;eka;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;ma;bahu;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	AxaXAna{puM;1;eka{kqxanwa}(kqw_XAwu;XA1}Sawq_lat{XAwu;duXAF}BvAxiH	aBihiwa_karwA,8;sakarmaka	huA	-	-	-	-	-
