@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	BIma-xarSane	2	BImaxarSane	BIma-xarSana{napuM;1;xvi}/xarSana{napuM;2;xvi}/xarSana{puM;7;eka}/xarSana{napuM;7;eka}	BIma-xarSana{puM;7;eka}	viSeRaNam,2	BIma-xarSana	-	-	-	-	-
2	BArgave	3	BArgave	BArgava{puM;7;eka}	BArgava{puM;7;eka}	karwA,4	BArgava_meM	-	-	-	-	-
3	evam	1	evamukwavawi	evam{avya}	evam{avya}	kriyAviSeRaNam,4	EsA	-	-	-	-	-
4	ukwavawi	-	-	ukwavaw{puM;7;eka(vac1;kwavawu;vacaz;:axAxiH)}/ukwavaw{napuM;7;eka(vac1;kwavawu;vacaz;:axAxiH)}	ukwavaw{puM;7;eka(vac1;kwavawu;vacaz;:axAxiH)}	viSeRaNam,5	-	-	-	-	-	-
5	(sawi)	-	(-)	sawI{swrI;8;eka}/saw{puM;7;eka}/saw{puM;7;eka(as2;Sawq_lat;asaz;:axAxiH)}/saw{napuM;7;eka(as2;Sawq_lat;asaz;:axAxiH)}	saw{puM;7;eka(as2;Sawq_lat;asaz;:axAxiH)}	BAvalakRaNasapwamI_samAnakAlaH,14	sawI	-	-	-	-	-
6	rAGavaH	6	rAGavaH	rAGava{puM;1;eka}	rAGava{puM;1;eka}	karwA,14	raGuvaMSI	-	-	-	-	-
7	smiwa-vikampiwa-aXaraH	4	smiwavikampiwAXaraH	smi1{kwa;smif;:BvAxiH-kap1;kwa;kapiz;:BvAxiH-aXara;sarvanAma;puM;1;eka}/Xq1{karwari;laf;ma;eka;parasmEpaxI;XqF;:BvAxiH}/aXara{puM;1;eka}	smi1{kwa;smif;:BvAxiH-kap1;kwa;kapiz;:BvAxiH-aXara;sarvanAma;puM;1;eka}	viSeRaNam,8	smi1	-	-	-	-	-
8	(san)	-	(-)	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	varwamAnasamAnakAlaH,14	sajjana	-	-	-	-	-
9	waw	5	waxXanurgrahaNameva	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;2;eka}	viSeRaNam,10	-	-	-	-	-	-
10	XanuH-grahaNam	-	-	XanuH-grahaNa{napuM;2;eka(grah1;lyut;grahaz;:kryAxiH)}	XanuH-grahaNa{napuM;2;eka(grah1;lyut;grahaz;:kryAxiH)}	viSeRaNam,13	XanuRa	-	-	-	-	-
11	eva	-	-	eva{avya}	eva{avya}	sambanXaH,10	hI	-	-	-	-	-
12	samarWam	8	samarWamuwwaram	arWa1{avya;Namul;arWa;:curAxiH}/samarWa{puM;2;eka(arWa1;GaF;arWa;:curAxiH)}	samarWa{napuM;2;eka(arWa1;GaF;arWa;:curAxiH)}	viSeRaNam,13	-	-	-	-	-	-
13	uwwaram	-	-	uwwara{puM;2;eka}/uwwara{napuM;1;eka}/uwwara{napuM;2;eka}/uwwara{sarvanAma;puM;2;eka}/uwwara{sarvanAma;napuM;1;eka}/uwwara{sarvanAma;napuM;2;eka}	uwwara{napuM;2;eka}	karma,14	uwwara_ko	-	-	-	-	-
14	prawyapaxyawa	7	prawyapaxyawa	prawi_pax1{karwari;laf;pra;eka;AwmanepaxI;paxaz;:xivAxiH}/prawi_pax1{karmaNi;laf;pra;eka;AwmanepaxI;paxaz;:xivAxiH}	prawi_pax1{karwari;laf;pra;eka;AwmanepaxI;paxaz;:xivAxiH}	aBihiwa_karwA,6;sakarmaka	svIkAra_kiyA	-	-	-	-	-
