@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	parivAxa-BIroH	2	parivAxaBIroH	parivAxa-BIru{puM;6;eka}/BIru{puM;5;eka}/BIru{swrI;6;eka}/BIru{swrI;5;eka}	parivAxa-BIru{swrI;6;eka}	viSeRaNam,8	aBiyoga-BIru_kA	-	-	-	-	-
2	eka-BAryAm	-	-	eka-BArya{swrI;2;eka(eka-Bq1;yaw;BqF;:BvAxiH)}/eka-BArya{swrI;2;eka(eka-Bq2;yaw;duBqF;:juhowyAxiH)}/eka-BArya{swrI;2;eka(Bq1;Nijanwa;yaw;BqF;:BvAxiH)}/eka-BArya{swrI;2;eka(Bq2;Nijanwa;yaw;duBqF;:juhowyAxiH)}	eka-BArya{swrI;2;eka(eka-Bq1;Nijanwa;yaw;BqF;:BvAxiH)}	viSeRaNam,6	BI	-	-	-	-	-
3	api	-	-	api{avya}	api{avya}	sambanXaH,2	BI	-	-	-	-	-
4	sAXvIm	3	sAXvImapi	sAXvI{swrI;2;eka}	sAXvI{swrI;2;eka}	viSeRaNam,6	sAXvI	-	-	-	-	-
5	api	-	-	api{avya}	api{avya}	sambanXaH,4	BI	-	-	-	-	-
6	wAm	1	wAmekaBAryAM	wax{sarvanAma;swrI;2;eka}/wA{swrI;2;eka}	wax{sarvanAma;swrI;2;eka}	karma,7	vaha	-	-	-	-	-
7	wyakwavawaH	4	wyakwavawo nqpasya	wyakwavaw{puM;2;bahu(wyaj1;kwavawu;wyajaz;:BvAxiH)}/wyakwavaw{puM;5;eka(wyaj1;kwavawu;wyajaz;:BvAxiH)}/wyakwavaw{puM;6;eka(wyaj1;kwavawu;wyajaz;:BvAxiH)}/wyakwavaw{napuM;5;eka(wyaj1;kwavawu;wyajaz;:BvAxiH)}/wyakwavaw{napuM;6;eka(wyaj1;kwavawu;wyajaz;:BvAxiH)}	wyakwavaw{puM;6;eka(wyaj1;kwavawu;wyajaz;:BvAxiH)}	viSeRaNam,8	CodA_hE_jisane_usa	-	-	-	-	-
8	nqpasya	-	-	nqpa{puM;6;eka}	nqpa{puM;6;eka}	RaRTIsambanXaH,9	rAjA_ke	-	-	-	-	-
9	vakRasi	5	vakRasyasaMGattasuKaM	vakR1{karwari;lat;ma;eka;parasmEpaxI;vakRaz;:BvAxiH}/vakRas{napuM;7;eka}	vakRas{napuM;7;eka}	aXikaraNam,11	CAwI_meM	-	-	-	-	-
10	asaMGatta-suKaM	-	-	asafGatta-suKam{avya}/suKa{puM;2;eka}/suKa{napuM;1;eka}/suKa{napuM;2;eka}	asafGatta-suKam{avya}	kriyAviSeRaNam,11	asafGatta-suKa	-	-	-	-	-
11	vasanwI	6	vasanwI	vasaw{napuM;1;xvi(vas1;Sawq_lat;vasaz;:BvAxiH)}/vasaw{napuM;2;xvi(vas1;Sawq_lat;vasaz;:BvAxiH)}/vasanwI{swrI;1;eka(vas1;Sawq_lat;vasaz;:BvAxiH)}	vasanwI{swrI;1;eka(vas1;Sawq_lat;vasaz;:BvAxiH)}	viSeRaNam,12	vasanwI	-	-	-	-	-
12	lakRmIH	9	lakRmIH	lakRmI{swrI;1;eka}/lakRmI{swrI;2;bahu}	lakRmI{swrI;1;eka}	karwA,15	lakRmI	-	-	-	-	-
13	sapawnI-rahiwA	8	sapawnIrahiweva	sapawnI-rah2{karwari;lut;pra;eka;parasmEpaxI;rahaz;:BvAxiH}/rah2{karmaNi;lut;pra;eka;AwmanepaxI;rahaz;:BvAxiH}/rah4{karmaNi;lut;pra;eka;AwmanepaxI;rahaz;:curAxiH}/raha1{karmaNi;lut;pra;eka;AwmanepaxI;raha;:curAxiH}/sapawnI-rahiwA{swrI;1;eka(raha1;kwa;raha;:curAxiH)}/sapawnI-rahiwq{puM;1;eka(rah2;wqc;rahaz;:BvAxiH)}/sapawnI-rahiwA{swrI;1;eka(rah2;kwa;rahaz;:BvAxiH)}	sapawnI-rahiwA{swrI;1;eka(sapawnI-raha1;kwa;raha;:curAxiH)}	upamAnam,14	sapawnI-wyAgI_huI	-	-	-	-	-
14	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,12	jEse	-	-	-	-	-
15	reje	7	reje	rAj1{karwari;lit;pra;eka;AwmanepaxI;rAjqz;:BvAxiH}/rAj1{karwari;lit;u;eka;AwmanepaxI;rAjqz;:BvAxiH}	rAj1{karwari;lit;pra;eka;AwmanepaxI;rAjqz;:BvAxiH}	aBihiwa_karwA,12;sakarmaka	rAj1_ap_skyA	-	-	-	-	-
