@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	mAnini	-	-	mAninI{swrI;8;eka}/mAnin{puM;7;eka}	mAninI{swrI;8;eka}	samboXyaH,13	AwmABimAninI_swrI	-	-	-	-	-
2	SAwakarNeH	2	SAwakarNeH	SAwakarNi{puM;5;eka}/SAwakarNi{puM;6;eka}	SAwakarNi{puM;6;eka}	viSeRaNam,3	muni_se	-	-	-	-	-
3	muneH	-	-	muni{puM;5;eka}/muni{puM;6;eka}	muni{puM;6;eka}	RaRTIsambanXaH,6	muni_kA	-	-	-	-	-
4	paFca-apsaraH	3	paFcApsaro nAma	paFca-apsaras{swrI;8;eka}/apsara{puM;1;eka}	paFca-apsara{puM;1;eka}	saFjFA,6	paFca-apsara	-	-	-	-	-
5	nAma	-	-	nAma{avya}	nAma{avya}	saFjFA_xyowakaH,4	nAma_1	-	-	-	-	-
6	paryanwa-vanaM	6	paryanwavanaM	paryanwa-vana{puM;2;eka}/vana{napuM;1;eka}/vana{napuM;2;eka}	paryanwa-vana{napuM;1;eka}	karwA,13	paryanwa-vana	-	-	-	-	-
7	ewaw	1	ewanmunermAnini	ewax{sarvanAma;napuM;1;eka}/ewax{sarvanAma;napuM;2;eka}	ewax{sarvanAma;napuM;1;eka}	viSeRaNam,11	yaha	-	-	-	-	-
8	vihAra-vAri	4	vihAravAri	hq1{GaF;hqF;:BvAxiH-vAr;napuM;1;bahu}/vAr{napuM;2;bahu}/vAr{napuM;8;bahu}/vAr{napuM;7;eka}/vAri{napuM;8;eka}/vAri{napuM;1;eka}/vAri{napuM;2;eka}	vi_hq1{GaF;hqF;:BvAxiH-vAri(napuM;2;eka)}	viSeRaNam,11	jala	-	-	-	-	-
9	vixUrAw	-	-	vixUra{puM;5;eka}/vixUra{napuM;5;eka}	vixUra{napuM;5;eka}	apAxAnam,13	xUrasWiwa_se	-	-	-	-	-
10	meGa-anwara-A-lakRyam	7	vixUrAnmeGAnwarAlakRyamivenxubimbam	meGa-anwara-A-lakRya{napuM;1;eka}/lakRya{napuM;2;eka}/meGa-anwara-A-lakRya{puM;2;eka(lakR1;yaw;lakRaz;:curAxiH)}/meGa-anwara-A-lakRya{napuM;1;eka(lakR1;yaw;lakRaz;:curAxiH)}/meGa-anwara-A-lakRya{napuM;2;eka(lakR1;yaw;lakRaz;:curAxiH)}/meGa-anwara-A-lakRya{puM;2;eka(lakR2;yaw;lakRaz;:curAxiH)}/meGa-anwara-A-lakRya{napuM;1;eka(lakR2;yaw;lakRaz;:curAxiH)}/meGa-anwara-A-lakRya{napuM;2;eka(lakR2;yaw;lakRaz;:curAxiH)}	meGa-anwara-A-lakRya{napuM;1;eka(meGa-anwara-A-lakR2;yaw;lakRaz;:curAxiH)}	viSeRaNam,11	meGa-anwara-A-lakRya	-	-	-	-	-
11	inxu-bimbam	-	-	inxu-bimba{puM;2;eka}/bimba{napuM;1;eka}/bimba{napuM;2;eka}	inxu-bimba{napuM;1;eka}	upamAnam,12	canxramA-sUryamaNdala	-	-	-	-	-
12	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,6	jEse	-	-	-	-	-
13	ABAwi	5	ABAwi	Af_BA1{karwari;lat;pra;eka;parasmEpaxI;BA;:axAxiH}/ABAw{puM;7;eka(BA1;Sawq_lat;BA;:axAxiH)}/ABAw{napuM;7;eka(BA1;Sawq_lat;BA;:axAxiH)}	Af_BA1{karwari;lat;pra;eka;parasmEpaxI;BA;:axAxiH}	aBihiwa_karwA,6	Af_BA1_pp_skwA_hE	-	-	-	-	-
