@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	svexa-anu-vixXa-Arxra-naKa-kRawa-afke	1	svexAnuvixXArxranaKakRawAfke	svexa-anu-vixX-Arxra-naKa-kRawa-ak2{karwari;lat;u;eka;AwmanepaxI;akiz;:BvAxiH}/afka{puM;7;eka}/afka{napuM;8;xvi}/afka{napuM;1;xvi}/afka{napuM;2;xvi}/afka{napuM;7;eka}/afkA{swrI;8;eka}/afkA{swrI;8;xvi}/afkA{swrI;1;xvi}/afkA{swrI;2;xvi}	svexa-anu-vixX-Arxra-naKa-kRawa-afka{puM;7;eka}	viSeRaNam,3	pasInA-anu-vixX-gIlA-nAKUna-kRIna-aMka	-	-	-	-	-
2	BUyiRTa-saM-xiRta-SiKam	2	BUyiRTasaMxiRtaSiKaM	BUyiRTa-saM-xRta-SiKa{puM;2;eka}/SiKa{napuM;1;eka}/SiKa{napuM;2;eka}	BUyiRTa-saM-xRta-SiKa{napuM;1;eka}	viSeRaNam,9	awyaXika-saM-xRta-SiKa	-	-	-	-	-
3	kapole	3	kapole	kapola{puM;7;eka}	kapola{puM;7;eka}	aXikaraNam,2	gAla_meM	-	-	-	-	-
4	cyuwam	4	cyuwaM	cyuwa{puM;2;eka(cyu1;kwa;cyuf;:BvAxiH)}/cyuwa{napuM;1;eka(cyu1;kwa;cyuf;:BvAxiH)}/cyuwa{napuM;2;eka(cyu1;kwa;cyuf;:BvAxiH)}	cyuwa{napuM;1;eka(cyu1;kwa;cyuf;:BvAxiH)}	viSeRaNam,9	gayA_huA	-	-	-	-	-
5	na	5	na	na{avya}	na{avya}	prawiReXaH,11	nahIM	-	-	-	-	-
6	karNAw	6	karNAxapi	karNa{puM;5;eka}	karNa{puM;5;eka}	apAxAnam,11	karNa_se	-	-	-	-	-
7	api	-	-	api{avya}	api{avya}	sambanXaH,4	BI	-	-	-	-	-
8	kAminInAm	7	kAminInAM	kAminI{swrI;6;bahu}	kAminI{swrI;6;bahu}	RaRTIsambanXaH,3	prema_karane_vAliyoM_ke	-	-	-	-	-
9	SirIRa-puRpam	8	SirIRapuRpaM	SirIRa-puRpa{puM;2;eka}/puRpa{napuM;1;eka}/puRpa{napuM;2;eka}	SirIRa-puRpa{napuM;1;eka}	karwA,11	SirIRa-puRpa	@flower @grown @on  @Albizia @Lebbek @tree/@Flea @tree/@frywood/@koko/@woman'@s @tongue @tree.	-	-	-	SirIRa-puRpaM  puRpasya nAma @Name @of @a @flower  
10	sahasA	9	sahasA	sahasA{avya}	sahasA{avya}	kriyAviSeRaNam,11	acAnaka	-	-	-	-	-
11	papAwa	10	papAwa	paw1{karwari;lit;pra;eka;parasmEpaxI;pawLz;:BvAxiH}	paw1{karwari;lit;pra;eka;parasmEpaxI;pawLz;:BvAxiH}	aBihiwa_karwA,9	girA	-	-	karwari prayoga	-	-
