@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	(sA)	-	(sA)	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	karwA,9	vaha	-	-	-	-	-
2	waw	1	waxAspaxaM	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	waw{avya}	sambanXaH,9	waw	-	-	-	-	-
3	wayA	3	wayAwiroRAw	wax{sarvanAma;swrI;3;eka}	wax{sarvanAma;swrI;3;eka}	karaNam,7	usase	-	-	-	-	-
4	awi-roRAw	-	-	awi-roRa{puM;5;eka}/roRa{napuM;5;eka}	awi-roRa{puM;5;eka}	hewuH,7	awi-kroXa_se	-	-	-	-	-
5	wvaw-Bavane	4	wvaxBavane	wvaw-Bavana{napuM;1;xvi}/Bavana{napuM;2;xvi}/Bavana{napuM;7;eka}/wvaw-Bavana{napuM;1;xvi(as2;lyut;asaz;:axAxiH)}/wvaw-Bavana{napuM;2;xvi(as2;lyut;asaz;:axAxiH)}/wvaw-Bavana{napuM;7;eka(as2;lyut;asaz;:axAxiH)}/wvaw-Bavana{napuM;1;xvi(BU1;lyut;BU;:BvAxiH)}/wvaw-Bavana{napuM;2;xvi(BU1;lyut;BU;:BvAxiH)}/wvaw-Bavana{napuM;7;eka(BU1;lyut;BU;:BvAxiH)}	wvaw-Bavana{napuM;7;eka}	aXikaraNam,7	wvaw-Bavana_meM	-	-	-	-	-
6	AspaxaM	-	-	Aspaxa{napuM;1;eka}/Aspaxa{napuM;2;eka}	Aspaxa{napuM;2;eka}	karma,7	Aspaxa_ko	-	-	-	-	-
7	prApya	2	prApya	Ap1{avya;lyap;ApLz;:svAxiH}/Ap1{avya;lyap;ApLz;:svAxiH}/Ap2{avya;lyap;ApLz;:curAxiH}/Ap2{avya;lyap;ApLz;:curAxiH}	pra_Ap1{avya;lyap;ApLz;:svAxiH}	pUrvakAlaH,9	prApwa_ho_kara	-	-	-	-	-
8	vasanwI	5	vasanwI	vasaw{napuM;1;xvi(vas1;Sawq_lat;vasaz;:BvAxiH)}/vasaw{napuM;2;xvi(vas1;Sawq_lat;vasaz;:BvAxiH)}/vasanwI{swrI;1;eka(vas1;Sawq_lat;vasaz;:BvAxiH)}	vasanwI{swrI;1;eka(vas1;Sawq_lat;vasaz;:BvAxiH)}	varwamAnasamAnakAlaH,9	vasanwI	-	-	-	-	-
9	(aswi)	-	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,1;sakarmaka	-	-	-	-	-	-
