@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	a-pArWivEH	-	a-pArWivEH	a-pArWiva{puM;3;bahu}/pArWiva{napuM;3;bahu}	a-pArWiva{napuM;3;bahu}	viSeRaNam,2	a-pArWiva	-	-	-	-	-
2	kusumEH	-	kusumEH	kusuma{napuM;3;bahu}	kusuma{napuM;3;bahu}	karwA,3	PUloM_se	-	-	-	-	-
3	graWiwAM	-	graWiwAM	graWiwA{swrI;2;eka}	graWiwA{swrI;2;eka}	viSeRaNam,6	graWiwA_ko	-	-	-	-	-
4	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,6	usakI	-	-	-	-	-
5	Awoxya-Sira-niveSiwAm	-	Awoxya-Sira-niveSiwAm	Awoxya-Sira-niveSiwA{swrI;2;eka}	Awoxya-Sira-niveSiwA{swrI;2;eka}	viSeRaNam,6	Awoxya-SayyA-sWApiwA	-	-	-	-	-
6	srajam	-	srajam	sraj{swrI;2;eka}	sraj{swrI;2;eka}	karma,11	sraj_ko	-	-	-	-	-
7	vegavAn	-	vegavAn	vega{mawup;puM;1;eka}	vega{mawup;puM;1;eka}	viSeRaNam,8	vega	-	-	-	-	-
8	mAruwaH	-	mAruwaH	mAruwa{puM;1;eka}	mAruwa{puM;1;eka}	karwA,11	vAyu	-	-	-	-	-
9	aXivAsa-spqhayA	-	aXivAsa-spqhayA	vas1{GaF;vasaz;:BvAxiH}/vAsa1{GaF;vAsa;:curAxiH-spqhA;swrI;3;eka}	aXi_vas1{GaF;vasaz;:BvAxiH}	karaNam,11	-	-	-	-	-	-
10	iva	-	iva	iva{avya}	iva{avya}	sambanXaH,9	jEse	-	-	-	-	-
11	aharaw	-	aharaw	hq1{karwari;laf;pra;eka;parasmEpaxI;hqF;:BvAxiH}	hq1{karwari;laf;pra;eka;parasmEpaxI;hqF;:BvAxiH}	aBihiwa_karwA,8;sakarmaka	le_gayI	-	-	-	-	-
12	kila	-	kila	kila{avya}/kil1{karwari;lot;ma;eka;parasmEpaxI;kilaz;:wuxAxiH}	kila{avya}	sambanXaH,11	-	-	-	-	-	-
