@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	kuNda-UXnI	3	kuNdoXnI	kuNda-UXnI{swrI;1;eka}	kuNda-UXnI{swrI;1;eka}	viSeRaNam,2	-	-	-	-	-	-
2	(sA)	-	(-)	wax{sarvanAma;swrI;1;eka}	wax{sarvanAma;swrI;1;eka}	karwA,12	usane	-	-	-	-	-
3	koRNena	2	koRNena	koRNa{napuM;3;eka}	koRNa{napuM;3;eka}	karwA,4	gunagune_ke_xvArA	-	-	-	-	-
4	avaBqWAw	-	-	avaBqWa{puM;5;eka}	avaBqWa{puM;5;eka(Bq1;kwa;BqF;BvAxiH)}	hewuH,10	avaBqWa_se	-	-	-	-	-
5	api	-	-	api{avya}	api{avya}	sambanXaH,4	BI	-	-	-	-	-
6	meXyena	4	meXyenAvaBqWAxapi	meXya{puM;3;eka(meX1;Nyaw;meXqz;:BvAxiH)}/meXya{napuM;3;eka(meX1;Nyaw;meXqz;:BvAxiH)}	meXya{puM;3;eka(meX1;Nyaw;meXqz;:BvAxiH)}	viSeRaNam,8	bakare	-	-	-	-	-
7	vawsa-Aloka-pravarwinA	6	vawsAlokapravarwinA	vawsa-lok1{GaF;lokqz;:BvAxiH}/lok2{GaF;lokqz;:curAxiH-pravarwin;puM;3;eka}	vawsa-Af_lok1{GaF;lokqz;:curAxiH-pravarwin;puM;3;eka}	viSeRaNam,8	-	-	-	-	-	-
8	prasraveNa	5	prasraveNABivarRanwI	prasrava{puM;3;eka}	prasrava{puM;3;eka}	karaNam,10	prasrava_se	-	-	-	-	-
9	BuvaM	1	BuvaM	BU{swrI;2;eka}	BU{swrI;2;eka}	karma,10	BU	-	-	-	-	-
10	aBivarRanwI	-	-	aBivarRaw{napuM;1;xvi(vqR1;Sawq_lat;vqRuz;:BvAxiH)}/aBivarRaw{napuM;2;xvi(vqR1;Sawq_lat;vqRuz;:BvAxiH)}	aBivarRaw{napuM;2;xvi(vqR1;Sawq_lat;vqRuz;:BvAxiH)}	varwamAnasamAnakAlaH,12	NWwe_hue	-	-	-	-	-
11	(vanAw)	-	(-)	vana{napuM;5;eka}	vana{napuM;5;eka}	apAxAnam,12	vana_se	-	-	-	-	-
12	(Avavqwe)	-	(-)	Af_vqw1{karwari;lit;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}/Af_vqw1{karwari;lit;u;eka;AwmanepaxI;vqwuz;:BvAxiH}/Af_vqw1{karmaNi;lit;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}/Af_vqw1{karmaNi;lit;u;eka;AwmanepaxI;vqwuz;:BvAxiH}	Af_vqw1{karwari;lit;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}	aBihiwa_karwA,2	Af_vqw1_ap_skyA	-	-	-	-	-
