@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	muKa-avayava-lUnAm	1	muKAavayavalUnAm	muKa-avayava-lU{puM;6;bahu}/lU{napuM;6;bahu}/lU{swrI;6;bahu}	muKa-avayava-lU{swrI;2;bahu}	viSeRaNam,2	muKa-avayava-luoM_ke	-	-	-	-	-
2	wAm	2	wAm	wax{sarvanAma;swrI;2;eka}	wax{sarvanAma;swrI;2;eka}	karma,6	vaha	-	-	-	-	-
3	nErqwAH	3	nErqwAH	nErqwa{puM;1;bahu}	nErqwa{puM;1;bahu}	karwA,6	nErqwoM_ne	-	-	-	-	-
4	yaw	4	yawpuro	yax{avya}	yax{avya}	sambanXaH,6	kyoMki	-	-	-	niwya_sambanXa,9 	-
5	puraH	-	-	puraH{avya}/puraH{avya}	puraH{avya}	kriyAviSeRaNam,6	puraH	-	-	-	-	-
6	xaXuH	5	xaXuH	XA1{karwari;lit;pra;bahu;parasmEpaxI;duXAF;:juhowyAxiH}/}	XA1{karwari;lit;pra;bahu;parasmEpaxI;duXAF;:juhowyAxiH}	aBihiwa_karwA,3	X_XA1_pp_skyA	-	-	-	-	-
7	rAma-aBi-yAyinAm	6	rAmABiyAyinAm	rAma-aBiya-Ayin{puM;6;bahu}/Ayin{napuM;6;bahu}	rAma-aBi-yAyin{napuM;6;bahu}	viSeRaNam,8	rAma-aBiya-Ayin	-	-	-	-	-
8	weRAm	7	weRAm	wax{sarvanAma;napuM;6;bahu}/wax{sarvanAma;puM;6;bahu}	wax{sarvanAma;puM;6;bahu}	RaRTIsambanXaH,11	unake	-	-	-	-	-
9	 waw	8	waxevABUxamafgalam	 waw{sarvanAma;napuM;1;eka} 	 waw{sarvanAma;napuM;1;eka} 	karwA,11	waba	-	-	-	-	-
10	 eva	-	-	 eva{avya}	 eva{avya}	sambanXaH,9	jEse	-	-	-	-	-
11	aBUw	-	-	BU1{karwari;luf;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;luf;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,9	X_BU1_pp_skyA	-	-	-	-	-
12	a-mafgalam	-	-	a-mafgala{napuM;2;eka}/mafgala{napuM;1;eka}/mafgala{puM;2;eka}	a-mafgala{napuM;1;eka}	karwqsamAnAXikaraNam,11	a-mafgala_ne	-	-	-	-	-
