@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wawaH	1	wawaH	wawaH{avya}	wawaH{avya}	sambanXaH,6	vahAz_se	-	-	-	-	-
2	XanuH-XaraH	5	XanurXaraH	XanuH-Xara{puM;1;eka}	XanuH-Xara{puM;1;eka}	viSeRaNam,5	XanuH-Xara	-	-	-	-	-
3	kopa-vi-lohiwa-akRaH	6	kopavilohiwAkRaH	kopa-vi-lohiwa-akRa{puM;1;eka}	kopa-vi-lohiwa-akRa{puM;1;eka}	viSeRaNam,5	kroXa-vi-lohiwa-XurA	-	-	-	-	-
4	warasvI	-	-	warasvin{puM;1;eka}	warasvin{puM;1;eka}	viSeRaNam,5	halakArA	-	-	-	-	-
5	saH	2	sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,12	vaha	-	-	-	-	-
6	wIra-gawaH	8	wIragawaswarasvI	wIra-gawa{puM;1;eka(wIra-gam1;kwa;gamLz;:BvAxiH)}	wIra-gawa{puM;1;eka(wIra-gam1;kwa;gamLz;:BvAxiH)}	karwqsamAnAXikaraNam,12	wIra-gayA_huA	-	-	-	-	-
7	XanuH-Awawa-jyaM	4	XanurAwawajyaM	XanuH-wan1{kwa;wanuz;:wanAxiH-jya;puM;2;eka}/jya{napuM;1;eka}/jya{napuM;2;eka}	XanuH-jya{puM;2;eka}	karma,8	XanuH-jya_ko	-	-	-	-	-
8	kqwvA	3	kqwvA	kq2{avya;kwvA;kqF;:svAxiH}/kq3{avya;kwvA;dukqF;:wanAxiH}/kq1{avya;kwvA;kqF;:BvAxiH}	kq1{avya;kwvA;kqF;:BvAxiH}	pUrvakAlaH,12	karake	-	-	-	-	-
9	Bujafga-nASAya	9	BujafganASAya	Bujafga-nASa{puM;4;eka}/nASa{napuM;4;eka}	Bujafga-nASa{puM;4;eka}	prayojanam,12	sAzpa-nASa_ko	-	-	-	-	-
10	gAruwmawaM	7	gAruwmawaM	gAruwmawa{napuM;1;eka}/gAruwmawa{napuM;2;eka}	gAruwmawa{napuM;2;eka}	viSeRaNam,11	gAruwmawa	-	-	-	-	-
11	aswram	-	-	aswra{napuM;1;eka}/aswra{napuM;2;eka}	aswra{napuM;2;eka}	karma,12	aswra	-	-	-	-	-
12	sama-Axaxe	10	samAxaxeswram	sama-Af_xA3{karwari;lit;pra;eka;AwmanepaxI;duxAF;:juhowyAxiH}/Af_xA3{karwari;lit;u;eka;AwmanepaxI;duxAF;:juhowyAxiH}/Af_xA3{karwari;lat;u;eka;AwmanepaxI;duxAF;:juhowyAxiH}	sama-Af_xA3{karwari;lit;pra;eka;AwmanepaxI;duxAF;:juhowyAxiH}	aBihiwa_karwA,5;sakarmaka	ugA	-	-	-	-	-
