@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	lakRmyA	3	lakRmyeva	lakRmI{swrI;3;eka}	lakRmI{swrI;3;eka}	sahArWaH,3	lakRmI_ke	-	-	-	-	-
2	sArXam	4	sArXaM	sArXam{avya}/sArXa{puM;2;eka}/sArXa{napuM;1;eka}/sArXa{napuM;2;eka}	sArXam{avya}	sahArWa_xyowakaH,1	sAWa_sAWa	-	-	-	-	-
3	sura-rAja-vqkRaH	5	surarAjavqkRaH	sura-rAja-vqkRa{puM;1;eka}	sura-rAja-vqkRa{puM;1;eka}	upamAnam,4	xeva-rAjA-vqkRa	-	-	-	-	-
4	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,5	jEse	-	-	-	-	-
5	Bujafga-rAjaH	8	BujafgarAjaH	Bujafga-rA-ja{puM;1;eka}/rAja{puM;1;eka}	Bujafga-rAja{puM;1;eka}	karwA,8	sAzpa-rAjA_ne	-	-	-	-	-
6	kanyAm	6	kanyAM	kanyA{swrI;2;eka}	kanyA{swrI;2;eka}	karma,7	kanyA_ko	-	-	-	-	-
7	puraskqwya	7	puraskqwya	kq3{avya;lyap;dukqF;:wanAxiH}	puras_kq3{avya;lyap;dukqF;:wanAxiH}	pUrvakAlaH,8	puras_kq3_kara	-	-	-	-	-
8	uw-mamajja	-	-	uw-masj1{karwari;lit;ma;bahu;parasmEpaxI;tumasjoz;:wuxAxiH}/masj1{karwari;lit;pra;eka;parasmEpaxI;tumasjoz;:wuxAxiH}/masj1{karwari;lit;u;eka;parasmEpaxI;tumasjoz;:wuxAxiH}	uw-masj1{karwari;lit;pra;eka;parasmEpaxI;tumasjoz;:wuxAxiH}	aBihiwa_karwA,5	snAna_kiyA	-	-	-	-	-
9	wasmAw	1	wasmAwsamuxrAxiva	wax{sarvanAma;puM;5;eka}/wax{sarvanAma;napuM;5;eka}	wax{sarvanAma;napuM;5;eka}	apAxAnam,8	usa	-	-	-	-	-
10	samuxrAw	-	-	samuxra{puM;5;eka}/samuxra{napuM;5;eka}	samuxra{napuM;5;eka}	upamAnam,11	samuxra_se	-	-	-	-	-
11	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,9	jEse	-	-	-	-	-
12	maWyamAnAw	2	maWyamAnAxuxvqwwanakrAwsahasonmamajja	maWyamAna{puM;5;eka(manW1;SAnac_lat;karmaNi;manWaz;:BvAxiH)}/maWyamAna{napuM;5;eka(manW1;SAnac_lat;karmaNi;manWaz;:BvAxiH)}/maWyamAna{puM;5;eka(maW1;SAnac_lat;karmaNi;maWez;:BvAxiH)}/maWyamAna{napuM;5;eka(maW1;SAnac_lat;karmaNi;maWez;:BvAxiH)}/maWyamAna{puM;5;eka(manW2;SAnac_lat;karmaNi;manWaz;:kryAxiH)}/maWyamAna{napuM;5;eka(manW2;SAnac_lat;karmaNi;manWaz;:kryAxiH)}	maWyamAna{napuM;5;eka(manW2;SAnac_lat;karmaNi;manWaz;:kryAxiH)}	viSeRaNam,10	-	-	-	-	-	-
13	uxvqwwa-nakrAw	-	-	uxvqwwa{puM(vqw1;kwa;vqwuz;:BvAxiH)}/uxvqwwa{napuM-nakra;puM;5;eka(vqw1;kwa;vqwuz;:BvAxiH)}/nakra{napuM;5;eka}	uxvqwwa{napuM-nakra;puM;5;eka(vqw1;kwa;vqwuz;:BvAxiH)}	viSeRaNam,9	NWyA_huA	-	-	-	-	-
14	sahasA	-	-	sahasA{avya}	sahasA{avya}	kriyAviSeRaNam,8	acAnaka	-	-	-	-	-
