@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	kundineSaH	6	kundineSaH	kundineSaH{puM;1;eka}	kundineSaH{puM;1;eka}	karwA,14	kundineSa (vixarBa ra.ja. Boja)	-	-	-	-	-
2	mArge	3	mArge	mArga{puM;7;eka}	mArga{puM;7;eka}	aXikaraNam,8	mArga_meM	-	-	-	-	-
3	wriloka-praWiwena	-	-	wriloka-praWiwa{puM;3;eka(wriloka-praW1;kwa;praWaz;:BvAxiH)}	wriloka-praWiwa{puM;3;eka(wriloka-praW1;kwa;praWaz;:BvAxiH)}	viSeRaNam,4	wino lokameVM prasixXa 	-	-	-	-	-
4	ajena	2	sa.rXamajena	aja{puM;3;eka}	aja{puM;3;eka}	sahArWaH,8	ajake	-	-	-	-	-
5	sArXaM	-	-	sArXam{avya}/sArXa{puM;2;eka}/sArXa{napuM;1;eka}/sArXa{napuM;2;eka}	sArXam{avya}	sahArWa_xyowakaH,4	saha	-	-	-	-	-
6	wisraH	1	wwisraswrilokapraWiwena	/wri{saMKyeyam;swrI;2;bahu}	/wrisaMKyeyam;swrI;2;bahu}	viSeRaNam,7	wIneM	-	-	-	-	-
7	vasawIH	4	vasawIruRiwva.	vasawI{swrI;2;bahu}}	vasawI{swrI;2;bahu}	karma,8	ra.wa	-	-	-	-	-
8	uRiwvA	-	-	vas1{avya;kwvA;vasaz;:BvAxiH}	vas1{avya;kwvA;vasaz;:BvAxiH}	pUrvakAlaH,14	viwa.kara	-	-	-	-	-
9	parva-awyaye	7	parva.wyaye	parva-awyaya{napuM;7;eka}	parva-awyaya{napuM;7;eka}	aXikaraNam,15	lOta gaye	-	-	-	-	-
10	uRNaraSmeH	-	-	uRNaraSmi{puM;5;eka}/uRNaraSmi{puM;6;eka}	uRNaraSmipuM;5;eka}	apAxAnam,15	sUryase	-	-	-	-	-
11	somaH	8	somaH	soma{puM;1;eka}	soma{puM;1;eka}	karwA,15	canxrama.	-	-	-	-	-
12	iva	9	ivoRmaraSmeH	iva{avya}	iva{avya}	upamAnaxyowakaH,14	jEse	-	-	-	-	-
13	wasmAw	5	wasmAxapa.varwawa	wax{sarvanAma;puM;5;eka}/wax{sarvanAma;napuM;5;eka}	wax{sarvanAma;puM;5;eka	apAxAnam,14	usase	-	-	-	-	-
14	apAvarwawa	-	-	apa-Af_vqw1{karwari;laf;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}	apa-Af_vqw1{karwari;laf;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}	aBihiwa_karwA,1; sakarmaka	lOta ja.we hEM	-	-	-	-	-
15	(apAvarwawa)	-	(-)	apa-Af_vqw1{karwari;laf;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}	apa-Af_vqw1{karwari;laf;pra;eka;AwmanepaxI;vqwuz;:BvAxiH}	upamAnam,12	lOta ja.we hEM	-	-	-	-	-
