@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	Suci-smiwe	-	Suci-smiwe	Suci-smiwa{napuM;1;xvi}/smiwa{napuM;2;xvi}/smiwa{napuM;7;eka}/Suci-smiwa{napuM;1;xvi(smi1;kwa;smif;:BvAxiH)}/Suci-smiwa{napuM;2;xvi(smi1;kwa;smif;:BvAxiH)}/Suci-smiwA{swrI;1;xvi(smi1;kwa;smif;:BvAxiH)}/Suci-smiwA{swrI;2;xvi(smi1;kwa;smif;:BvAxiH)}	Suci-smiwa{napuM;1;xvi}/smiwanapuM;2;xvi}/smiwanapuM;7;eka}/Suci-smiwanapuM;1;xvi(smi1;kwa;smif;:BvAxiH)}/Suci-smiwanapuM;2;xvi(smi1;kwa;smif;:BvAxiH)}/Suci-smiwAswrI;1;xvi(smi1;kwa;smif;:BvAxiH)}/Suci-smiwAswrI;2;xvi(smi1;kwa;smif;:BvAxiH)}	samboXyaH,16	svacCa-muskAneM	-	-	-	-	-
2	ahaM	-	ahaM	asmax{sarvanAma;1;eka}	asmax{sarvanAma;1;eka}	karwA,8	mEM	-	-	-	-	-
3	SaTaH	-	SaTaH	SaTa{puM;1;eka}	SaTa{puM;1;eka}	viSeRaNam,4	xuRta	-	-	-	-	-
4	kEwava-vawsalaH	-	kEwava-vawsalaH	kEwava-vawsala{puM;1;eka}	kEwava-vawsala{puM;1;eka}	viSeRaNam,7	CalI-GAsa_se_prajvaliwa_agni	-	-	-	-	-
5	XruvaM	-	XruvaM	Xruva{puM;2;eka}/Xruva{napuM;1;eka}/Xruva{napuM;2;eka}	Xruva{puM;2;eka}/XruvanapuM;1;eka}/XruvanapuM;2;eka}	kriyAviSeRaNam,7	niSciw_ko	-	-	-	-	-
6	wava	-	wava	yuRmax{sarvanAma;6;eka}	yuRmax{sarvanAma;6;eka}	RaRTIsambanXaH,7	wumhArA	-	-	-	-	-
7	vixiwaH	-	vixiwaH	vixiwa{puM;1;eka(vix1;kwa;vixaz;:axAxiH)}	vixiwa{puM;1;eka(vix1;kwa;vixaz;:axAxiH)}	karwqsamAnAXikaraNam,8	jFAwa	-	-	-	-	-
8	asmi	-	asmi	as2{karwari;lat;u;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;u;eka;parasmEpaxI;asaz;:axAxiH}	-	hUz	-	-	-	-	-
9	yaw	-	yaw	yaw{avya}/yax{sarvanAma;napuM;1;eka}/yax{sarvanAma;napuM;2;eka}	yaw{avya}/yaxsarvanAma;napuM;1;eka}/yaxsarvanAma;napuM;2;eka}	sambanXaH,16	-	-	-	-	-	-
10	mAm	-	mAm	asmax{sarvanAma;2;eka}	asmax{sarvanAma;2;eka}	karma,11	muJe	-	-	-	-	-
11	anApqcCya	-	anApqcCya	anApqcCya}	anApqcCya}	pUrvakAlaH,16	-	-	-	-	-	-
12	iwaH	-	iwaH	iwaH{avya}/i1{karwari;lat;pra;xvi;parasmEpaxI;iN;:axAxiH}/iwa{puM;1;eka(i1;kwa;iN;:axAxiH)}	iwaH{avya}/i1karwari;lat;pra;xvi;parasmEpaxI;iN;:axAxiH}/iwapuM;1;eka(i1;kwa;iN;:axAxiH)}	kriyAviSeRaNam,15	-	-	-	-	-	-
13	para-lokam	-	para-lokam	para-loka{puM;2;eka}	para-loka{puM;2;eka}	karma,15	bAxa-loka_ko	-	-	-	-	-
14	asaMnivqwwaye	-	asaMnivqwwaye	asannivqwwi{swrI;4;eka}	asannivqwwi{swrI;4;eka}	prayojanam,15	-	-	-	-	-	-
15	gawA	-	gawA	gawA{swrI;1;eka(gam1;kwa;gamLz;:BvAxiH)}	gawA{swrI;1;eka(gam1;kwa;gamLz;:BvAxiH)}	karwqsamAnAXikaraNam,16	gayI_huI	-	-	-	-	-
16	asi	-	asi	as2{karwari;lat;ma;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;ma;eka;parasmEpaxI;asaz;:axAxiH}	-	ho	-	-	-	-	-
