@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	saH	1	sa mOlarakRohariBiH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,10	usane	-	-	-	-	-
2	sa-sEnyaH	2	sasEnyaswUryasvanAnanxiwapOravargaH	sa-sEnya{puM;1;eka}	sa-sEnya{puM;1;eka}	viSeRaNam,1	sa-sEnika	-	-	-	-	-
3	wUrya-svana-Ananxiwa-pOra-vargaH	-	-	wUr1{Nyaw;wUrIz;:xivAxiH-svana-nax1;kwa;tunaxiz;:BvAxiH-pOra-varga;puM;1;eka}	sa-wUr1{Nyaw;wUrIz;:xivAxiH-svana-nax1;kwa;tunaxiz;:BvAxiH-pOra-varga;puM;1;eka}	viSeRaNam,4	-	-	-	-	-	-
4	san	-	-	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	varwamAnasamAnakAlaH,10	sajjana	-	-	-	-	-
5	mOla-rakRaH-hariBiH	-	-	mOla-rakRaH-hari{napuM;3;bahu}/hari{puM;3;bahu}	mOla-rakRaH-hari{puM;3;bahu}	sahArWaH,10	mOla-rakRaH-hariyoM_se	-	-	-	-	-
6	saha	-	-	saha{avya}	saha{avya}	sahArWa_xyowakaH,5	sAWa	-	-	-	-	-
7	sOXa-uxgawa-lAja-varRAm	4	sOXoxgawalAjavarRAmuwworaNAmanvayarAjaXAnIm	sOXa-gam1{kwa;gamLz;:BvAxiH-lAja-varRA;swrI;2;eka}	sOXa-uw_gam1{kwa;gamLz;:BvAxiH-lAja-varRA;swrI;2;eka}	viSeRaNam,9	-	-	-	-	-	-
8	uwworaNAm	-	-	uwworaNA{swrI;2;eka}	uwworaNA{swrI;2;eka}	viSeRaNam,9	uwworaNA_ko	-	-	-	-	-
9	anvaya-rAjaXAnIm	-	-	i1{GaF;iN;:axAxiH-rAjaXAnI;swrI;2;eka}	anu_i1{GaF;iN;:axAxiH-rAjaXAnI;swrI;2;eka}	karma,10	-	-	-	-	-	-
10	viveSa	3	viveSa	viS1{karwari;lit;pra;eka;parasmEpaxI;viSaz;:wuxAxiH}/viS1{karwari;lit;u;eka;parasmEpaxI;viSaz;:wuxAxiH}	viS1{karwari;lit;pra;eka;parasmEpaxI;viSaz;:wuxAxiH}	aBihiwa_karwA,1;sakarmaka	anxara_praveSa_kiyA	-	-	-	-	-
