@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	parArXya-gaweH	-	parArXya-gaweH	parArXya-gawi{swrI;5;eka}/gawi{swrI;6;eka}/gawi{puM;5;eka}/gawi{puM;6;eka}	parArXya-gawi{puM;6;eka}	viSeRaNam,2	parArXya-gawi	-	-	-	-	-
2	piwuH	-	piwuH	piwq{puM;5;eka}/piwq{puM;6;eka}	piwq{puM;6;eka}	RaRTIsambanXaH,3	piwA_kI	-	-	-	-	-
3	aSocyawAm	-	aSocyawAm	aSocya{wal;swrI;2;eka}	aSocya{wal;swrI;2;eka}	karma,4	aSocya_ko	-	-	-	-	-
4	uxxiSya	-	uxxiSya	xiS1{avya;lyap;xiSaz;:wuxAxiH}	uw_xiS1{avya;lyap;xiSaz;:wuxAxiH}	pUrvakAlaH,12	xiKAnA_prakata_karake	-	-	-	-	-
5	saxarWa-vexiBiH	-	saxarWa-vexiBiH	saxarWa-vexin{puM;3;bahu}/vexin{napuM;3;bahu}/vexi{napuM;3;bahu}/vexi{puM;3;bahu}	saxarWa-vexi{puM;3;bahu}	karaNam,12	saxarWa-vivAha_karane_vAloM_se	-	-	-	-	-
6	SamiwA-AXiH	-	SamiwA-AXiH	SamiwA-AXi{puM;1;eka}	SamiwA-AXi{puM;1;eka}	viSeRaNam,8	SamiwA-AXi	-	-	-	-	-
7	saH	-	saH	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,8	usa	-	-	-	-	-
8	AXijya-kArmukaH	-	AXijya-kArmukaH	AXijya-kArmuka{puM;1;eka}	AXijya-kArmuka{puM;1;eka}	karwA,12	AXijya-kArmuka_ne	-	-	-	-	-
9	san	-	san	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	varwamAnasamAnakAlaH,12	sajjana	-	-	-	-	-
10	jagaw	-	jagaw	jagaw{napuM;1;eka}/jagaw{napuM;2;eka}/}/jagaw{puM;8;eka}/jagaw{napuM;8;eka}	jagaw{napuM;2;eka}	karma,12	jagaw	-	-	-	-	-
11	aprawi-SAsanaM	-	aprawi-SAsanaM	aprawi-SAsana{napuM;1;eka}/SAsana{napuM;2;eka}/aprawi-SAsana{napuM;1;eka(SAs1;lyut;SAsuz;:axAxiH)}/aprawi-SAsana{napuM;2;eka(SAs1;lyut;SAsuz;:axAxiH)}	aprawi-SAsana{napuM;2;eka(aprawi-SAs1;lyut;SAsuz;:axAxiH)}	karmasamAnAXikaraNam,12	aprawi-SAsana_ko	-	-	-	-	-
12	kqwavAn	-	kqwavAn	kqwavaw{puM;1;eka(kq3;kwavawu;dukqF;:wanAxiH)}/kqwavaw{puM;1;eka(kq2;kwavawu;kqF;:svAxiH)}/kqwavaw{puM;1;eka(kq1;kwavawu;kqF;:BvAxiH)}	kqwavaw{puM;1;eka(kq3;kwavawu;dukqF;:wanAxiH)}	-	kiyA	-	-	-	-	-
