@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	nqpaweH	3	nqpaweravaXyo vanyaH	nqpawi{puM;5;eka}/nqpawi{puM;6;eka}	nqpawi{puM;6;eka}	RaRTIsambanXaH,3	rAjA_kA	-	-	-	-	-
2	vanyaH	5	-	vanya{puM;1;eka}/karI{swrI;1;eka}	vanya{puM;1;eka}	viSeRaNam,3	vanyaH-hAWI	-	-	-	-	-
3	karI	6	karIwi	karin{puM;1;eka}	karin{puM;1;eka}	karwA,5	hAWI	-	-	-	-	-
4	avaXyaH	4	-	avaXya{puM;1;eka}	avaXya{puM;1;eka}	karwqsamAnAXikaraNam,5	na_mArane_yogya	-	-	-	-	-
5	(aswi)	-	(-)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	vAkyakarma,7	hE	-	-	-	-	-
6	iwi	7	-	iwi{avya}	iwi{avya}	vAkyakarmaxyowakaH,7	EsA	-	-	-	-	-
7	SruwavAn	8	SruwavAnkumAraH	Sruwavaw{puM;1;eka(Sru1;kwavawu;Sru;:BvAxiH)}	Sruwavaw{puM;1;eka(Sru1;kwavawu;Sru;:BvAxiH)}	viSeRaNam,9	sune	-	-	-	-	-
8	na-awi-Ayawa-kqRtaH-SArfgaH	14	nAwyAyawakqRtaSArfgaH	na-awi-yaw1{GaF;yawIz;:BvAxiH-kqRtaH-SArfga;puM;1;eka}	na-awi-Af_yaw1{GaF;yawIz;:BvAxiH-kqRtaH-SArfga;puM;1;eka}	viSeRaNam,9	-	-	-	-	-	-
9	kumAraH	9	-	kumAra{puM;1;eka}	kumAra{puM;1;eka}	karwA,15	kumAra_ne	-	-	-	-	-
10	A-pawanwam	2	-	A-pawaw{puM;2;eka(A-paw1;Sawq_lat;pawLz;:BvAxiH)}	A-pawaw{puM;2;eka(A-paw1;Sawq_lat;pawLz;:BvAxiH)}	viSeRaNam,11	A-girawe_hue	-	-	-	-	-
11	wam	1	wamApawanwaM	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	karma,15	usako	-	-	-	-	-
12	nivarwa-iRyan	10	nirvarwayiRyanviSiKena	nivarwa-iRyaw{puM;1;eka(nivarwa-iR1;Sawq_lat;iRaz;:xivAxiH)}	nivarwa-iRyaw{puM;1;eka(nivarwa-iR1;Sawq_lat;iRaz;:xivAxiH)}	varwamAnasamAnakAlaH,15	-	-	-	-	-	-
13	viSiKena	11	-	viSiKa{puM;3;eka}/viSiKa{napuM;3;eka}	viSiKa{puM;3;eka}	karaNam,15	bANa_se	-	-	-	-	-
14	kumBe	12	kumBe	kumBA{swrI;1;xvi}/kumBA{swrI;2;xvi}/kumBA{swrI;8;eka}/kumBA{swrI;8;xvi}/kumBa{puM;7;eka}	kumBa{puM;7;eka}	aXikaraNam,15	kumBa_meM	-	-	-	-	-
15	jaGAna	13	jaGAna	han1{karwari;lit;pra;eka;parasmEpaxI;hanaz;:axAxiH}/han1{karwari;lit;u;eka;parasmEpaxI;hanaz;:axAxiH}	han1{karwari;lit;pra;eka;parasmEpaxI;hanaz;:axAxiH}	aBihiwa_karwA,9;sakarmaka	mArA	-	-	-	-	-
