@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aSvameXAya	-	aSvameXAya	aSvameXa{puM;4;eka}	aSvameXa{puM;4;eka}	sampraxAnam,2	aSvameXa_ko	-	-	-	-	-
2	jigIRoH	-	jigIRoH	jigIRu{puM;5;eka}/jigIRu{puM;6;eka}	jigIRu{puM;6;eka}	viSeRaNam,3	jIwane_kA_icCuka_se	-	-	-	-	-
3	asya	-	asya	ixam{sarvanAma;puM;6;eka}/ixam{sarvanAma;napuM;6;eka}/as3{karwari;lot;ma;eka;parasmEpaxI;asuz;:xivAxiH}	ixam{sarvanAma;puM;6;eka}	RaRTIsambanXaH,4	isakA	-	-	-	-	-
4	viceRtiwaM	-	viceRtiwaM	viceRtiwa{puM;2;eka(ceRt1;kwa;ceRtaz;:BvAxiH)}/viceRtiwa{napuM;1;eka(ceRt1;kwa;ceRtaz;:BvAxiH)}/viceRtiwa{napuM;2;eka(ceRt1;kwa;ceRtaz;:BvAxiH)}	viceRtiwa{napuM;1;eka(ceRt1;kwa;ceRtaz;:BvAxiH)}	karwA,11	-	-	-	-	-	-
5	yaxyapi	-	yaxyapi	yaxyapi{avya}	yaxyapi{avya}	niwya_sambanXaH,7	yaxyapi	-	-	-	-	-
6	para-aBisanXAna-paraM	-	parABisaMXAnaparaM	para-aBisanXAna-param{avya}/para{sarvanAma;puM;2;eka}/para{sarvanAma;napuM;1;eka}/para{sarvanAma;napuM;2;eka}/para{puM;2;eka}/para{napuM;1;eka}/para{napuM;2;eka}	para-aBisanXAna-para{napuM;1;eka}	karwqsamAnAXikaraNam,7	bAxa-aBisanXAna-	-	-	-	-	-
7	waWApi	-	waWApi	waWApi{avya}	waWApi{avya}	anuyogI,4	Pira_BI	-	-	-	-	-
8	waw	-	waw	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	wax{sarvanAma;napuM;1;eka}	viSeRaNam,4	-	-	-	-	-	-
9	Xarmyam	-	Xarmyam	Xarmya{puM;2;eka}/Xarmya{napuM;1;eka}/Xarmya{napuM;2;eka}	Xarmya{napuM;1;eka}	karwqsamAnAXikaraNam,11	Xarmayukwa_ko	-	-	-	-	-
10	eva	-	eva	eva{avya}	eva{avya}	sambanXaH,9	hI	-	-	-	-	-
11	baBUva	-	baBUva	BU1{karwari;lit;u;eka;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;ma;bahu;parasmEpaxI;BU;:BvAxiH}/BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;lit;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,4	huA	-	-	-	-	-
