@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wasya	1	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,3	usa	@that	-	-	wripura-xviRaH	-
2	wripuraxviRaH	10	wripuraxviRaH	wripura-xviR{puM;6;eka}	wripura-xviR{puM;6;eka}	RaRTIsambanXaH,11	BagavAna_Siva_ke	@Lord_@Shivas	RaRTIwawpuruRaH 	-	-	-
3	mUrXni	3	mUrXni	mUrXna{napuM;7;eka}	mUrXna{napuM;7;eka}	aXikaraNam,5	mAWe_para	@on_@head	-	-	-	-
4	saSabxam	6	saSabxam	sa-Sabxa{puM;2;eka}/Sabxa{napuM;1;eka}/Sabxa{napuM;2;eka}/sa-Sabxa{avya}	sa-Sabxa{avya}	kriyAviSeRaNam,5	Xvani_ke_sAWa	@with_@sound	-	-	-	-
5	nipawanwI	4	nipawanwI	ni-pawaw{napuM;8;xvi}/ni-pawaw{napuM;1;xvi(paw1;Sawq_lat;pawLz;:BvAxiH)}/ni-pawaw{napuM;2;xvi(paw1;Sawq_lat;pawLz;:BvAxiH)}/ni-pawanwI{swrI;1;eka(paw1;Sawq_lat;pawLz;:BvAxiH)}	ni-pawanwI{swrI;1;eka(ni-paw1;Sawq_lat;pawLz;:BvAxiH)}	viSeRaNam,9	girawI_huI	@falling	-	-	-	-
6	oGamahawI	2	oGamahawI	oGa-mahaw{napuM;1;xvi}/mahaw{napuM;2;xvi}/mahawI{swrI;1;eka}/mahaw{napuM;8;xvi}	oGa-mahawI{swrI;1;eka}	viSeRaNam,9	viSAla _XArA 	@great_@flow	-	-	-	-
7	gafgA	8	gafgA	gafgA{swrI;1;eka}	gafgA{swrI;1;eka}	upamAnam,8	gafgA	@River_@Ganga	-	-	-	-
8	iva	9	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,9	jEse	@like	-	-	-	-
9	aBiRekaSrIH	7	aBiRekaSrIH	aBiReka-SrI{swrI;1;eka}/SrI{swrI;8;eka}	aBiReka-SrI{swrI;1;eka}	karwA,10	aBiReka_kI_SoBA	@the_@splendour_@of_@the_@anointing-@waters	RaRTIwawpuruRaH 	-	-	-
10	vyarocawa	5	vyarocawa	vi_ruc1{karwari;laf;pra;eka;AwmanepaxI;rucaz;:BvAxiH}	vi_ruc1{karwari;laf;pra;eka;AwmanepaxI;rucaz;:BvAxiH}	aBihiwa_karwA,9	camaka_rahI_WI 	@was_@shining_@forth	-	karwari	-	-
11	(mUrXni)	3	(mUrXni)	mUrXna{napuM;7;eka}	mUrXna{napuM;7;eka}	aXikaraNam,12	mAWe_para	@on_@head	-	-	-	-
12	(nipawanwI)	4	(nipawanwI)	ni-pawaw{napuM;8;xvi}/ni-pawaw{napuM;1;xvi(paw1;Sawq_lat;pawLz;:BvAxiH)}/ni-pawaw{napuM;2;xvi(paw1;Sawq_lat;pawLz;:BvAxiH)}/ni-pawanwI{swrI;1;eka(paw1;Sawq_lat;pawLz;:BvAxiH)}	ni-pawanwI{swrI;1;eka(ni-paw1;Sawq_lat;pawLz;:BvAxiH)}	viSeRaNam,7	girawI_huI	@falling	-	-	-	-
