@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aWa	-	aWa	aWa{avya}	aWa{avya}	sambanXaH,9	Ora	-	-	-	-	-
2	viXim	-	viXim	viXi{puM;2;eka}	viXi{puM;2;eka}	karma,3	viXi	-	-	-	-	-
3	samApya	-	samApya	Ap1{avya;lyap;ApLz;:svAxiH}/Ap2{avya;lyap;ApLz;:curAxiH}	sam_Ap2{avya;lyap;ApLz;:curAxiH}	pUrvakAlaH,9	sam_Ap2_kara	-	-	-	-	-
4	SAswra-xqRtaM	-	SAswraxqRtaM	SAswra-xqRta{napuM;1;eka}/xqRta{napuM;2;eka}/SAswra-xqRta{puM;2;eka(xqS1;kwa;xqSizr;:BvAxiH)}/SAswra-xqRta{napuM;1;eka(xqS1;kwa;xqSizr;:BvAxiH)}/SAswra-xqRta{napuM;2;eka(xqS1;kwa;xqSizr;:BvAxiH)}	SAswra-xqRta{puM;2;eka(SAswra-xqS1;kwa;xqSizr;:BvAxiH)}	viSeRaNam,2	SAswra-vEXa	-	-	-	-	-
5	xivasamuKa-uciwam	-	xivasamuKociwam	xivasamuKa-uciwa{puM;2;eka(xivasamuKa-uc1;kwa;ucaz;:xivAxiH)}/xivasamuKa-uciwa{napuM;1;eka(uc1;kwa;ucaz;:xivAxiH)}/xivasamuKa-uciwa{napuM;2;eka(uc1;kwa;ucaz;:xivAxiH)}	xivasamuKa-uciwa{puM;2;eka(xivasamuKa-uc1;kwa;ucaz;:xivAxiH)}	viSeRaNam,2	prAwaHkAla-vilodI_huI	-	-	-	-	-
6	aFciwAkRipakRmA	-	aFciwAkRipakRmA	aFciwAkRipakRmA{puM;1;eka}	aFciwAkRipakRmA{puM;1;eka}	viSeRaNam,7	-	-	-	-	-	-
7	kuSalaviraciwAnukUla-veSaH	-	kuSalaviraciwAnukUlaveSaH	kuSalaviraciwAnukUla-veSa{puM;1;eka}	kuSalaviraciwAnukUla-veSa{puM;1;eka}	karwA,9	kuSalaviraciwAnukUla-veSa	-	-	-	-	-
8	kRiwipa-samAjam	-	kRiwipasamAjam	kRiwipa-samAja{puM;2;eka}/samA-ja{puM;2;eka}/samAja{napuM;1;eka}/samAja{napuM;2;eka}	kRiwipa-samAja{puM;2;eka}	karma,9	kRiwipa-samAja_ko	-	-	-	-	-
9	agAw	-	agAw	i1{karwari;luf;pra;eka;parasmEpaxI;iN;:axAxiH}	i1{karwari;luf;pra;eka;parasmEpaxI;iN;:axAxiH}	aBihiwa_karwA,7;sakarmaka	gayA	-	-	-	-	-
10	svayaMvara-sWam	-	svayaMvarasWam	svayaMvara-sWa{puM;2;eka}/sWa{napuM;1;eka}/sWa{napuM;2;eka}	svayaMvara-sWa{puM;2;eka}	viSeRaNam,8	svayaMvara-sWiwa	-	-	-	-	-
