@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	mahenxra-axri-samAna-sAraH	2	mahenxrAxrisamAnasAraH	mahenxra-axri-an1{GaF;anaz;:axAxiH-sAra;puM;1;eka}	mahenxra-axri-sam_an1{GaF;anaz;:axAxiH-sAra;puM;1;eka}	viSeRaNam,2	mahenxra parvawa, sUrya ke samAna balaSAlI 	-	-	-	-	mahenxra-@Name @of @the @mountain
2	asO	1	asO	axas{sarvanAma;puM;1;eka}/axas{sarvanAma;swrI;1;eka}/asi{puM;7;eka}/asi{swrI;7;eka}/asu{puM;7;eka}	axas{sarvanAma;puM;1;eka}	karwA,7	axas	-	-	-	hemAfgaxa-King oq Kalinga	-
3	mahenxrasya	-	-	mahenxra{puM;6;eka}	mahenxra{puM;6;eka}	RaRTIsambanXaH,6	mahenxra_kA	-	-	-	-	-
4	mahoxaXeH	4	mahoxaXeSca	mahoxaXi{puM;5;eka}/mahoxaXi{puM;6;eka}	mahoxaXi{puM;6;eka}	RaRTIsambanXaH,6	samuxra_kA	-	-	-	-	-
5	ca	-	-	ca{avya}	ca{avya}	sambanXaH,4	Ora	-	-	-	-	-
6	pawiH	3	pawirmahenxrasya	pawi{puM;1;eka}	pawi{puM;1;eka}	karwqsamAnAXikaraNam,7	pawi	-	-	-	-	-
7	(aswi)	5	(aswi)	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,2	hE	-	-	-	-	@adhyahara
8	yasya	6	yasya	yax{sarvanAma;puM;6;eka}/yax{sarvanAma;napuM;6;eka}/yas1{karwari;lot;ma;eka;parasmEpaxI;yasuz;:xivAxiH}	yax{sarvanAma;napuM;6;eka}	RaRTIsambanXaH,9	jisakI	-	-	-	niwya_sambanXaH,2	hemAfgaxa
9	yAwrAsu	8	yAwrAsu	yAwrA{swrI;7;bahu}	yAwrA{swrI;7;bahu}	aXikaraNam,13	yAwrAoM_meM	-	-	-	-	-
10	kRaraw-sEnya-gaja-Calena	7	kRarawsEnyagajacCalena	kRar1{Sawq_lat;kRaraz;:BvAxiH-sEnya-gaja-Cala;puM;3;eka}/Cala{napuM;3;eka}	Cala{napuM;3;eka}	karaNam,13	Cala_se	-	-	-	-	-
11	mahenxraH	11	mahenxraH	mahenxra{puM;1;eka}	mahenxra{puM;1;eka}	saFjFA,12	mahenxra	-	-	-	-	@Name @of @the @mountain
12	puraH	10	 puro	pura{puM;1;eka}	pura{sarvanAma;puM;1;eka}	karwA,13	para	-	-	-	-	-
13	yAwi	9	yAwIva	yA1{karwari;lat;pra;eka;parasmEpaxI;yA;:axAxiH}/yAw{puM;7;eka(yA1;Sawq_lat;yA;:axAxiH)}/yAw{napuM;7;eka(yA1;Sawq_lat;yA;:axAxiH)}	yA1{karwari;lat;pra;eka;parasmEpaxI;yA;:axAxiH}	aBihiwa_karwA,12	jAwA_hE	-	-	-	-	-
14	iva	-	-	iva{avya}	iva{avya}	sambanXaH,13	jEse	-	-	-	-	-
