@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	rAvaNa-avarajA	1	rAvaNAvarajA	rAvaNa-avarajA{swrI;1;eka}	rAvaNa-avarajA{swrI;1;eka}	karwA,6	rAvaNa-avarajA_ne	-	-	-	-	-
2	wawra	2	wawra	wawra{avya}	wawra{avya}	xeSAXikaraNam,6	vahAz	-	-	-	-	-
3	rAGavam	3	rAGavam	rAGava{puM;2;eka}	rAGava{puM;2;eka}	karma,6	raGuvaMSI_ko	-	-	-	-	-
4	maxana-AwurA	4	maxanAwurA	maxana-AwurA{swrI 1 eka}	maxana-Awura{swrI;1;eka}	viSeRaNam,1	kAmaxeva-Awura	-	-	-	-	-
6	aBipexe	5	aBipexe	aBi-pax1{karwari;lit;pra;eka;AwmanepaxI;paxaz;:xivAxiH}/pax1{karwari;lit;u;eka;AwmanepaxI;paxaz;:xivAxiH}	aBi-pax1{karwari;lit;pra;eka;AwmanepaxI;paxaz;:xivAxiH}	aBihiwa_karwA,1;sakarmaka	X_pax1_ap_skyA	-	-	-	-	-
7	nixAGa-ArwA	6	nixAGaArwA	nixAGa-Arwa{puM;1;bahu}/Arwa{swrI;2;bahu}/Arwa{swrI;1;bahu}	nixAGa-ArwA{swrI;1;eka{kqxanwa}({kqw_XAwu q2} kwa{XAwuH q} juhowyAxiH)}	viSeRaNam,8	nixAGa-ArwoM_ko	-	-	-	-	-
8	vyAlI	7	vyAlIva	vyAlI{swrI;1;eka}	vyAlI{swrI;1;eka}	karwA,11	xuRta	-	-	-	-	-
9	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,6	jEse	-	-	-	-	-
10	malaya-xrumam	8	malayaxrumam	malaya-xruma{puM;2;eka}	malaya-xruma{puM;2;eka}	karma,11	malaya-vqkRa	-	-	-	-	-
11	(aBipexe)	-	(-)	aBi-pax1{karwari;lit;pra;eka;AwmanepaxI;paxaz;:xivAxiH}/pax1{karwari;lit;u;eka;AwmanepaxI;paxaz;:xivAxiH}	aBi-pax1{karwari;lit;pra;eka;AwmanepaxI;paxaz;:xivAxiH}	upamAnam,9	X_pax1_ap_skyA	-	-	-	-	-
