@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	lafkAyAm	4	lafkAyAm	lafkA{swrI;7;eka}	lafkA{swrI;7;eka}	aXikaraNam,2	lafkA_meM	-	-	-	-	@of @the @chief @town @in @Ceylon @or @of @the @whole @island
2	vi-cinvawA	2	vicinvawA	vi-cinvaw{puM;3;eka(vi-ci1;Sawq_lat;ciF;:svAxiH)}/vi-cinvaw{napuM;3;eka(ci1;Sawq_lat;ciF;:svAxiH)}	vi-cinvaw{napuM;3;eka(vi-ci1;Sawq_lat;ciF;:svAxiH)}	viSeRaNam,3	vi-cunawA_huA	-	-	-	-	-
3	wena	3	wena	wax{sarvanAma;puM;3;eka}/wax{sarvanAma;napuM;3;eka}/wan1{karwari;lit;ma;bahu;parasmEpaxI;wanuz;:wanAxiH}	wax{sarvanAma;napuM;3;eka}	karwA,10	usase	-	-	-	mAruwi	-
4	rAkRasI-vqwA	5	rAkRasIvqwA	rAkRasI-vqw{puM;3;eka}/vqw{napuM;3;eka}/rAkRasI-vqwA{swrI;1;eka(vq2;kwa;vqf;:kryAxiH)}	rAkRasI-vqwA{swrI;1;eka(rAkRasI-vq2;kwa;vqf;:kryAxiH)}	viSeRaNam,5	rAkRasI-pasanxa_kI_huI	-	-	-	-	-
5	jAnakI	6	jAnakI	jAnakI{swrI;1;eka}	jAnakI{swrI;1;eka}	karma,10	jAnakI	-	-	-	-	@person
6	viRa-vallIBiH	7	viRavallIBiH	viRa-vallI{swrI;3;bahu}	viRa-vallI{swrI;3;bahu}	karaNam,7	viRa-beloM_se	-	-	-	-	@plant
7	pariwA	8	pariweva	pQ1{karwari;lut;pra;eka;parasmEpaxI;pQ;:juhowyAxiH}/pQ2{karwari;lut;pra;eka;parasmEpaxI;pQ;:kryAxiH}/pariwq{puM;1;eka(pQ1;wqc;pQ;:juhowyAxiH)}/pariwq{puM;1;eka(pQ2;wqc;pQ;:kryAxiH)}	pariwA{puM;1;eka{kqxanwa}({kqw_XAwu;pQ1};wqc{XAwuH;pQ};juhowyAxiH)}	viSeRaNam,8	pAlana_karegI	-	-	-	-	-
8	mahA-oRaXiH	9	mahORaXiH	mahORaXi{swrI;1;eka}	mahORaXi{swrI;1;eka}	upamAnam,9	mahORaXi	-	-	-	-	@plant
9	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,10	jEse	-	-	-	-	-
10	xqRtA	1	xqRtA	xqRtA{swrI;1;eka(xqS1;kwa;xqSizr;:BvAxiH)}	xqRtA{swrI;1;eka(xqS1;kwa;xqSizr;:BvAxiH)}	aBihiwa_karma,5;sakarmaka	xqRta	-	-	-	-	-
