@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	manIRiNAm	4	manIRiNAm	manIRin{puM;6;bahu}	manIRin{puM;6;bahu}	nirXAraNam,2	vixvAnoM_meM_	-	-	karwari	-	vEvasvawaH
2	mAnanIyaH	3	mAnanIyo	mAnanIya{puM;1;eka(mAn2;anIyar;mAnaz;:curAxiH)}/mAnanIya{puM;1;eka(man3;anIyar;manaz;:curAxiH)}	mAnanIya{puM;1;eka(mAn2;anIyar;mAnaz;:curAxiH)}	viSeRaNam,3	sammAna_ke_yogya	-	-	-	-	-
3	vEvasvawaH	1	vEvasvawo	vEvasvawa{puM;1;eka}	vEvasvawa{puM;1;eka}	saFjFA,4	vEvasvawa	-	-	-	-	-
4	nAma	-	-	nAma{avya}	nAma{avya}	saFjFA_xyowakaH,5	nAma	-	-	-	-	-
5	manuH	2	manurnAma	manu{puM;1;eka}/manu{swrI;1;eka}	manu{puM;1;eka}	karwA,11	manu	-	-	-	-	-
6	CanxasAm	-	-	Canxas{napuM;6;bahu}	Canxas{napuM;6;bahu}	nirXAraNam,7	CanxoM_meM	-	-	-	-	-
7	praNavaH	6	praNavaSCanxasAmiva	praNava{puM;1;eka}/praNava{puM;1;eka(Nu1;GaF;Nu;:axAxiH)}	praNava{puM;1;eka}	upamAnam,8	oMkAra	-	-	-	-	-
8	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,10	jEse	-	-	-	-	-
9	mahIkRiwAm	5	AsInmahIkRiwAmAxyaH	mahIkRiw{puM;6;bahu}	mahIkRiw{puM;6;bahu}	nirXAraNam,10	rAjAoM_meM	-	-	-	-	-
10	AxyaH	-	-	Axya{puM;1;eka}	Axya{puM;1;eka}	karwqsamAnAXikaraNam,11	praWama	-	-	-	-	-
11	AsIw	-	-	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;laf;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,5	WA	-	-	-	-	-
