@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	yaw	-	yaw	yaw{avya}/yax{sarvanAma;napuM;1;eka}/yax{sarvanAma;napuM;2;eka}	yax{sarvanAma;napuM;2;eka}	viSeRaNam,2	jo	-	-	-	-	-
2	rAjyaM	-	rAjyaM	rAjya{napuM;1;eka}/rAjya{napuM;2;eka}	rAjya{napuM;2;eka}	karma,6	rAjya	-	-	-	-	-
3	xuriwEH	-	xuriwEH	xuriwa{puM;3;bahu}/xuriwa{napuM;3;bahu}	xuriwa{napuM;3;bahu}	karaNam,6	kaTinoM_se	-	-	-	-	-
4	api	-	api	api{avya}	api{avya}	sambanXaH,3	BI	-	-	-	-	-
5	Awma-sAw	-	Awma-sAw	Awma-sAw{avya}/sa{napuM;5;eka}	Awma-sa{napuM;5;eka}	hewuH,6	Awma-sa_se	-	-	-	-	-
6	karwum	-	karwum	kq3{avya;wumun;dukqF;:wanAxiH}	kq3{avya;wumun;dukqF;:wanAxiH}	prayojanam,8	karane~ke_liye	-	-	-	-	-
7	nqpa-sUnavaH	-	nqpa-sUnavaH	nqpa-sUnu{puM;8;bahu}/sUnu{puM;1;bahu}	nqpa-sUnu{puM;1;bahu}	karwA,8	rAjA-puwra	-	-	-	-	-
8	prayawanwe	-	prayawanwe	pra_yaw1{karwari;lat;pra;bahu;AwmanepaxI;yawIz;:BvAxiH}	pra_yaw1{karwari;lat;pra;bahu;AwmanepaxI;yawIz;:BvAxiH}	aBihiwa_karwA,7;sakarmaka	prayawna_karawe_hEM	-	-	-	-	-
9	hi	-	hi	hi{avya}	hi{avya}	sambanXaH,8	hi	-	-	-	-	-
