@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	xakRiNasyAm	4	xakRiNasyAm	xakRiNA{sarvanAma;swrI;7;eka}	xakRiNA{sarvanAma;swrI;7;eka}	viSeRaNam,2	xakRiNA_meM	-	-	-	-	-
2	xiSi	1	xiSi	xiS{swrI;7;eka}	xiS{swrI;7;eka}	aXikaraNam,6	sWAna_meM	-	-	-	-	-
3	raveH	5	raverapi	ravi{puM;5;eka}/ravi{puM;6;eka}	ravi{puM;6;eka}	RaRTIsambanXaH,5	ravi_se	-	-	-	-	-
4	api	-	-	api{avya}	api{avya}	sambanXaH,5	BI	-	-	-	-	-
5	wejaH	3	wejo	wejas{napuM;1;eka}/wejas{napuM;2;eka}/wejas{napuM;8;eka}	wejas{napuM;1;eka}	karwA,6	weja	-	-	-	-	-
6	manxAyawe	2	manxAyawe	manxAyawe}	manx{Nijanwa karwari lat pra eka AwmanepaxI;svAxiH}	aBihiwa_karwA,5;sakarmaka	-	-	-	-	-	-
7	wasyAm	6	wasyAmeva	wax{sarvanAma;swrI;7;eka}	wax{sarvanAma;swrI;7;eka}	aXikaraNam,13	usameM	-	-	-	-	-
8	eva	-	-	eva{avya}	eva{avya}	sambanXaH,7	hI	-	-	-	-	-
9	pANdyAH	8	pANdyAH	pANdI{swrI;5;eka}/pANdI{swrI;6;eka}/pANdya{puM;1;bahu}/pANdya{puM;8;bahu}	pANdI{puM;1;bahu}	karwA,13	pANdI_se	-	-	-	-	-
10	raGoH	7	raGoH	raGu{puM;5;eka}/raGu{puM;6;eka}	raGu{puM;6;eka}	RaRTIsambanXaH,11	raGu_se	-	-	-	-	-
11	prawApam	9	prawApam	prawApa{puM;2;eka}	prawApa{puM;2;eka}	karma,13	prawApa_ko	-	-	-	-	-
12	na	10	na	na{avya}	na{avya}	prawiReXaH,13	nahIM	-	-	-	-	-
13	viRehire	11	viRehire	viRehire}	vi_Rah{karwari lat pra eka AwmanepaxI{XAwuH Rahaz} BvAxiH}	aBihiwa_karwA,5;sakarmaka	-	-	-	-	-	-
