@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	kOsalyaH	-	kOsalyaH	kOsalya{puM;1;eka}/rA1{karwari;lat;u;bahu;parasmEpaxI;rA;:axAxiH}	kOsalya{puM;1;eka}	aBexaH,2	-	-	-	-	-	-
2	iwi	-	iwi	iwi{avya}	iwi{avya}	sambanXaH,9	-	-	-	-	-	-
3	uwwara-kosalAnAm	-	uwwarakosalAnAm	uwwara-kosala{puM;6;bahu}/kosala{napuM;6;bahu}/kosalA{swrI;6;bahu}	uwwara-kosalA{swrI;6;bahu}	RaRTIsambanXaH,4	-	-	-	-	-	-
4	pawyuH	-	pawyuH	pawi{puM;5;eka}/pawi{puM;6;eka}	pawi{puM;6;eka}	viSeRaNam,6	-	-	-	-	-	-
5	pawafga-anvaya-BURaNasya	-	pawafgAnvayaBURaNasya	pawafga-BURaNa{napuM;6;eka(pawafga-i1;GaF;iN;:axAxiH-BUR1;lyut;BURaz;:BvAxiH)}/pawafga-BURaNa{napuM;6;eka(BUR2;lyut;BURaz;:curAxiH)}	pawafga-BURaNa{napuM;6;eka)}	viSeRaNam,6	-	-	-	-	-	-
6	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{waxsarvanAma;puM;6;eka}	RaRTIsambanXaH,1	-	-	-	-	-	-
7	OrasaH	-	OrasaH	Orasa{puM;1;eka}	Orasa{puM;1;eka}	viSeRaNam,9	-	-	-	-	-	-
8	somasuwaH	-	somasuwaH	somasuw{puM;1;bahu}/somasuw{puM;2;bahu}/somasuw{puM;5;eka}/somasuw{puM;6;eka}/somasuw{napuM;5;eka}/somasuw{napuM;6;eka}/somasuwa{puM;1;eka}	somasuw{puM;6;eka}	viSeRaNam,6	-	-	-	-	-	-
9	suwaH	-	suwaH	suwa{puM;1;eka}/Ru2{karwari;lat;pra;xvi;parasmEpaxI;Ru;:axAxiH}/suwa{puM;1;eka(Ru3;kwa;RuF;:svAxiH)}/suwa{puM;1;eka(Su1;kwa;Su;:BvAxiH)}/suwa{puM;1;eka(Ru2;kwa;Ru;:axAxiH)}	suwa{puM;1;eka}	karwA,10	-	-	-	-	-	-
10	aBUw	-	aBUw	BU1{karwari;luf;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;luf;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,9;sakarmaka	-	-	-	-	-	-
11	newra-uwsavaH	-	newrowsavaH	newra-uwsava{puM;1;eka}/newra-uwsava{puM;1;eka(Ru3;GaF;RuF;:svAxiH)}	newra-uwsava{puM;1;eka}	viSeRaNam,1	-	-	-	-	-	-
12	somaH	-	somaH	soma{puM;1;eka}	soma{puM;1;eka}	upamAnam,13	-	-	-	-	-	-
13	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,1	-	-	-	-	-	-
14	xviwIyaH	-	xviwIyaH	xviwIya{puM;1;eka}/xviwIya{puM;1;eka}	xviwIya{puM;1;eka}	viSeRaNam,12	-	-	-	-	-	-
