@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	sanwaH	-	sanwaH	sanwa{puM;1;eka}/saw{puM;1;bahu(as2;Sawq_lat;asaz;:axAxiH)}	sanwa{puM;1;eka}	karwA,10	sanwa	-	-	-	-	-
2	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	 waxsarvanAma;puM;6;eka}	RaRTIsambanXaH,3	usakA	-	-	-	-	-
3	aBigamanAw	-	aBigamanAw	aBigamana{napuM;5;eka(gam1;lyut;gamLz;:BvAxiH)}	aBigamana{napuM;5;eka(gam1;lyut;gamLz;:BvAxiH)}	hewuH,10	upAgamana_se	-	-	-	-	-
4	awyarWam	-	awyarWam	awyarWa{avya}	awyarWa{avya}	sambanXaH,1	awyarWa	-	-	-	-	-
5	mahawaH	-	mahawaH	maha{avya;wasil}/mahaw{puM;2;bahu}/mahaw{puM;5;eka}/mahaw{puM;6;eka}/mahaw{napuM;5;eka}/mahaw{napuM;6;eka}/}/}/mah1{karwari;lat;pra;xvi;parasmEpaxI;mahaz;:BvAxiH}	mahawpuM;6;eka	viSeRaNam,2	-	-	-	-	-	-
6	kqSAH	-	kqSAH	kqSa{puM;1;bahu}/kqSA{swrI;1;bahu}/kqSA{swrI;2;bahu}/kqSa{puM;8;bahu}	kqSa{puM;1;bahu	viSeRaNam,1	xurbala	-	-	-	-	-
7	uxaXeH	-	uxaXeH	uxaXi{puM;5;eka}/uxaXi{puM;6;eka}	uxaXipuM;6;eka}	RaRTIsambanXaH,9	samuxra_se	-	-	-	-	-
8	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,1	jEse	-	-	-	-	-
9	jImUwAH	-	jImUwAH	jImUwa{puM;1;bahu}/jImUwa{puM;8;bahu}	jImUwa{puM;1;bahu}	upamAnam,8	jImUwa	-	-	-	-	-
10	prApuH	-	prApuH	pra_pA1{karwari;luf;pra;bahu;parasmEpaxI;pA;:BvAxiH}/pra_Ap1{karwari;lit;pra;bahu;parasmEpaxI;ApLz;:svAxiH}	pra_Ap1karwari;lit;pra;bahu;parasmEpaxI;ApLz;:svAxiH}	aBihiwa_karwA,1;sakarmaka	pra_pA1_pp_skyA	-	-	-	-	-
11	xAwqwvam	-	xAwqwvam	xAwqwva{napuM;2;eka}	xAwqwva{napuM;2;eka}	karma,10	-	-	-	-	-	-
12	arWinaH	-	arWinaH	arWin{puM;1;bahu}/arWin{puM;2;bahu}/arWin{puM;5;eka}/arWin{puM;6;eka}/arWin{napuM;5;eka}/arWin{napuM;6;eka}/arWin{puM;8;bahu}	arWinpuM;6;eka}	viSeRaNam,1	yAcaka	-	-	-	-	-
