@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	veRtana-SoBinA-SirasA	             3,2	veRtanaSoBinA SirasA	veRt1{lyut;veRtaz;:BvAxiH-SoBinA-Siras;napuM;3;eka}/Siras{puM;3;eka}	Siras{puM;3;eka}	karaNam,7	Siras_se	-	-	-	-	-
2	suwaH	4	suwaH	suwa{puM;1;eka}/Ru2{karwari;lat;pra;xvi;parasmEpaxI;Ru;:axAxiH}/suwa{puM;1;eka(Ru3;kwa;RuF;:svAxiH)}/suwa{puM;1;eka(Su1;kwa;Su;:BvAxiH)}/suwa{puM;1;eka(Ru2;kwa;Ru;:axAxiH)}	suwa{puM;1;eka(Ru2;kwa;Ru;:axAxiH)}	karwA,10	puwra_ne	-	-	-	-	-
3	araNya-samASrayaM-unmuKaM	-	-	araNya-samASrayaM-unmuKa{puM;2;eka}/unmuKa{napuM;1;eka}/unmuKa{napuM;2;eka}	araNya-samASrayaM-unmuKa{puM;2;eka}	viSeRaNam,5	vana-samASrayaM-unmuKa	-	-	-	-	-
4	waM	1	wamaraNyasamASrayonmuKaM	wax{sarvanAma;puM;2;eka}	wax{sarvanAma;puM;2;eka}	viSeRaNam,5	usa	-	-	-	-	-
5	piwaraM	5	piwaraM	piwq{puM;2;eka}	piwq{puM;2;eka}	gONakarma,10	piwA_se	-	-	-	-	-
6	pAxayoH	7	pAxayorapariwyAgamayAcawAwmanaH	pAxa{puM;6;xvi}/pAxa{puM;7;xvi}	pAxa{puM;7;xvi}	aXikaraNam,7	pEroM_meM	-	-	-	-	-
7	praNipawya	6	praNipawya	paw1{avya;lyap;pawLz;:BvAxiH}	pra_ni_paw1{avya;lyap;pawLz;:BvAxiH}	pUrvakAlaH,10	NW_kara	-	-	-	-	-
8	AwmanaH	-	-	Awman{puM;2;bahu}/Awman{puM;5;eka}/Awman{puM;6;eka}	Awman{puM;6;eka}	RaRTIsambanXaH,9	AwmA_kA	-	-	-	-	-
9	a-pariwyAgaM	-	-	a-pariwyAga{puM;2;eka(a-wyaj1;GaF;wyajaz;:BvAxiH)}	a-pariwyAga{puM;2;eka(a-wyaj1;GaF;wyajaz;:BvAxiH)}	muKyakarma,10	a-	-	-	-	-	-
10	ayAcawa	-	-	yAc1{karwari;laf;ma;bahu;parasmEpaxI;tuyAcqz;:BvAxiH}/yAc1{karwari;laf;pra;eka;AwmanepaxI;tuyAcqz;:BvAxiH}	yAc1{karwari;laf;pra;eka;AwmanepaxI;tuyAcqz;:BvAxiH}	aBihiwa_karwA,2;sakarmaka	yAcanA_kI	-	-	-	-	-
