@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	Awma-cawurBAge	2	AwmacawurBAge	Awma-cawurBAga{napuM;1;xvi}/cawurBAga{napuM;2;xvi}/cawurBAgA{swrI;1;xvi}/cawurBAgA{swrI;2;xvi}/cawurBAga{puM;7;eka}/cawurBAga{napuM;7;eka}	Awma-cawurBAga{napuM;7;eka}	viSeRaNam,2	Awma-cawurBAga	-	-	-	-	-
2	wasmin	1	wasmin	wax{sarvanAma;napuM;7;eka}/wax{sarvanAma;puM;7;eka}	wax{sarvanAma;napuM;7;eka}	viSeRaNam,3	usameM	-	-	-	-	-
3	prAf-nAkam-aXiwasWuRi	3	prAfnAkamaXiwasWuRi	prAf-nAkam-aXiwasWuRi}	prAf-nAkam-aXiwasWuRi}	varwamAnasamAnakAlaH,6	prAf-nAkam-	-	-	-	-	-
4	rAGavaH	4	rAGavaH	rAGava{puM;1;eka}	rAGava{puM;1;eka}	karwA,6	raGuvaMSI	-	-	-	-	-
5	SiWilam	5	SiWilam	SiWila{puM;2;eka}/SiWila{napuM;1;eka}/SiWila{napuM;2;eka}	SiWila{puM;2;eka}	karma,6	SiWila_ko	-	-	-	-	-
6	 wasWO	6	 wasWO	karwari lit pra eka parasmEpaxI{XAwuH RWA} BvAxiH	 RWA{karwari;lit;pra;eka;parasmEpaxI{XAwuH RWA} BvAxiH}	aBihiwa_karwA,4;sakarmaka	-	-	-	-	-	-
7	Buvi	7	Buvi	BU{swrI;7;eka}	BU{swrI;7;eka}	aXikaraNam,6	BU_meM	-	-	-	-	-
8	wripAx-XarmaH	8	XarmaswripAxiva	Xarma{puM;1;eka}	Xarma{puM;1;eka}	upamAnam,9	Xarma	-	-	-	-	-
9	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,5	jEse	-	-	-	-	-
