@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	iwi	1	iwUcivAnupahqwABaraNaH	iwi{avya}	iwi{avya}	vAkyakarmaxyowakaH,2	EsA	-	-	-	-	-
2	UcivAn	-	-	Ucivas{puM;1;eka} 	Ucivas{puM;1;eka} 	viSeRaNam,4	X_vac1yA	-	-	-	-	-
3	upa-hqwa-ABaraNaH	-	-	upa-hq1{kwa;hqF;:BvAxiH}/hq2{kwa;hq;:juhowyAxiH-ABaraNaH}	upa-hq1{kwa;hqF;:BvAxiH-ABaraNa;puM;1eka}	viSeRaNam,4	-	-	-	-	-	-
4	kumuxaH	9	kumuxaH	kumuxa{puM;1;eka}	kumuxa{puM;1;eka}	karwA,15	saPexa_kumuxinI	-	-	-	-	-
5	BavAn	4	BavAnsvajana	Bava{puM;2;bahu}/Bavaw{sarvanAma;puM;1;eka}	Bavaw{sarvanAma;puM;1;eka}	karwA,16	saMsAra_ko	-	-	-	-	-
6	SlAGyaH	3	SlAGyo	SlAGya{puM;1;eka(SlAG1;Nyaw;SlAGqz;:BvAxiH)}	SlAGya{puM;1;eka(SlAG1;Nyaw;SlAGqz;:BvAxiH)}	viSeRaNam,7	praSaMsiwa	-	-	-	-	-
7	sva-janaH	-	-	sva-jana{puM;1;eka}/janas{puM;8;eka}	sva-jana{puM;1;eka}	karwqsamAnAXikaraNam,16	apanA-jana	-	-	-	-	-
8	iwi	5	iwyanuBARiwAram	iwi{avya}	iwi{avya}	vAkyakarmaxyowakaH,9	EsA	-	-	-	-	-
9	anu-BARiwAram	-	-	anu-BARiwq{puM;2;eka(anu-BAR1;wqc;BARaz;:BvAxiH)}	anu-BARiwq{puM;2;eka(anu-BAR1;wqc;BARaz;:BvAxiH)}	viSeRaNam,10	anu-	-	-	-	-	-
10	kRiwISaM	2	kRiwISaM	kRiwISa{puM;2;eka}	kRiwISa{puM;2;eka}	karma,15	kRiwISa_ko	-	-	-	-	-
11	samewa-banXuH	7	samewabanXuH	samewa-banXu{puM;1;eka}	samewa-banXu{napuM;1;eka}	karwqsamAnAXikaraNam,15	sAWa_AyA_huA-banXu	-	-	-	-	-
12	kanyA-mayena	8	kanyAmayena	kanyA-maya{puM;3;eka}/maya{napuM;3;eka}	kanyA-maya{napuM;3;eka}	viSeRaNam,13	kanyA-maya_se	-	-	-	-	-
13	kula-BURaNena	10	kulaBURaNena	kula-BURaNa{puM;3;eka(kula-BUR1;lyut;BURaz;:BvAxiH)}	kula-BURaNa{puM;3;eka(kula-BUR1;lyut;BURaz;:BvAxiH)}	sahArWaH,15	-	-	-	-	-	-
14	viXivaw	-	-	viXi{avya;vaw}	viXi{avya;vaw}	kriyAviSeRaNam,15	-	-	-	-	-	-
15	saMyojayAmAsa	6	saMyojayAMviXivaxAsa	saM_yuj1{karwari;lit;ma;bahu;AwmanepaxI;yujaz;:xivAxiH}/yuj1{karwari;lit;pra;eka;AwmanepaxI;yujaz;:xivAxiH}/yuj1{karwari;lit;u;eka;AwmanepaxI;yujaz;:xivAxiH}/yuj1{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;yujaz;:xivAxiH}/yuj1{Nijanwa;karwari;lit;pra;eka;AwmanepaxI;yujaz;:xivAxiH}/yuj1{Nijanwa;karwari;lit;u;eka;parasmEpaxI;yujaz;:xivAxiH}/yuj1{Nijanwa;karwari;lit;u;eka;AwmanepaxI;yujaz;:xivAxiH}/yuj1{Nijanwa;karwari;lit;ma;bahu;parasmEpaxI;yujaz;:xivAxiH}/yuj1{Nijanwa;karwari;lit;ma;bahu;AwmanepaxI;yujaz;:xivAxiH}/yuj2{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;yujizr;:ruXAxiH}/yuj2{Nijanwa;karwari;lit;pra;eka;AwmanepaxI;yujizr;:ruXAxiH}/yuj2{Nijanwa;karwari;lit;u;eka;parasmEpaxI;yujizr;:ruXAxiH}/yuj2{Nijanwa;karwari;lit;u;eka;AwmanepaxI;yujizr;:ruXAxiH}/yuj2{Nijanwa;karwari;lit;ma;bahu;parasmEpaxI;yujizr;:ruXAxiH}/yuj2{Nijanwa;karwari;lit;ma;bahu;AwmanepaxI;yujizr;:ruXAxiH}/yuj3{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;yujaz;:curAxiH}/yuj3{Nijanwa;karwari;lit;pra;eka;AwmanepaxI;yujaz;:curAxiH}/yuj3{Nijanwa;karwari;lit;u;eka;parasmEpaxI;yujaz;:curAxiH}/yuj3{Nijanwa;karwari;lit;u;eka;AwmanepaxI;yujaz;:curAxiH}/yuj3{Nijanwa;karwari;lit;ma;bahu;parasmEpaxI;yujaz;:curAxiH}/yuj3{Nijanwa;karwari;lit;ma;bahu;AwmanepaxI;yujaz;:curAxiH}	saM_yuj1{karwari;lit;pra;eka;AwmanepaxI;yujaz;:xivAxiH}	aBihiwa_karwA,4	ciwwa_sWira_kiye	-	-	-	-	-
16	aswi	-	-	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	vAkyakarma,8	hE	-	-	-	-	-
