@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	prAyaH	-	prAyaH	prAyaH{avya}	prAyaH{avya}	kriyAviSeRaNam,10	prAya	-	-	-	-	-
2	prawApa-BagnawvAw	-	prawApaBagnawvAw	prawApa-Bagna{wva;napuM;5;eka}	prawApa-Bagna{wva;napuM;5;eka}	hewuH,10	prawApa-tUte_se	-	-	-	-	-
3	arINAm	-	arINAm	ari{puM;6;bahu}	ari{puM;6;bahu}	RaRTIsambanXaH,2	SawruoM_kA	-	-	-	-	-
4	wasya	-	wasya	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,6	usakA	-	-	-	-	-
5	xurlaBaH	-	xurlaBaH	xurlaBa{puM;1;eka}	xurlaBa{puM;1;eka}	karwqsamAnAXikaraNam,10	xurlaBa	-	-	-	-	-
6	raNaH	-	raNaH	raNa{puM;1;eka}	raNa{puM;1;eka}	karwA,10	yuxXa	-	-	-	-	-
7	ganXa-xvipasya	-	ganXaxvipasya	ganXa-xvipa{puM;6;eka}	ganXa-xvipa{puM;6;eka}	upamAnam,8	ganXa-xvipa_kA	-	-	-	-	-
8	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,4	jEse	-	-	-	-	-
9	ganXa-Binna-anya-xanwinaH	-	ganXaBinnAnyaxanwinaH	ganXa-Binna-anya-xanwin{puM;1;bahu}/xanwin{puM;2;bahu}/xanwin{puM;5;eka}/xanwin{puM;6;eka}/xanwin{puM;8;bahu}	ganXa-Binna-anya-xanwin{puM;6;eka}	viSeRaNam,7	ganXa-Binna-anya-hAWI	-	-	-	-	-
10	(aBavaw)	-	(aBavaw)	BU1{karwari;laf;pra;eka;parasmEpaxI;BU;:BvAxiH}	BU1{karwari;laf;pra;eka;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,6	huA	-	-	-	-	-
