@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aWa	-	aWa	aWa{avya}	aWa{avya}	sambanXaH,9	Ora	-	-	-	-	-
2	praxoRe	-	praxoRe	praxoRA{swrI;1;xvi}/praxoRA{swrI;2;xvi}/praxoRa{puM;7;eka}/praxoRa{puM;7;eka(xuR1;GaF;xuRaz;:xivAxiH)}	praxoRa{puM;7;eka}	aXikaraNam,9	praxoRa_meM	-	-	-	-	-
3	xoRa-jFaH	-	xoRajFaH	xoRa-jFa{puM;1;eka}	 xoRa-jFa{puM;1;eka}	viSeRaNam,6	-	-	-	-	-	-
4	saMveSAya	-	saMveSAya	saMveSa{puM;4;eka}	saMveSa{puM;4;eka}	prayojanam,9	nixrA_viSrAma_ke_liye	-	-	-	-	-
5	viSAM-pawim	-	viSAMpawim 	viS-pawi{puM;2;eka}	viS-pawi{puM;2;eka}	karma,9	vESyoM_kI	-	-	-	-	-
6	sUnuH	-	sUnuH	sUnu{puM;1;eka}	sUnu{puM;1;eka}	karwA,9	puwra_ne	-	-	-	-	-
7	sU-nqwa-vAk	-	-	sU-nqwa-vAk{swrI;1;eka}	sU-nqwa-vAk{puM;1;eka}	viSeRaNam,6	-	-	-	-	-	-
8	sraRtuH	-	sUnqwavAksraRturvisasarjorjiwaSriyam 	sraRtq{puM;5;eka}/sraRtq{puM;6;eka}/sraRtq{puM;5;eka(sqj1;wqc;sqjaz;:xivAxiH)}/sraRtq{puM;6;eka(sqj1;wqc;sqjaz;:xivAxiH)}/sraRtq{napuM;5;eka(sqj1;wqc;sqjaz;:xivAxiH)}/sraRtq{napuM;6;eka(sqj1;wqc;sqjaz;:xivAxiH)}/sraRtq{puM;5;eka(sqj2;wqc;sqjaz;:wuxAxiH)}/sraRtq{puM;6;eka(sqj2;wqc;sqjaz;:wuxAxiH)}/sraRtq{napuM;5;eka(sqj2;wqc;sqjaz;:wuxAxiH)}/sraRtq{napuM;6;eka(sqj2;wqc;sqjaz;:wuxAxiH)}	sraRtq{puM;6;eka}	RaRTIsambanXaH,6	racane_vAle_ke	-	-	-	-	@Name @of @God @Brahma
9	visasarja	-	-	vi_sqj2{karwari;lit;u;eka;parasmEpaxI;sqjaz;:wuxAxiH}/vi_sqj2{karwari;lit;pra;eka;parasmEpaxI;sqjaz;:wuxAxiH}	vi_sqj2{karwari;lit;pra;eka;parasmEpaxI;sqjaz;:wuxAxiH}	aBihiwa_karwA,6;sakarmaka	CodA	-	-	-	-	-
10	Urjiwa-Sriyam	-	-	Urjiwa-Sriya{swrI;2;eka}	Urjiwa-Sriya{puM;2;eka}	viSeRaNam,5	-	-	-	-	-	-
