@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	wAmra-uxareRu	1	wAmroxareRu	wAmra-uxara{puM;7;bahu}/uxara{napuM;7;bahu}	wAmra-uxara{puM;7;bahu}	viSeRaNam,2	petoM_meM	-	-	-	-	-
2	waru-pallaveRu	3	warupallaveRu	waru-pallava{puM;7;bahu}/pallava{napuM;7;bahu}	waru-pallava{puM;7;bahu}	aXikaraNam,3	vqkRa-pallavoM_meM	-	-	-	-	-
3	pawiwam	2	pawiwaM	pawiwa{puM;2;eka(paw1;kwa;pawLz;:BvAxiH)}/pawiwa{napuM;1;eka(paw1;kwa;pawLz;:BvAxiH)}/pawiwa{napuM;2;eka(paw1;kwa;pawLz;:BvAxiH)}/pawiwa{puM;2;eka(pawa1;kwa;pawa;:curAxiH)}/pawiwa{napuM;1;eka(pawa1;kwa;pawa;:curAxiH)}/pawiwa{napuM;2;eka(pawa1;kwa;pawa;:curAxiH)}	pawiwa{napuM;1;eka(paw1;kwa;pawLz;:BvAxiH)}	viSeRaNam,5	pawiwa_ko	-	-	-	-	-
4	nirXOwahAragulikA-viSaxam	4	nirXOwahAragulikAviSaxam	nirXOwahAragulikA-viSaxa{puM;2;eka}/viSaxa{napuM;1;eka}/viSaxa{napuM;2;eka}	nirXOwahAragulikA-viSaxa{napuM;1;eka}	viSeRaNam,5	viSaxa	-	-	-	-	-
5	hima-amBaH	5	himAmBaH	hima-amBas{napuM;1;eka}/amBas{napuM;2;eka}/amBas{napuM;8;eka}/amBas{puM;8;eka}	hima-amBas{napuM;1;eka}	karwA,12	varPa-	-	-	-	-	-
6	labXaparaBAgawayA	7	labXaparaBAgawayAXaroRTe	labXapara-BAga{wal;swrI;3;eka}	labXapara-BAga{wal;swrI;3;eka}	hewuH,12	prApwa	-	-	-	-	-
7	aXara-oRTe	8	-	aXara-oRTa{puM;7;eka}/oRTa{napuM;8;xvi}/oRTa{napuM;1;xvi}/oRTa{napuM;2;xvi}/oRTa{napuM;7;eka}/oRTA{swrI;8;eka}/oRTA{swrI;8;xvi}/oRTA{swrI;1;xvi}/oRTA{swrI;2;xvi}	aXara-oRTa{puM;7;eka}	aXikaraNam,12	oRTa_meM	-	-	-	-	-
8	wvaxIyam	12	wvaxIyam	wvaxIya{puM;2;eka}/wvaxIya{napuM;2;eka}/wvaxIya{napuM;1;eka}	wvaxIya{napuM;1;eka}	viSeRaNam,10	wvaxIya	-	-	-	-	-
9	saxaSana-arciH	10	saxaSanArciriva	saxaSana-arcis{napuM;8;eka}/arcis{napuM;1;eka}/arcis{napuM;2;eka}	saxaSana-arcis{napuM;1;eka}	viSeRaNam,10	arciH	-	-	-	-	-
10	lIlA-smiwam	9	lIlAsmiwaM	lIlA-smiwa{napuM;1;eka}/smiwa{napuM;2;eka}/lIlA-smiwa{puM;2;eka(smi1;kwa;smif;:BvAxiH)}/lIlA-smiwa{napuM;1;eka(smi1;kwa;smif;:BvAxiH)}/lIlA-smiwa{napuM;2;eka(smi1;kwa;smif;:BvAxiH)}	lIlA-smiwa{napuM;1;eka}	upamAnam,5	muskAna	-	-	-	-	-
11	iva	11	-	iva{avya}	iva{avya}	upamAnaxyowakaH,10	jEse	-	-	-	-	-
12	ABAwi	6	ABAwi	Af_BA1{karwari;lat;pra;eka;parasmEpaxI;BA;:axAxiH}/ABAw{puM;7;eka(BA1;Sawq_lat;BA;:axAxiH)}/ABAw{napuM;7;eka(BA1;Sawq_lat;BA;:axAxiH)}	Af_BA1{karwari;lat;pra;eka;parasmEpaxI;BA;:axAxiH}	-	-	-	-	-	-	-
