@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	iwi	1	iwyuxgawAH	iwi{avya}	iwi{avya}	sambanXaH,6	EsA	-	-	-	-	-
2	pora-vaXU-muKeByaH	2	poravaXUmuKeByaH	pora-vaXU-muKa{napuM;4;bahu}/muKa{napuM;5;bahu}/muKa{puM;4;bahu}/muKa{puM;5;bahu}	pora-vaXU-muKa{napuM;5;bahu}	apAxAnam,6	pora-bahU-muKoM_ko	-	-	-	-	-
3	uxgawAH	-	-	uxgawa{puM;1;bahu(gam1;kwa;gamLz;:BvAxiH)}/uxgawA{swrI;1;bahu(gam1;kwa;gamLz;:BvAxiH)}/uxgawA{swrI;2;bahu(gam1;kwa;gamLz;:BvAxiH)}	uxgawa{puM;1;bahu(gam1;kwa;gamLz;:BvAxiH)}	viSeRaNam,5	-	-	-	-	-	-
4	Srowra-suKAH	4	SrowrasuKAH	Srowra-suKa{puM;8;bahu}/suKa{puM;1;bahu}/suKA{swrI;8;bahu}/suKA{swrI;1;bahu}/suKA{swrI;2;bahu}	Srowra-suKa{puM;1;bahu}	viSeRaNam,5	kAna-suKa	-	-	-	-	-
5	kaWAH	-	-	kaWA{swrI;1;bahu}/kaWA{swrI;2;bahu}/kaWA{swrI;8;bahu}	kaWA{swrI;1;bahu}	karma,6	kaWAyeM	-	-	-	-	-
6	SruNvan	3	SqNvankaWAH	SruNvan}	SruNvan{puM;1;eka{kqxanwa}({kqw_XAwu Sru1} Sawq_lat;BvAxiH) }	varwamAnasamAnakAlaH,12	-	-	-	-	-	-
7	kumAraH	5	kumAraH	kumAra{puM;1;eka}	kumAra{puM;1;eka}	karwA,12	kumAra	-	-	-	-	-
8	mafgala-saM-viXABiH	7	mafgalasaMviXABiH	mafgala-saM-viXA{swrI;3;bahu}	mafgala-saM-viXA{swrI;3;bahu}	karaNam,9	mafgala-saM-viXAoM_se	-	-	-	-	-
9	uxBAsiwaM	6	uxBAsiwaM	uxBAsiwa{puM;2;eka(BAs1;kwa;BAsqz;:BvAxiH)}/uxBAsiwa{napuM;1;eka(BAs1;kwa;BAsqz;:BvAxiH)}/uxBAsiwa{napuM;2;eka(BAs1;kwa;BAsqz;:BvAxiH)}	uxBAsiwa{puM;2;eka(BAs1;kwa;BAsqz;:BvAxiH)}	viSeRaNam,11	-	-	-	-	-	-
10	sambanXinaH	8	sambanXinaH	sambanXin{puM;1;bahu}/sambanXin{puM;2;bahu}/sambanXin{puM;5;eka}/sambanXin{puM;6;eka}/sambanXin{puM;8;bahu}	sambanXin{puM;6;eka}	RaRTIsambanXaH,11	sambanXI	-	-	-	-	-
11	saxma	9	saxma	saxman{napuM;1;eka}/saxman{napuM;2;eka}/saxman{napuM;8;eka}	saxman{napuM;2;eka}	karma,12	Gara	-	-	-	-	-
12	samAsasAxa	10	samAsasAxa	samAsasAxa}	samAsasAxa{{karwari;lit;pra;eka;parasmEpaxI}	aBihiwa_karwA,7;sakarmaka	-	-	-	-	-	-
