@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	sahasA	2	sahasA	sahasA{avya}	sahasA{avya}	kriyAviSeRaNam,3	acAnaka	@in_@haste	-	-	-	-
2	Aloka-mArgaM	1	AlokamArgaM	lok1{GaF;lokqz;:BvAxiH}/lok2{GaF;lokqz;:curAxiH-mArga;puM;2;eka}/mArga{napuM;1;eka}/mArga{napuM;2;eka}	mArga{napuM;2;eka}	karma,3	mArga/KidZakI_ke_mArga_ko 	@the_@path_@to_@the_@window	-	-	-	-
3	vrajanwyA	3	vrajanwyA	vrajanwI{swrI;3;eka(vraj1;Sawq_lat;vrajaz;:BvAxiH)}	vrajanwI{swrI;3;eka(vraj1;Sawq_lat;vrajaz;:BvAxiH)}	varwamAnasamAnakAlaH,16	jAwI_huI	@going_@towards	-	-	-	-
4	kayAciw	4	kayAcixuxveRtanavAnwamAlyaH	kiFciw{sarvanAma;swrI;3;eka}	kiFciw{sarvanAma;swrI;3;eka}	karwA,12	kisIse/kisI_swrI_xvArA	@some_@lady	-	-	koI Baxra mahilA/any upper class laxy oq We ciwy	-
5	uxveRtana-vAnwa-mAlyaH	-	-	uxveRtana-vAnwa-mAlya{puM;1;eka(mal1;Nyaw;malaz;:BvAxiH)}	mAlya{puM;1;eka(mal1;Nyaw;malaz;:BvAxiH)}	karma,7	GerA_dAlanA/baMXI_huI_mAlA_se_girawe_PUla	@woven_@garland_@whose_@flowers_@have_@loosened	-	-	-	-
6	kareNa	9	wAvawkareNa	kara{puM;3;eka}	kara{puM;3;eka}	karwA,7	hAWa_se	@by_@hands	-	-	-	-
7	ruxXaH	10	ruxXoZpi	ruxXa{puM;1;eka(ruX1;kwa;ruXizr;:ruXAxiH)}	ruxXa{puM;1;eka(ruX1;kwa;ruXizr;:ruXAxiH)}	varwamAnasamAnakAlaH,16	bAXAyukwa/baMXA_hone	@to_@obstruct	-	-	-	-
8	api	-	-	api{avya}	api{avya}	sambanXaH,7	BI	@also	-	-	-	-
9	ca	11	ca	ca{avya}	ca{avya}	sup_samucciwaH,7	Ora	@and	-	-	-	-
10	keSa-pASaH	12	keSapASaH	keSa-pASa{puM;1;eka}	keSa-pASa{puM;1;eka}	karma,12	keSa-pASa	@hair_@braid	-	-	-	-
11	wAvaw	-	-	wAvaw{avya}/wAvaw{napuM;1;eka}/wAvaw{napuM;2;eka}/wAvaw{napuM;8;eka}	wAvaw{avya}	kriyAviSeRaNam,12	waba_waka	@meanwhile	-	-	-	-
12	banxXuM	5	banxXuM	banX1{avya;wumun;banXaz;:kryAxiH}	banX1{avya;wumun;banXaz;:kryAxiH}	prayojanam,14	bAMXane_ke_liye	@to_@tie	-	-	-	-
13	na	6	na	na{avya}	na{avya}	prawiReXaH,14	nahIM	@did_@not	-	-	-	-
14	saMBAviwaH	7	saMBAviwa	samBAviwa{puM;8;eka}/samBAviwa{napuM;8;eka}	samBAviwa{puM;8;eka}	varwamAnasamAnakAlaH,16	samBAviwa/vicAriwa	@to_@think	-	-	-	-
15	eva	8	eva	eva{avya}	eva{avya}	sambanXaH,14	hI	@such	-	-	-	-
16	(baBUva)	-	(-)	BU{karwari;lit;u;eka; parasmEpaxI;BU;:BvAxiH}/BU{karwari;lit;ma;eka; parasmEpaxI;BU;:BvAxiH}/BU{karwari;lit;pra;eka; parasmEpaxI;BU;:BvAxiH}	BU{karwari;lit;pra;eka; parasmEpaxI;BU;:BvAxiH}	aBihiwa_karma,10	huA	@become	-	-	-	-
