@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	yaxi	-	yaxi	yaxi{avya}	yaxi{avya}	anuyogI,15	yaxi	-	-	-	-	-
2	ixaM	-	ixaM	ixam{sarvanAma;napuM;1;eka}/ixam{sarvanAma;napuM;2;eka}	ixam{sarvanAma;napuM;1;eka}	viSeRaNam,4	yaha	-	-	-	-	-
3	mama	-	mama	asmax{sarvanAma;6;eka}	asmax{sarvanAma;6;eka}	RaRTIsambanXaH,4	mere	-	-	-	-	-
4	hawa-jIviwaM	-	hawa-jIviwaM	jIviwa{puM;2;eka(han1;kwa;hanaz;:axAxiH-jIv1;kwa;jIvaz;:BvAxiH)}/jIviwa{napuM;1;eka(jIv1;kwa;jIvaz;:BvAxiH)}/jIviwa{napuM;2;eka(jIv1;kwa;jIvaz;:BvAxiH)}	jIviwa-jIviwa{napuM;1;eka(jIviwa-jIv1;kwa;jIvaz;:BvAxiH)}	karwA,7	jIviwa-jIviwa_ne	-	-	-	-	-
5	wAvaw	-	wAvaw	wAvaw{avya}/wAvaw{napuM;1;eka}/wAvaw{napuM;2;eka}/wAvaw{napuM;8;eka}	wAvaw{avya}	kriyAviSeRaNam,6	waba_waka	-	-	-	-	-
6	xayiwAm	-	xayiwAm	xayiwA{swrI;2;eka(xay1;kwa;xayaz;:BvAxiH)}	xayiwA{swrI;2;eka(xay1;kwa;xayaz;:BvAxiH)}	karma,7	pawnI_ko	-	-	-	-	-
7	anvagAw	-	anvagAw	anu_i1{karwari;luf;pra;eka;parasmEpaxI;iN;:axAxiH}	anu_i1{karwari;luf;pra;eka;parasmEpaxI;iN;:axAxiH}	prawiyogI,1	pICe_gayA	-	-	-	-	-
8	wayA	-	wayA	wax{sarvanAma;swrI;3;eka}	wax{sarvanAma;swrI;3;eka}	vinArWaH,7	usakA	-	-	-	-	-
9	vinA	-	vinA	vinA{avya}	vinA{avya}	vinArWa_xyowakaH,8	vinA	-	-	-	-	-
10	kiM	-	kiM	kim{avya}/kim{sarvanAma;napuM;1;eka}/kim{sarvanAma;napuM;2;eka}	kim{sarvanAma;napuM;2;eka}	viSeRaNam,11	kyA_	-	-	-	-	-
11	vinivqwwaM	-	vinivqwwaM	vinivqwwa{puM;2;eka(vqw1;kwa;vqwuz;:BvAxiH)}/vinivqwwa{napuM;1;eka(vqw1;kwa;vqwuz;:BvAxiH)}/vinivqwwa{napuM;2;eka(vqw1;kwa;vqwuz;:BvAxiH)}	vinivqwwa{napuM;2;eka(vqw1;kwa;vqwuz;:BvAxiH)}	sambanXaH,15	lOtA_hue_ke	-	-	-	-	-
12	Awma-kqwena	-	Awma-kqwena	Awma-kqwa{napuM;3;eka}/Awma-kqwa{puM;3;eka(kq3;kwa;dukqF;:wanAxiH)}/Awma-kqwa{napuM;3;eka(kq3;kwa;dukqF;:wanAxiH)}/Awma-kqwa{puM;3;eka(kq2;kwa;kqF;:svAxiH)}/Awma-kqwa{napuM;3;eka(kq2;kwa;kqF;:svAxiH)}/Awma-kqwa{puM;3;eka(kq1;kwa;kqF;:BvAxiH)}/Awma-kqwa{napuM;3;eka(kq1;kwa;kqF;:BvAxiH)}	Awma-kqwa{napuM;3;eka(Awma-kq1;kwa;kqF;:BvAxiH)}	karaNam,15	Awma-nirmiwa_se	-	-	-	-	-
13	prabalAM	-	prabalAM	prabalA{swrI;2;eka}	prabalA{swrI;2;eka}	viSeRaNam,14	prabalA_ko	-	-	-	-	-
14	vexanAM	-	vexanAM	vexanA{swrI;2;eka}	vexanA{swrI;2;eka}	karma,15	xuHKa	-	-	-	-	-
15	sahawAm	-	sahawAm	Rah1{karwari;lot;pra;eka;AwmanepaxI;Rahaz;:BvAxiH}	Rah1{karwari;lot;pra;eka;AwmanepaxI;Rahaz;:BvAxiH}	-	Rah1_ap_skyeM	-	-	-	-	-
