@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	praveSya	-	praveSya	pra_viS1{avya;Nic_lyap;viSaz;:wuxAxiH}	pra_viS1{avya;Nic_lyap;viSaz;:wuxAxiH}	pUrvakAlaH,8	pra-veSyAoM_kA_Gara	-	-	-	-	-
2	ca	-	cEnaM	ca{avya}	ca{avya}	sambanXaH,8	Ora	-	-	-	-	-
3	enaM	-	-	ixam{sarvanAma;puM;2;eka}	ixam{sarvanAma;puM;2;eka}	prayojakakarwA,1	isako	-	-	-	-	-
4	puram	-	puramagrayAyI	pur{swrI;2;eka}/pura{napuM;1;eka}/pura{napuM;2;eka}	pura{napuM;2;eka}	karma,1	nagara_ko	-	-	-	-	-
5	agrayAyI	-	-	agrayAyin{puM;1;eka}	agrayAyin{puM;1;eka}	viSeRaNam,9	agrayAyin	-	-	-	-	-
6	nIcEH	-	nIcEswaWopAcaraxarpiwaSrIH	nIcEH{avya}/nIca{puM;3;bahu}/nIca{napuM;3;bahu}	nIcEH{avya}	kriyAviSeRaNam,1	-	-	-	-	-	-
7	waWA	-	-	waWA{avya}	waWA{avya}	sambanXaH,8	vEse	-	-	-	-	-
8	upAcaraw	-	-	upa-Af_car1{karwari;laf;pra;eka;parasmEpaxI;caraz;:BvAxiH}/upa-Acaraw{napuM;1;eka(car1;Sawq_lat;caraz;:BvAxiH)}/upa-Acaraw{napuM;2;eka(car1;Sawq_lat;caraz;:BvAxiH)}	upa-Af_car1{karwari;laf;pra;eka;parasmEpaxI;caraz;:BvAxiH}	-	AcaraNa_kiyA	-	-	-	-	-
9	arpiwaSrIH	-	-	arpiwaSrI{puM;1;eka}	arpiwaSrI{puM;1;eka}	karwA,8	-	-	-	-	-	-
10	mene	-	mene	menA{swrI;1;xvi}/menA{swrI;2;xvi}/man1{karwari;lit;pra;eka;AwmanepaxI;manaz;:xivAxiH}/man1{karwari;lit;u;eka;AwmanepaxI;manaz;:xivAxiH}/man1{karmaNi;lit;pra;eka;AwmanepaxI;manaz;:xivAxiH}/man1{karmaNi;lit;u;eka;AwmanepaxI;manaz;:xivAxiH}/menA{swrI;8;eka}/menA{swrI;8;xvi}	man1{karwari;lit;pra;eka;AwmanepaxI;manaz;:xivAxiH}	-	menAyeM	-	-	-	-	-
11	yaWA	-	yaWA	yaWA{avya}	yaWA{avya}	sambanXaH,10	jEse	-	-	-	niwya_sambanXaH,7	-
12	wawra	-	wawra	wawra{avya}	wawra{avya}	aXikaraNam,14	vahAz	-	-	-	-	-
13	janaH	-	janaH	jana{puM;1;eka}	jana{puM;1;eka}	karwA,10	jana	-	-	-	-	-
14	samewaH	-	samewo vExarBamAganwumajaM	samewa{puM;1;eka}/sam_Af_i1{karwari;lat;pra;xvi;parasmEpaxI;iN;:axAxiH}	samewa{puM;1;eka}	viSeRaNam,13	sAWa_AyA_huA	-	-	-	-	-
15	vExarBam	-	-	vExarBa{puM;2;eka}	vExarBa{puM;2;eka}	karma,16	vixarBanareSa_ko	-	-	-	-	-
16	Aganwum	-	-	Aganwu{puM;2;eka}/Af_gam1{avya;wumun;gamlqz;:BvAxiH}	Af_gam1{avya;wumun;gamlqz;:BvAxiH}	prayojanam,10	Ane_vAle_ko	-	-	-	-	-
17	ajaM	-	-	aja{puM;2;eka}/a-ja{puM;2;eka}	aja{puM;2;eka}	karma,10	bakare_ko	-	-	-	-	-
18	gqheSam	-	gqheSam	gqheSa{puM;2;eka}	gqheSa{puM;2;eka}	karmasamAnAXikaraNam,10	gqheSa_ko	-	-	-	-	-
