@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	xaXawaH	1	xaXawo	xA3{karwari;lat;pra;eka;parasmEpaxI;duxAF;:juhowyAxiH}	xA3{karwari;lat;pra;eka;parasmEpaxI;duxAF;:juhowyAxiH}	sup_samucciwaH,3	xewA_hE	@Used @to @Wear 	-	-	-	-
2	mafgala-kROme	2	mafgalakROme	kROma{napuM;1;xvi}/kROma{napuM;2;xvi}/kROma{napuM;8;xvi}/kROma{napuM;7;eka}	kROma{napuM;7;eka}	aXikaraNam,1	kROma_meM	@Silk 	-	-	-	-
3	vasAnasya	3	vasAnasya	vasAna{puM;6;eka(vas2;SAnac_lat;karwari;vasaz;:axAxiH)}/vasAna{napuM;6;eka(vas2;SAnac_lat;karwari;vasaz;:axAxiH)}	vasAna{puM;6;eka(vas2;SAnac_lat;karwari;vasaz;:axAxiH)}	viSeRaNam,8	-	@Wearing	-	-	-	-
4	ca	4	ca	ca{avya}	ca{avya}	sup_samuccayaxyowakaH,3	Ora	@Also	-	-	-	-
5	valkale	5	valkale	valkala{napuM;1;xvi}/valkala{napuM;2;xvi}/valkala{napuM;8;xvi}/valkala{napuM;7;eka}	valkala{napuM;7;eka}	aXikaraNam,3	vaswra_meM	@Bark @clothes	-	-	-	-
6	xaxqSuH	6	xaxqSurvismiwAswasya	xqS1{karwari;lit;pra;bahu;parasmEpaxI;xqSizr;:xivAxiH}	xqS1{karwari;lit;pra;bahu;parasmEpaxI;xqSizr;:xivAxiH}	aBihiwa_karwA,11;sakarmaka	X_xqS1_pp_skyA	@Watching	-	-	-	-
7	vismiwAH	-	-	vi_Rmi1{kwa;Rmif;:BvAxiHvi_smiwa;swrI;2;bahu}/vi_Rmi1{kwa;Rmif;:BvAxiHvi_smiwa;swrI;1;bahu}/vi_Rmi1{kwa;Rmif;:BvAxiHvi_smiwa;puM;1;bahu}	vi_Rmi1{kwa;Rmif;:BvAxiHvi_smiwa;puM;1;bahu}	viSeRaNam,11	vi_Rmi1yA_hue	@Were @Astonished	-	-	-	-
8	wasya	-	-	wax{sarvanAma;napuM;6;eka}/wax{sarvanAma;puM;6;eka}	wax{sarvanAma;puM;6;eka}	RaRTIsambanXaH,9	usake	@With @His	-	-	-	-
9	muKa-rAgam	7	muKarAgam	muKa-rAga{napuM;2;eka}/rAga{napuM;1;eka}	muKa-rAga{napuM;2;eka}	karma,6	muKa-rAga_ko	@Facial @Expression	-	-	-	-
10	samam	8	samam	sama{puM;2;eka}/sama{napuM;2;eka}/sama{napuM;1;eka}	sama{napuM;2;eka}	viSeRaNam,9	barAbara	@Equal @or @Same	-	-	-	-
11	janAH	9	janAH	jana{puM;1;bahu}	jana{puM;1;bahu}	karwA,6	janoM_ne	@People	-	-	-	-
