@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	xaSa-muKa-ripuH	3	xaSamuKaripurnopayeme	xaSa-muKa-ripu{puM;1;eka}	xaSa-muKa-ripu{puM;1;eka}	karwA,6	xaSa-muKa-Sawru	-	-	-	-	-
2	sIwAM	1	sIwAM	sIwA{swrI;2;eka}	sIwA{swrI;2;eka}	karma,3	sIwA_ko	-	-	-	-	-
3	hiwvA	2	hiwvA	XA1{avya;kwvA;duXAF;:juhowyAxiH}/hA2{avya;kwvA;ozhAk;:juhowyAxiH}	XA1{avya;kwvA;duXAF;:juhowyAxiH}	pUrvakAlaH,6	-	-	-	-	-	-
4	anyAM	-	-	anyA{swrI;2;eka}/anyA{sarvanAma;swrI;2;eka}/an1{karwari;viXilif;u;eka;parasmEpaxI;anaz;:axAxiH}	anya{sarvanAma;swrI;2;eka}	karma,6	anya_ko	-	-	-	-	-
5	na	-	-	na{avya}	na{avya}	prawiReXaH,6	nahIM	-	-	-	-	-
6	upayeme	-	-	upa_mA1{yaw;mA;:axAxiHupa_meya;swrI;2;xvi}/upa_mA2{yaw;mAf;:juhowyAxiHupa_meya;swrI;2;xvi}/upa_mA1{yaw;mA;:axAxiHupa_meya;swrI;1;xvi}/upa_mA2{yaw;mAf;:juhowyAxiHupa_meya;swrI;1;xvi}/upa_mA1{yaw;mA;:axAxiHupa_meya;napuM;2;xvi}/upa_mA2{yaw;mAf;:juhowyAxiHupa_meya;napuM;2;xvi}/upa_mA1{yaw;mA;:axAxiHupa_meya;napuM;1;xvi}/upa_mA2{yaw;mAf;:juhowyAxiHupa_meya;napuM;1;xvi}/upa_mA1{yaw;mA;:axAxiHupa_meya;napuM;7;eka}/upa_mA2{yaw;mAf;:juhowyAxiHupa_meya;napuM;7;eka}/upa_mA1{yaw;mA;:axAxiHupa_meya;puM;7;eka}/upa_mA2{yaw;mAf;:juhowyAxiHupa_meya;puM;7;eka}	upa_mA2{yaw;mAf;:juhowyAxiHupa_meya;puM;7;eka}	prawiyogI,7	-	-	-	-	-	-
7	yaw	4	yaxanyAM	yaw{avya}/yax{sarvanAma;napuM;1;eka}/yax{sarvanAma;napuM;2;eka}	yaw{avya}	anuyogI,13	-	-	-	-	-	-
8	wasyAH	5	wasyA eva	wax{sarvanAma;swrI;6;eka}/wax{sarvanAma;swrI;5;eka}/was1{karwari;ASIrlif;ma;eka;parasmEpaxI;wasuz;:xivAxiH}	wax{sarvanAma;swrI;6;eka}	RaRTIsambanXaH,10	usakA	-	-	-	-	-
9	eva	-	-	eva{avya}	eva{avya}	sambanXaH,8	hI	-	-	-	-	-
10	prawikqwi-saKaH	6	prawikqwisaKo yawkrawUnAjahAra	prawikqwi-saKa{puM;1;eka}	prawikqwi-saKa{puM;1;eka}	karwA,11	prawibimba-saKa	-	-	-	-	-
11	san	-	-	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	saw{puM;1;eka(as2;Sawq_lat;asaz;:axAxiH)}	varwamAnasamAnakAlaH,13	sajjana	-	-	-	-	-
12	krawUn	-	-	krawu{puM;2;bahu}	krawu{puM;2;bahu}	karma,13	krawuoM_ko	-	-	-	-	-
13	AjahAra	-	-	Af_hq1{karwari;lit;u;eka;parasmEpaxI;hqF;:BvAxiH}/Af_hq1{karwari;lit;pra;eka;parasmEpaxI;hqF;:BvAxiH}	A_hq2{karwari;lit;pra;eka;parasmEpaxI;hq;:juhowyAxiH}	aBihiwa_karma,12	karavAyA	-	-	-	-	-
