@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	maNi-kutti-mociwO	8	maNikuttimociwO	maNi-kutti-mociwa{puM;1;xvi}	maNi-kutti-mociwa{puM;1;xvi}	viSeRaNam,2	-	-	-	-	-	-
2	wO	1	wO	wax{sarvanAma;puM;1;xvi}/wax{sarvanAma;puM;2;xvi}	wax{sarvanAma;puM;1;xvi}	karwA,11	ve	-	-	-	-	-
3	muni-praxiRtayoH	6	munipraxiRtayoH	muni-praxiRta{puM;6;xvi(muni-xiS1;kwa;xiSaz;:wuxAxiH)}/muni-praxiRta{puM;7;xvi(xiS1;kwa;xiSaz;:wuxAxiH)}/muni-praxiRta{napuM;6;xvi(xiS1;kwa;xiSaz;:wuxAxiH)}/muni-praxiRta{napuM;7;xvi(xiS1;kwa;xiSaz;:wuxAxiH)}/muni-praxiRtA{swrI;6;xvi(xiS1;kwa;xiSaz;:wuxAxiH)}/muni-praxiRtA{swrI;7;xvi(xiS1;kwa;xiSaz;:wuxAxiH)}	muni-praxiRtA{swrI;6;xvi(muni-xiS1;kwa;xiSaz;:wuxAxiH)}	viSeRaNam,5	muni-nirxiRta	-	-	-	-	-
4	bala-awibalayoH	2	balAwibalayoH	bala-awibala{puM;6;xvi}	bala-awibalA{swrI;6;xvi}	viSeRaNam,5	-	-	-	-	-	-
5	vixyayoH	4	vixyayoH	vixyA{swrI;6;xvi}/vixyA{swrI;7;xvi}	vixyA{swrI;6;xvi}	RaRTIsambanXaH,6	vixyA_ke	-	-	-	-	-
6	praBAvawaH	3	praBAvawo	praBA{mawup;puM;5;eka}/praBA{mawup;puM;6;eka}/praBA{mawup;puM;2;bahu}/praBA{mawup;napuM;5;eka}/praBA{mawup;napuM;6;eka}	praBA{mawup;puM;5;eka}	hewuH,11	praBA_kA	-	-	-	-	-
7	mAwq-pArSva-parivarwinO	9	mAwqpArSvaparivarwinAviva	mA1{wqc;mA;:axAxiH}/me1{wqc;mef;:BvAxiH}/mi1{wqc;dumiF;:svAxiH}/mA2{wqc;mAf;:juhowyAxiH}/mA3{wqc;mAf;:xivAxiH}/mI2{wqc;mIF;:kryAxiH-pArSva-parivarwin;puM;1;xvi}/parivarwin{puM;2;xvi}/parivarwin{puM;8;xvi}	me1{wqc;mef;:BvAxiH}	upamAnam,8	-	-	-	-	-	-
8	iva	-	-	iva{avya}	iva{avya}	upamAnaxyowakaH,11	jEse	-	-	-	-	-
9	paWi	5	paWi	paWin{puM;7;eka}	paWin{puM;7;eka}	aXikaraNam,11	rAswe_meM	-	-	-	-	-
10	na	-	-	na{avya}	na{avya}	prawiReXaH,11	-	-	-	-	-	-
11	mamlawuH	7	mamlawurna	mlE1{karwari;lit;pra;xvi;parasmEpaxI;mlE;:BvAxiH}	mlE1{karwari;lit;pra;xvi;parasmEpaxI;mlE;:BvAxiH}	aBihiwa_karwA,2	glAna_nahIM_huA	-	-	-	-	-
