@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	mawsya-XvajAH	-	mawsya-XvajAH	mawsya-Xvaja{puM;1;bahu}/Xvaja{swrI;2;bahu}/Xvaja{swrI;1;bahu}	mawsya-Xvaja{swrI;2;bahu}	karwA,6	maCalI-XvajoM_ko	-	-	-	-	-
2	vAyu-vaSAw	-	vAyu-vaSAw	vAyu-vaSa{puM;5;eka}/vaSa{napuM;5;eka}	vAyu-vaSa{napuM;5;eka}	hewuH,3	havA-vaSa_se	-	-	-	-	-
3	vixIrNEH	-	vixIrNEH	vi_xQ2{kwa;xQ;:kryAxiHvi_xIrNa;napuM;3;bahu}/vi_xQ2{kwa;xQ;:kryAxiHvi_xIrNa;puM;3;bahu}	vi_xQ2{kwa;xQ;:kryAxiHvi_xIrNa;napuM;3;bahu}	viSeRaNam,4	vixIrNa_kiye_hue	-	-	-	-	-
4	muKEH	-	muKEH	muKa{napuM;3;bahu}	muKa{napuM;3;bahu}	karaNam,7	muKoM_se	-	-	-	-	-
5	pravqxXaXvajinIrajAMsi	-	rajAMsi	rajas{napuM;2;bahu}/rajas{napuM;1;bahu}	rajas{napuM;1;bahu}	karma,7	raja_guNoM_ne	-	-	-	-	-
6	baBuH	-	baBuH	BA1{karwari;lit;pra;bahu;parasmEpaxI;BA;:axAxiH}	BA1{karwari;lit;pra;bahu;parasmEpaxI;BA;:axAxiH}	aBihiwa_karwA,1;sakarmaka	X_BA1_pp_skyA	-	-	-	-	-
7	pibanwaH	-	pibanwaH	pibaw{puM;8;bahu(pA1;Sawq_lat;pA;:BvAxiH)}	pibaw{puM;8;bahu(pA1;Sawq_lat;pA;:BvAxiH)}	viSeRaNam,1	X_pA1we_hue	-	-	-	-	-
8	parama-arWa-mawsyAH	-	parama-arWa-mawsyAH	parama-arWa-mawsya{puM;8;bahu}/mawsya{puM;1;bahu}/mawsyA{swrI;8;bahu}/mawsyA{swrI;1;bahu}/mawsyA{swrI;2;bahu}	parama-arWa-mawsyA{swrI;2;bahu}	upamAnam,10	parama-arWa-maCaliyAz	-	-	-	-	-
9	pari-AvilAn	-	pari-AvilAn	pari-Avila{puM;2;bahu}	pari-Avila{puM;2;bahu}	viSeRaNam,11	pari-AviloM_ko	-	-	-	-	-
10	iva	-	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,6	jEse	-	-	-	-	-
11	nava-uxakAni	-	nava-uxakAni	nava-uxaka{napuM;1;bahu}/uxaka{napuM;2;bahu}/uxaka{napuM;8;bahu}/uxan{ka;napuM;1;bahu}/uxan{ka;napuM;2;bahu}	nava-uxan{ka;napuM;1;bahu}	karma,12	nava-uxanoM_ne	-	-	-	-	-
12	(pibanwaH)	-	(pibanwaH)	pibaw{puM;8;bahu(pA1;Sawq_lat;pA;:BvAxiH)}	pibaw{puM;8;bahu(pA1;Sawq_lat;pA;:BvAxiH)}	viSeRaNam,8	X_pA1we_hue	-	-	-	-	-
