@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	aWa	1	aWa	aWa{avya}	aWa{avya}	sambanXaH,17	Ora	-	-	-	-	-
2	xyOH	4	xyOH	xyo{swrI;1;eka}/xiv{swrI;1;eka}/xyo{swrI;8;eka}/xiv{swrI;8;eka}	xyo{swrI;1;eka}	karwA,20	xyo	-	-	-	-	-
3	awreH	3	awreH	awri{puM;5;eka}/awri{puM;6;eka}	awri{puM;6;eka}	RaRTIsambanXaH,4	awri_se	-	-	-	-	-
4	nayana-sama-uwWaM	2	nayana-sama-uwWaM	NI1{lyut;NIF;:BvAxiH}/Nay1{lyut;Nayaz;:BvAxiH-sama-uwWa;puM;2;eka}/uwWa{napuM;1;eka}/uwWa{napuM;2;eka}	NI1{sama-uwWa;napuM;2;eka}	viSeRaNam,5	-	-	-	-	-	-
5	jyowiH	3	jyowirawreriva	jyowis{napuM;2;eka}	jyowisnapuM;2;eka}	karma,20	jyowi	-	-	-	-	-
6	iva	3	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,20	jEse	-	-	-	-	-
7	ESam	7	ESam	ESa{puM;2;eka}	ESa{napuM;2;eka}	sambanXaH,8	ESa_ko	-	-	-	-	-
8	wejaH	6	wejaH	wejas{napuM;1;eka}/wejas{napuM;2;eka}/wejas{napuM;8;eka}	wejasnapuM;2;eka}	karma,21	weja	-	-	-	-	-
9	iva	5	iva	iva{avya}	iva{avya}	upamAnaxyowakaH,21	jEse	-	-	-	-	-
10	rAjFI	10	rAjFI	rAjFI{swrI;1;eka}	rAjFI{swrI;1;eka}	karwA,17	rAnI	-	-	-	-	-
12	nara-pawi-kula-BUwyE	8	kula-BUwyE	kula-BUwi{swrI;4;eka}	kula-BUwi{swrI;4;eka}	prayojanam,17	kula-kalyANa_ko	-	-	-	-	-
13	guruBiH	11	guruBiH	guru{napuM;3;bahu}/guru{puM;3;bahu}	guru{puM;3;bahu}	karaNam,15	guruoM_se	-	-	-	-	-
14	loka-pAla-anuBAvEH	12	loka-pAla-anuBAvEH	loka-pAla-anuBAva{puM;3;bahu}/anuBAva{napuM;3;bahu}	loka-pAla-anuBAva{puM;3;bahu}	viSeRaNam,13	loka-pAla-anuBAvoM_se	-	-	-	-	-
15	aBi-niviRtaM	11	aBi-niviRtaM	aBi-niviRta{puM;2;eka(aBi-viS1;kwa;viSaz;:wuxAxiH)}/aBi-niviRta{napuM;1;eka(viS1;kwa;viSaz;:wuxAxiH)}/aBi-niviRta{napuM;2;eka(viS1;kwa;viSaz;:wuxAxiH)}	aBi-niviRta{napuM;2;eka}	viSeRaNam,16	-	-	-	-	-	-
16	garBam	9	garBam	garBam-Af_XA1{karwari;laf;pra;eka;AwmanepaxI;duXAF;:juhowyAxiH}	garBam{napuM;2;eka}	karma,17	raKA	-	-	-	-	-
17	AXawwa	9	AXawwa	sura-sariw{swrI;1;eka}/sariw{swrI;8;eka}	Af_XA1{karwari;laf;pra;eka;AwmanepaxI;duXAF;:juhowyAxiH}	aBihiwa_karwA,10;sakarmaka	xeva-naxI	-	-	-	-	-
18	sura-sariw	5	sura-sarixiva	iva{avya}	sura-sariw{swrI;1;eka}	karwA,21	jEse	-	-	-	-	-
19	vahni-niRTyUwam	7	vahni-niRTyUwam	vahni-niRTyUwam}	vahni-niRTyUwama{napuM;2;eka}	viSeRaNam,8	Aga-	-	-	-	-	-
20	(AXawwa)	-	(-)	sura-sariw{swrI;1;eka}/sariw{swrI;8;eka}	Af_XA1{karwari;laf;pra;eka;AwmanepaxI;duXAF;:juhowyAxiH}	upamAnam,17	xeva-naxI	-	-	-	-	-
21	(AXawwa)	-	(-)	sura-sariw{swrI;1;eka}/sariw{swrI;8;eka}	Af_XA1{karwari;laf;pra;eka;AwmanepaxI;duXAF;:juhowyAxiH}	upamAnam,17	xeva-naxI	-	-	-	-	-
