@anvaya_@no	@word	@poem	@sandhied_@word	@morph_@analysis	@morph_@in_@context	@kaaraka_@sambandha	@hindi_@meaning	@english_@meaning	@samAsa	@prayoga	@sarvanAma	@name_@classification

1	maxa-ganXiBiH	3	maxaganXiBirAhawAH 	maxa-ganXi{swrI;3;bahu}	maxa-ganXi{swrI;3;bahu}	viSeRaNam,3	kaswUrI-ganXiyoM_ke_xvArA	-	-	-	-	-
2	sapwa-parNAnAM	2	sapwaparNAnAM	sapwa-parNa{puM;6;bahu}/parNa{napuM;6;bahu}/parNA{swrI;6;bahu}	sapwa-parNA{swrI;6;bahu}	RaRTIsambanXaH,3	sapwa-parNAoM_kA	-	-	-	-	-
3	prasavEH	1	prasavEH	prasava{puM;3;bahu}/prasava{puM;3;bahu(RU3;GaF;RU;:wuxAxiH)}/prasava{puM;3;bahu(Su1;GaF;Su;:BvAxiH)}	prasava{puM;3;bahu(Su1;GaF;Su;:BvAxiH)}	karaNam,4	janm xenA	-	-	-	-	-
4	AhawAH	-	-	Ahawa{puM;1;bahu(han1;kwa;hanaz;:axAxiH)}/AhawA{swrI;1;bahu(han1;kwa;hanaz;:axAxiH)}/AhawA{swrI;2;bahu(han1;kwa;hanaz;:axAxiH)}	AhawA{swrI;1;bahu(han1;kwa;hanaz;:axAxiH)}	viSeRaNam,5	Ahawa	-	-	-	-	-
5	waw-nAgAH	5	wannAgAH	waw-nAga{puM;8;bahu}/nAga{puM;1;bahu}/nAgA{swrI;8;bahu}/nAgA{swrI;1;bahu}/nAgA{swrI;2;bahu}	waw-nAgA{swrI;1;bahu}	karwA,8	waw-nAgAoM_ne	-	-	-	-	-
6	asUyayA	4	asUyayeva 	asUyA{swrI;3;eka}	asUyA{swrI;3;eka}	hewuH,8	asUyayA-jEse	-	-	-	-	-
7	sapwaXA	6	sapwaXEva	sapwaXA{avy}	sapwaXA{avy}	kriyAviSeRNam,8	sapwaXA	-	-	-	-	-
8	prasusruvuH	7	prasusruvuH	pra_sru1{karwari;lit;pra;bahu;parasmEpaxI;sru;:BvAxiH}	pra_sru1{karwari;lit;pra;bahu;parasmEpaxI;sru;:BvAxiH}	aBihiwa_karwA,5	maxa jal tapakAya	-	-	-	-	-
9	eva	-	-	-	eva{avya}	sambanXaH,7	-	-	-	-	-	-
10	iva	-	-	-	iva{avya}	uwprekRa,8	-	-	-	-	-	-
